geography_level,geography_name,survey_year,demographic_variable,demographic_group,pct_active,pct_fairly_active,pct_inactive,sample_size
borough,Barnet,2019-20,Educ6,Level 3 and equivalents,61.5,13.4,25.1,39
borough,Barnet,2019-20,Educ6,Level 4 or above,70.0,9.9,20.0,261
borough,Bexley,2019-20,Educ6,Level 2 and equivalents,65.6,11.2,23.2,80
borough,Bexley,2019-20,Educ6,Level 3 and equivalents,45.7,12.7,41.5,51
borough,Bexley,2019-20,Educ6,Level 4 or above,62.2,12.8,25.0,156
borough,Brent,2019-20,Educ6,Level 2 and equivalents,65.7,1.5,32.7,52
borough,Brent,2019-20,Educ6,Level 3 and equivalents,65.1,7.4,27.6,44
borough,Brent,2019-20,Educ6,Level 4 or above,65.2,10.8,24.0,247
borough,Bromley,2019-20,Educ6,Level 2 and equivalents,79.1,6.1,14.8,40
borough,Bromley,2019-20,Educ6,Level 3 and equivalents,75.5,4.9,19.6,45
borough,Bromley,2019-20,Educ6,Level 4 or above,79.9,10.0,10.1,226
borough,Camden,2019-20,Educ6,Level 3 and equivalents,52.9,14.2,32.9,34
borough,Camden,2019-20,Educ6,Level 4 or above,71.8,9.5,18.8,294
borough,City of London,2019-20,Educ6,Level 4 or above,65.7,11.9,22.4,168
borough,Croydon,2019-20,Educ6,Level 2 and equivalents,50.5,11.4,38.2,49
borough,Croydon,2019-20,Educ6,Level 3 and equivalents,56.2,9.1,34.7,39
borough,Croydon,2019-20,Educ6,Level 4 or above,66.0,10.2,23.8,215
borough,Ealing,2019-20,Educ6,Level 2 and equivalents,72.5,9.9,17.6,40
borough,Ealing,2019-20,Educ6,Level 3 and equivalents,68.6,16.3,15.1,46
borough,Ealing,2019-20,Educ6,Level 4 or above,65.2,13.0,21.8,237
borough,Enfield,2019-20,Educ6,Level 2 and equivalents,45.8,5.5,48.7,45
borough,Enfield,2019-20,Educ6,Level 3 and equivalents,62.2,15.3,22.5,57
borough,Enfield,2019-20,Educ6,Level 4 or above,67.8,12.6,19.5,211
borough,Greenwich,2019-20,Educ6,Level 2 and equivalents,52.1,4.4,43.5,34
borough,Greenwich,2019-20,Educ6,Level 4 or above,73.6,10.9,15.5,273
borough,Hackney,2019-20,Educ6,Level 3 and equivalents,82.3,3.7,13.9,30
borough,Hackney,2019-20,Educ6,Level 4 or above,84.1,8.1,7.8,302
borough,Hammersmith and Fulham,2019-20,Educ6,Level 3 and equivalents,83.0,1.8,15.2,35
borough,Hammersmith and Fulham,2019-20,Educ6,Level 4 or above,79.2,11.2,9.7,277
borough,Haringey,2019-20,Educ6,Level 3 and equivalents,51.9,7.0,41.1,31
borough,Haringey,2019-20,Educ6,Level 4 or above,78.2,7.8,14.0,282
borough,Harrow,2019-20,Educ6,Level 2 and equivalents,55.7,12.4,31.9,40
borough,Harrow,2019-20,Educ6,Level 3 and equivalents,56.5,14.7,28.7,42
borough,Harrow,2019-20,Educ6,Level 4 or above,63.5,13.3,23.2,258
borough,Havering,2019-20,Educ6,Level 2 and equivalents,53.7,10.1,36.1,69
borough,Havering,2019-20,Educ6,Level 3 and equivalents,66.2,24.4,9.3,49
borough,Havering,2019-20,Educ6,Level 4 or above,65.4,11.8,22.8,144
borough,Hillingdon,2019-20,Educ6,Level 2 and equivalents,62.3,12.9,24.8,52
borough,Hillingdon,2019-20,Educ6,Level 3 and equivalents,65.4,1.6,33.0,51
borough,Hillingdon,2019-20,Educ6,Level 4 or above,71.4,8.5,20.2,232
borough,Hounslow,2019-20,Educ6,Level 2 and equivalents,73.4,16.9,9.7,37
borough,Hounslow,2019-20,Educ6,Level 3 and equivalents,62.5,12.2,25.3,41
borough,Hounslow,2019-20,Educ6,Level 4 or above,62.6,15.8,21.5,226
borough,Islington,2019-20,Educ6,Level 3 and equivalents,80.3,9.2,10.5,31
borough,Islington,2019-20,Educ6,Level 4 or above,79.6,8.1,12.3,330
borough,Kensington and Chelsea,2019-20,Educ6,Level 3 and equivalents,69.9,8.9,21.2,33
borough,Kensington and Chelsea,2019-20,Educ6,Level 4 or above,74.7,13.9,11.5,264
borough,Kingston upon Thames,2019-20,Educ6,Level 3 and equivalents,78.2,16.2,5.6,39
borough,Kingston upon Thames,2019-20,Educ6,Level 4 or above,78.2,8.5,13.3,265
borough,Lambeth,2019-20,Educ6,Level 4 or above,85.3,7.9,6.8,290
borough,Lewisham,2019-20,Educ6,Level 2 and equivalents,54.3,10.0,35.7,30
borough,Lewisham,2019-20,Educ6,Level 3 and equivalents,53.3,5.0,41.8,33
borough,Lewisham,2019-20,Educ6,Level 4 or above,74.6,15.4,10.0,307
borough,Merton,2019-20,Educ6,Level 2 and equivalents,62.0,9.7,28.3,31
borough,Merton,2019-20,Educ6,Level 3 and equivalents,69.9,12.9,17.3,41
borough,Merton,2019-20,Educ6,Level 4 or above,64.1,16.2,19.7,278
borough,Newham,2019-20,Educ6,Level 2 and equivalents,55.8,15.2,29.0,39
borough,Newham,2019-20,Educ6,Level 3 and equivalents,43.3,20.8,35.9,56
borough,Newham,2019-20,Educ6,Level 4 or above,58.4,12.2,29.5,248
borough,Redbridge,2019-20,Educ6,Level 2 and equivalents,39.8,16.5,43.7,61
borough,Redbridge,2019-20,Educ6,Level 3 and equivalents,50.2,18.4,31.4,43
borough,Redbridge,2019-20,Educ6,Level 4 or above,58.2,15.4,26.4,233
borough,Richmond upon Thames,2019-20,Educ6,Level 3 and equivalents,60.6,15.9,23.5,37
borough,Richmond upon Thames,2019-20,Educ6,Level 4 or above,81.8,7.5,10.7,298
borough,Southwark,2019-20,Educ6,Level 4 or above,74.5,8.1,17.4,330
borough,Sutton,2019-20,Educ6,Level 2 and equivalents,69.6,5.8,24.6,42
borough,Sutton,2019-20,Educ6,Level 3 and equivalents,70.4,8.1,21.5,54
borough,Sutton,2019-20,Educ6,Level 4 or above,72.9,7.5,19.5,208
borough,Tower Hamlets,2019-20,Educ6,Level 3 and equivalents,36.3,12.4,51.2,46
borough,Tower Hamlets,2019-20,Educ6,Level 4 or above,69.7,7.9,22.4,278
borough,Waltham Forest,2019-20,Educ6,Level 2 and equivalents,51.2,12.8,36.0,38
borough,Waltham Forest,2019-20,Educ6,Level 3 and equivalents,65.1,19.3,15.6,45
borough,Waltham Forest,2019-20,Educ6,Level 4 or above,79.7,5.7,14.6,246
borough,Wandsworth,2019-20,Educ6,Level 4 or above,75.4,11.7,12.9,293
borough,Westminster,2019-20,Educ6,Level 3 and equivalents,44.5,14.3,41.2,36
borough,Westminster,2019-20,Educ6,Level 4 or above,72.4,10.7,16.9,238
London-wide,London-wide,2019-20,Eth7,Black,55.8,14.1,30.1,971
London-wide,London-wide,2019-20,Eth7,Chinese,68.2,11.2,20.6,314
London-wide,London-wide,2019-20,Eth7,Mixed,73.3,7.5,19.2,490
London-wide,London-wide,2019-20,Eth7,Other ethnic group,59.7,8.8,31.5,468
London-wide,London-wide,2019-20,Eth7,South Asian,54.3,12.7,33.1,2232
London-wide,London-wide,2019-20,Eth7,White British,71.4,10.0,18.6,8229
London-wide,London-wide,2019-20,Eth7,White Other,68.4,10.1,21.5,2584
borough,Barking and Dagenham,2019-20,Eth7,Black,62.0,19.0,19.0,67
borough,Barking and Dagenham,2019-20,Eth7,South Asian,57.0,11.2,31.8,88
borough,Barking and Dagenham,2019-20,Eth7,White British,54.2,13.9,31.9,195
borough,Barking and Dagenham,2019-20,Eth7,White Other,57.9,4.5,37.5,65
borough,Barnet,2019-20,Eth7,South Asian,58.9,15.0,26.1,57
borough,Barnet,2019-20,Eth7,White British,62.6,13.4,24.0,236
borough,Barnet,2019-20,Eth7,White Other,59.2,13.8,27.0,101
borough,Bexley,2019-20,Eth7,Black,48.3,4.9,46.8,44
borough,Bexley,2019-20,Eth7,South Asian,46.7,13.7,39.6,51
borough,Bexley,2019-20,Eth7,White British,64.1,13.1,22.8,337
borough,Bexley,2019-20,Eth7,White Other,47.3,26.5,26.2,36
borough,Brent,2019-20,Eth7,Black,48.2,19.1,32.7,47
borough,Brent,2019-20,Eth7,South Asian,58.5,12.9,28.6,169
borough,Brent,2019-20,Eth7,White British,75.6,7.2,17.1,111
borough,Brent,2019-20,Eth7,White Other,42.4,9.4,48.2,98
borough,Bromley,2019-20,Eth7,White British,74.9,8.3,16.7,359
borough,Bromley,2019-20,Eth7,White Other,61.5,10.3,28.3,35
borough,Camden,2019-20,Eth7,South Asian,40.0,13.3,46.6,34
borough,Camden,2019-20,Eth7,White British,69.0,10.5,20.6,238
borough,Camden,2019-20,Eth7,White Other,80.8,11.1,8.2,111
borough,City of London,2019-20,Eth7,White British,63.5,7.4,29.1,151
borough,City of London,2019-20,Eth7,White Other,64.6,12.0,23.4,75
borough,Croydon,2019-20,Eth7,Black,55.4,16.1,28.5,43
borough,Croydon,2019-20,Eth7,South Asian,57.0,5.1,37.9,69
borough,Croydon,2019-20,Eth7,White British,64.2,10.0,25.9,243
borough,Croydon,2019-20,Eth7,White Other,79.2,6.1,14.7,57
borough,Ealing,2019-20,Eth7,South Asian,48.0,14.4,37.6,100
borough,Ealing,2019-20,Eth7,White British,72.0,11.2,16.8,215
borough,Ealing,2019-20,Eth7,White Other,78.6,8.2,13.2,79
borough,Enfield,2019-20,Eth7,Black,57.5,10.8,31.7,51
borough,Enfield,2019-20,Eth7,South Asian,58.9,14.0,27.0,65
borough,Enfield,2019-20,Eth7,White British,64.5,11.0,24.5,236
borough,Enfield,2019-20,Eth7,White Other,55.0,15.7,29.3,59
borough,Greenwich,2019-20,Eth7,Black,58.7,13.5,27.8,30
borough,Greenwich,2019-20,Eth7,South Asian,66.0,8.3,25.7,51
borough,Greenwich,2019-20,Eth7,White British,69.8,9.2,21.0,264
borough,Greenwich,2019-20,Eth7,White Other,67.3,7.8,24.9,78
borough,Hackney,2019-20,Eth7,Black,38.1,31.9,29.9,38
borough,Hackney,2019-20,Eth7,South Asian,53.1,20.5,26.4,38
borough,Hackney,2019-20,Eth7,White British,80.0,7.5,12.5,260
borough,Hackney,2019-20,Eth7,White Other,73.7,6.4,19.9,122
borough,Hammersmith and Fulham,2019-20,Eth7,White British,78.8,8.4,12.7,246
borough,Hammersmith and Fulham,2019-20,Eth7,White Other,80.6,4.6,14.8,121
borough,Haringey,2019-20,Eth7,Black,47.8,8.2,44.1,52
borough,Haringey,2019-20,Eth7,South Asian,63.0,12.4,24.6,30
borough,Haringey,2019-20,Eth7,White British,76.3,7.1,16.6,234
borough,Haringey,2019-20,Eth7,White Other,75.2,7.3,17.5,114
borough,Harrow,2019-20,Eth7,South Asian,56.7,13.2,30.0,242
borough,Harrow,2019-20,Eth7,White British,60.8,15.3,23.9,137
borough,Harrow,2019-20,Eth7,White Other,56.5,9.6,33.9,50
borough,Havering,2019-20,Eth7,White British,58.8,12.9,28.3,373
borough,Hillingdon,2019-20,Eth7,South Asian,64.2,4.0,31.8,123
borough,Hillingdon,2019-20,Eth7,White British,58.9,10.1,31.0,230
borough,Hillingdon,2019-20,Eth7,White Other,69.8,9.7,20.5,53
borough,Hounslow,2019-20,Eth7,South Asian,52.2,15.8,31.9,145
borough,Hounslow,2019-20,Eth7,White British,68.3,14.0,17.7,195
borough,Hounslow,2019-20,Eth7,White Other,74.9,11.4,13.7,64
borough,Islington,2019-20,Eth7,White British,80.9,7.0,12.1,258
borough,Islington,2019-20,Eth7,White Other,70.4,8.6,21.0,110
borough,Kensington and Chelsea,2019-20,Eth7,White British,76.9,11.1,12.0,232
borough,Kensington and Chelsea,2019-20,Eth7,White Other,70.6,11.8,17.7,128
borough,Kingston upon Thames,2019-20,Eth7,South Asian,56.7,15.9,27.4,52
borough,Kingston upon Thames,2019-20,Eth7,White British,76.7,10.4,13.0,320
borough,Kingston upon Thames,2019-20,Eth7,White Other,68.4,9.4,22.2,66
borough,Lambeth,2019-20,Eth7,Black,37.5,22.0,40.5,45
borough,Lambeth,2019-20,Eth7,White British,83.4,10.0,6.6,290
borough,Lambeth,2019-20,Eth7,White Other,72.2,13.1,14.6,75
borough,Lewisham,2019-20,Eth7,Black,68.6,15.0,16.4,61
borough,Lewisham,2019-20,Eth7,South Asian,64.7,16.4,19.0,33
borough,Lewisham,2019-20,Eth7,White British,74.3,13.4,12.3,295
borough,Lewisham,2019-20,Eth7,White Other,62.2,12.0,25.8,86
borough,Merton,2019-20,Eth7,Black,48.3,23.9,27.8,32
borough,Merton,2019-20,Eth7,South Asian,61.0,15.6,23.4,54
borough,Merton,2019-20,Eth7,White British,75.6,9.8,14.5,294
borough,Merton,2019-20,Eth7,White Other,62.0,19.1,18.9,74
borough,Newham,2019-20,Eth7,Black,69.3,9.1,21.6,52
borough,Newham,2019-20,Eth7,South Asian,42.5,12.0,45.5,147
borough,Newham,2019-20,Eth7,White British,61.1,10.2,28.7,130
borough,Newham,2019-20,Eth7,White Other,61.2,19.9,18.8,76
borough,Redbridge,2019-20,Eth7,South Asian,52.2,15.6,32.2,170
borough,Redbridge,2019-20,Eth7,White British,58.4,12.1,29.5,210
borough,Redbridge,2019-20,Eth7,White Other,58.4,10.8,30.8,39
borough,Richmond upon Thames,2019-20,Eth7,White British,73.8,9.4,16.8,379
borough,Richmond upon Thames,2019-20,Eth7,White Other,83.8,3.2,13.0,68
borough,Southwark,2019-20,Eth7,Black,48.6,14.1,37.3,57
borough,Southwark,2019-20,Eth7,White British,79.1,6.6,14.4,267
borough,Southwark,2019-20,Eth7,White Other,71.5,8.3,20.3,100
borough,Sutton,2019-20,Eth7,South Asian,59.7,10.8,29.4,65
borough,Sutton,2019-20,Eth7,White British,71.4,7.9,20.8,319
borough,Sutton,2019-20,Eth7,White Other,64.9,7.6,27.5,47
borough,Tower Hamlets,2019-20,Eth7,South Asian,43.4,7.7,48.9,124
borough,Tower Hamlets,2019-20,Eth7,White British,77.9,4.0,18.1,173
borough,Tower Hamlets,2019-20,Eth7,White Other,82.4,3.5,14.1,93
borough,Waltham Forest,2019-20,Eth7,Black,62.7,2.7,34.6,38
borough,Waltham Forest,2019-20,Eth7,South Asian,33.1,22.1,44.9,51
borough,Waltham Forest,2019-20,Eth7,White British,76.3,10.6,13.1,286
borough,Waltham Forest,2019-20,Eth7,White Other,66.1,9.9,24.0,70
borough,Wandsworth,2019-20,Eth7,White British,82.2,6.5,11.3,301
borough,Wandsworth,2019-20,Eth7,White Other,65.6,11.0,23.4,103
borough,Westminster,2019-20,Eth7,South Asian,53.4,19.6,27.0,50
borough,Westminster,2019-20,Eth7,White British,62.4,14.3,23.3,215
borough,Westminster,2019-20,Eth7,White Other,74.9,11.3,13.7,104
London-wide,London-wide,2019-20,Gend3,Female,63.6,11.1,25.3,9066
London-wide,London-wide,2019-20,Gend3,Male,67.1,10.3,22.6,7169
London-wide,London-wide,2019-20,Gend3,Other,43.1,24.1,32.8,79
borough,Barking and Dagenham,2019-20,Gend3,Female,52.5,15.4,32.2,273
borough,Barking and Dagenham,2019-20,Gend3,Male,60.8,11.2,28.0,207
borough,Barnet,2019-20,Gend3,Female,67.8,9.8,22.4,286
borough,Barnet,2019-20,Gend3,Male,58.2,14.8,26.9,207
borough,Bexley,2019-20,Gend3,Female,59.1,13.6,27.3,276
borough,Bexley,2019-20,Gend3,Male,59.9,10.1,30.0,212
borough,Brent,2019-20,Gend3,Female,60.9,14.0,25.1,294
borough,Brent,2019-20,Gend3,Male,58.9,8.6,32.5,235
borough,Bromley,2019-20,Gend3,Female,72.9,9.4,17.6,264
borough,Bromley,2019-20,Gend3,Male,76.4,8.3,15.3,218
borough,Camden,2019-20,Gend3,Female,66.4,11.4,22.2,269
borough,Camden,2019-20,Gend3,Male,64.4,9.8,25.8,218
borough,City of London,2019-20,Gend3,Female,54.3,10.2,35.4,135
borough,City of London,2019-20,Gend3,Male,69.7,10.8,19.5,138
borough,Croydon,2019-20,Gend3,Female,60.4,10.5,29.1,274
borough,Croydon,2019-20,Gend3,Male,64.1,8.6,27.3,209
borough,Ealing,2019-20,Gend3,Female,59.4,15.1,25.6,284
borough,Ealing,2019-20,Gend3,Male,65.2,10.3,24.5,217
borough,Enfield,2019-20,Gend3,Female,63.1,12.8,24.1,297
borough,Enfield,2019-20,Gend3,Male,61.0,9.2,29.8,193
borough,Greenwich,2019-20,Gend3,Female,63.9,9.0,27.0,280
borough,Greenwich,2019-20,Gend3,Male,70.1,9.0,20.9,219
borough,Hackney,2019-20,Gend3,Female,71.8,12.2,16.0,307
borough,Hackney,2019-20,Gend3,Male,74.0,8.1,17.9,222
borough,Hammersmith and Fulham,2019-20,Gend3,Female,72.8,8.2,19.0,278
borough,Hammersmith and Fulham,2019-20,Gend3,Male,77.8,9.2,13.0,215
borough,Haringey,2019-20,Gend3,Female,72.2,5.8,22.0,305
borough,Haringey,2019-20,Gend3,Male,65.0,9.1,25.9,196
borough,Harrow,2019-20,Gend3,Female,53.6,12.2,34.2,268
borough,Harrow,2019-20,Gend3,Male,61.2,13.5,25.3,228
borough,Havering,2019-20,Gend3,Female,53.3,13.7,33.0,269
borough,Havering,2019-20,Gend3,Male,64.2,9.5,26.3,208
borough,Hillingdon,2019-20,Gend3,Female,57.6,9.3,33.1,267
borough,Hillingdon,2019-20,Gend3,Male,68.1,6.2,25.7,222
borough,Hounslow,2019-20,Gend3,Female,52.0,16.8,31.2,260
borough,Hounslow,2019-20,Gend3,Male,67.3,10.5,22.3,238
borough,Islington,2019-20,Gend3,Female,73.7,5.0,21.3,294
borough,Islington,2019-20,Gend3,Male,75.0,11.8,13.1,214
borough,Kensington and Chelsea,2019-20,Gend3,Female,70.6,13.7,15.7,263
borough,Kensington and Chelsea,2019-20,Gend3,Male,74.3,10.1,15.6,235
borough,Kingston upon Thames,2019-20,Gend3,Female,69.0,11.3,19.8,286
borough,Kingston upon Thames,2019-20,Gend3,Male,75.1,9.1,15.7,213
borough,Lambeth,2019-20,Gend3,Female,75.1,8.7,16.2,269
borough,Lambeth,2019-20,Gend3,Male,74.2,14.2,11.6,216
borough,Lewisham,2019-20,Gend3,Female,63.8,15.0,21.2,289
borough,Lewisham,2019-20,Gend3,Male,74.3,11.9,13.8,243
borough,Merton,2019-20,Gend3,Female,65.9,11.8,22.3,295
borough,Merton,2019-20,Gend3,Male,66.9,15.1,18.0,221
borough,Newham,2019-20,Gend3,Female,51.2,16.1,32.7,269
borough,Newham,2019-20,Gend3,Male,54.7,8.7,36.5,234
borough,Redbridge,2019-20,Gend3,Female,50.0,12.2,37.7,287
borough,Redbridge,2019-20,Gend3,Male,58.9,15.7,25.4,232
borough,Richmond upon Thames,2019-20,Gend3,Female,67.9,9.1,23.1,280
borough,Richmond upon Thames,2019-20,Gend3,Male,80.1,7.6,12.3,234
borough,Southwark,2019-20,Gend3,Female,69.1,9.6,21.3,296
borough,Southwark,2019-20,Gend3,Male,72.0,7.4,20.5,227
borough,Sutton,2019-20,Gend3,Female,68.5,8.6,22.9,277
borough,Sutton,2019-20,Gend3,Male,68.0,8.4,23.6,205
borough,Tower Hamlets,2019-20,Gend3,Female,59.7,8.4,31.9,269
borough,Tower Hamlets,2019-20,Gend3,Male,65.1,8.0,26.8,229
borough,Waltham Forest,2019-20,Gend3,Female,63.7,11.9,24.4,277
borough,Waltham Forest,2019-20,Gend3,Male,66.3,10.6,23.1,224
borough,Wandsworth,2019-20,Gend3,Female,70.8,8.9,20.4,288
borough,Wandsworth,2019-20,Gend3,Male,72.7,10.7,16.6,208
borough,Westminster,2019-20,Gend3,Female,56.0,8.6,35.4,241
borough,Westminster,2019-20,Gend3,Male,68.9,11.6,19.5,232
London-wide,London-wide,2019-20,IMD10,IMD decile 1,58.9,9.6,31.5,1004
London-wide,London-wide,2019-20,IMD10,IMD decile 10,75.4,7.9,16.6,665
London-wide,London-wide,2019-20,IMD10,IMD decile 2,58.7,11.0,30.3,3086
London-wide,London-wide,2019-20,IMD10,IMD decile 3,63.5,12.2,24.3,2385
London-wide,London-wide,2019-20,IMD10,IMD decile 4,68.7,10.4,20.9,2009
London-wide,London-wide,2019-20,IMD10,IMD decile 5,66.7,10.3,23.0,1917
London-wide,London-wide,2019-20,IMD10,IMD decile 6,65.7,12.7,21.6,1385
London-wide,London-wide,2019-20,IMD10,IMD decile 7,69.2,11.0,19.7,1414
London-wide,London-wide,2019-20,IMD10,IMD decile 8,68.7,9.4,21.9,1342
London-wide,London-wide,2019-20,IMD10,IMD decile 9,71.0,9.6,19.4,1157
borough,Barking and Dagenham,2019-20,IMD10,IMD decile 1,59.0,14.6,26.4,92
borough,Barking and Dagenham,2019-20,IMD10,IMD decile 2,50.5,12.3,37.2,278
borough,Barking and Dagenham,2019-20,IMD10,IMD decile 3,63.9,6.7,29.4,68
borough,Barking and Dagenham,2019-20,IMD10,IMD decile 4,61.4,25.4,13.2,38
borough,Barnet,2019-20,IMD10,IMD decile 2,64.9,7.8,27.3,39
borough,Barnet,2019-20,IMD10,IMD decile 3,53.2,24.4,22.4,40
borough,Barnet,2019-20,IMD10,IMD decile 4,68.6,8.8,22.7,55
borough,Barnet,2019-20,IMD10,IMD decile 5,62.3,8.6,29.1,59
borough,Barnet,2019-20,IMD10,IMD decile 6,49.1,18.6,32.3,83
borough,Barnet,2019-20,IMD10,IMD decile 7,72.0,13.8,14.2,93
borough,Barnet,2019-20,IMD10,IMD decile 8,59.7,7.3,32.9,66
borough,Barnet,2019-20,IMD10,IMD decile 9,69.9,4.2,25.9,37
borough,Bexley,2019-20,IMD10,IMD decile 10,60.5,28.6,10.8,33
borough,Bexley,2019-20,IMD10,IMD decile 2,55.3,2.2,42.5,61
borough,Bexley,2019-20,IMD10,IMD decile 3,49.4,11.2,39.4,47
borough,Bexley,2019-20,IMD10,IMD decile 4,48.8,16.8,34.4,56
borough,Bexley,2019-20,IMD10,IMD decile 6,66.6,17.7,15.7,50
borough,Bexley,2019-20,IMD10,IMD decile 7,52.3,12.2,35.6,70
borough,Bexley,2019-20,IMD10,IMD decile 8,62.9,12.4,24.8,55
borough,Bexley,2019-20,IMD10,IMD decile 9,71.9,15.8,12.3,82
borough,Brent,2019-20,IMD10,IMD decile 1,38.9,12.1,49.0,44
borough,Brent,2019-20,IMD10,IMD decile 2,53.0,6.6,40.4,130
borough,Brent,2019-20,IMD10,IMD decile 3,70.5,12.4,17.0,108
borough,Brent,2019-20,IMD10,IMD decile 4,57.7,10.9,31.4,114
borough,Brent,2019-20,IMD10,IMD decile 5,61.8,7.7,30.5,66
borough,Brent,2019-20,IMD10,IMD decile 6,71.1,27.9,1.0,30
borough,Bromley,2019-20,IMD10,IMD decile 10,80.6,3.2,16.2,69
borough,Bromley,2019-20,IMD10,IMD decile 3,80.0,13.4,6.6,33
borough,Bromley,2019-20,IMD10,IMD decile 4,73.3,8.5,18.2,35
borough,Bromley,2019-20,IMD10,IMD decile 6,65.2,4.8,30.0,44
borough,Bromley,2019-20,IMD10,IMD decile 7,71.0,13.4,15.6,84
borough,Bromley,2019-20,IMD10,IMD decile 8,79.4,13.9,6.7,70
borough,Bromley,2019-20,IMD10,IMD decile 9,71.5,6.8,21.7,102
borough,Camden,2019-20,IMD10,IMD decile 2,54.9,9.8,35.3,105
borough,Camden,2019-20,IMD10,IMD decile 3,69.1,15.6,15.3,62
borough,Camden,2019-20,IMD10,IMD decile 4,72.6,5.7,21.7,54
borough,Camden,2019-20,IMD10,IMD decile 5,59.6,6.5,33.9,57
borough,Camden,2019-20,IMD10,IMD decile 6,71.7,17.5,10.9,57
borough,Camden,2019-20,IMD10,IMD decile 7,68.9,12.6,18.5,38
borough,Camden,2019-20,IMD10,IMD decile 8,86.0,7.0,7.0,38
borough,Camden,2019-20,IMD10,IMD decile 9,50.3,11.1,38.6,46
borough,City of London,2019-20,IMD10,IMD decile 10,60.8,10.5,28.8,49
borough,City of London,2019-20,IMD10,IMD decile 4,60.7,16.5,22.7,55
borough,City of London,2019-20,IMD10,IMD decile 5,74.9,10.9,14.2,38
borough,City of London,2019-20,IMD10,IMD decile 6,77.6,5.9,16.5,35
borough,City of London,2019-20,IMD10,IMD decile 9,58.2,9.6,32.2,68
borough,Croydon,2019-20,IMD10,IMD decile 2,54.6,9.4,35.9,90
borough,Croydon,2019-20,IMD10,IMD decile 3,61.8,6.6,31.6,66
borough,Croydon,2019-20,IMD10,IMD decile 4,60.5,15.2,24.3,76
borough,Croydon,2019-20,IMD10,IMD decile 5,60.1,5.2,34.7,35
borough,Croydon,2019-20,IMD10,IMD decile 6,78.7,11.1,10.2,46
borough,Croydon,2019-20,IMD10,IMD decile 7,53.0,15.8,31.2,35
borough,Croydon,2019-20,IMD10,IMD decile 8,44.1,5.6,50.3,46
borough,Croydon,2019-20,IMD10,IMD decile 9,78.3,11.0,10.7,58
borough,Ealing,2019-20,IMD10,IMD decile 1,51.1,15.4,33.5,41
borough,Ealing,2019-20,IMD10,IMD decile 2,59.8,17.7,22.5,88
borough,Ealing,2019-20,IMD10,IMD decile 3,63.4,5.3,31.3,81
borough,Ealing,2019-20,IMD10,IMD decile 4,71.6,10.3,18.1,55
borough,Ealing,2019-20,IMD10,IMD decile 5,65.7,8.3,26.0,74
borough,Ealing,2019-20,IMD10,IMD decile 6,58.1,9.5,32.3,69
borough,Ealing,2019-20,IMD10,IMD decile 7,67.1,17.0,15.9,44
borough,Ealing,2019-20,IMD10,IMD decile 8,46.6,36.8,16.6,30
borough,Enfield,2019-20,IMD10,IMD decile 1,51.6,7.3,41.1,58
borough,Enfield,2019-20,IMD10,IMD decile 2,57.0,12.6,30.4,94
borough,Enfield,2019-20,IMD10,IMD decile 3,47.0,9.3,43.8,66
borough,Enfield,2019-20,IMD10,IMD decile 4,65.6,15.0,19.5,61
borough,Enfield,2019-20,IMD10,IMD decile 5,72.3,18.7,9.1,55
borough,Enfield,2019-20,IMD10,IMD decile 6,75.0,14.2,10.9,47
borough,Enfield,2019-20,IMD10,IMD decile 7,62.3,5.9,31.7,51
borough,Enfield,2019-20,IMD10,IMD decile 8,73.9,5.0,21.1,47
borough,Greenwich,2019-20,IMD10,IMD decile 2,55.0,8.0,37.0,105
borough,Greenwich,2019-20,IMD10,IMD decile 3,59.6,12.2,28.2,87
borough,Greenwich,2019-20,IMD10,IMD decile 4,80.8,8.0,11.1,88
borough,Greenwich,2019-20,IMD10,IMD decile 5,68.5,13.9,17.6,86
borough,Greenwich,2019-20,IMD10,IMD decile 6,71.9,3.5,24.5,41
borough,Greenwich,2019-20,IMD10,IMD decile 7,86.7,4.5,8.7,47
borough,Hackney,2019-20,IMD10,IMD decile 1,65.1,9.0,25.9,119
borough,Hackney,2019-20,IMD10,IMD decile 2,70.3,13.0,16.7,232
borough,Hackney,2019-20,IMD10,IMD decile 3,83.8,6.6,9.5,110
borough,Hackney,2019-20,IMD10,IMD decile 4,89.2,2.2,8.6,46
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 2,74.3,9.1,16.6,92
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 3,74.3,9.9,15.8,96
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 4,80.6,3.2,16.1,68
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 5,73.6,4.8,21.6,69
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 6,80.4,13.3,6.4,65
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 7,80.5,8.3,11.3,41
borough,Hammersmith and Fulham,2019-20,IMD10,IMD decile 8,81.0,11.5,7.6,31
borough,Haringey,2019-20,IMD10,IMD decile 1,61.1,7.5,31.4,75
borough,Haringey,2019-20,IMD10,IMD decile 2,60.7,8.1,31.3,126
borough,Haringey,2019-20,IMD10,IMD decile 3,64.2,8.1,27.7,92
borough,Haringey,2019-20,IMD10,IMD decile 4,83.4,9.8,6.8,58
borough,Haringey,2019-20,IMD10,IMD decile 5,81.5,8.1,10.3,53
