geography_level,geography_name,survey_year,demographic_variable,demographic_group,pct_active,pct_fairly_active,pct_inactive,sample_size
borough,Haringey,2019-20,IMD10,IMD decile 7,77.4,3.4,19.2,44
borough,Harrow,2019-20,IMD10,IMD decile 4,48.2,14.1,37.7,62
borough,Harrow,2019-20,IMD10,IMD decile 5,61.2,6.2,32.7,83
borough,Harrow,2019-20,IMD10,IMD decile 6,53.4,13.5,33.1,116
borough,Harrow,2019-20,IMD10,IMD decile 7,55.1,23.7,21.1,60
borough,Harrow,2019-20,IMD10,IMD decile 8,57.1,12.2,30.7,57
borough,Harrow,2019-20,IMD10,IMD decile 9,62.6,8.7,28.8,61
borough,Havering,2019-20,IMD10,IMD decile 10,65.6,8.2,26.3,33
borough,Havering,2019-20,IMD10,IMD decile 2,58.4,10.7,30.8,40
borough,Havering,2019-20,IMD10,IMD decile 3,53.2,13.6,33.2,40
borough,Havering,2019-20,IMD10,IMD decile 4,46.6,12.3,41.1,61
borough,Havering,2019-20,IMD10,IMD decile 5,43.7,18.3,38.0,71
borough,Havering,2019-20,IMD10,IMD decile 6,65.3,13.7,21.0,43
borough,Havering,2019-20,IMD10,IMD decile 7,66.0,12.7,21.3,50
borough,Havering,2019-20,IMD10,IMD decile 8,59.5,9.2,31.3,77
borough,Havering,2019-20,IMD10,IMD decile 9,85.3,9.1,5.7,45
borough,Hillingdon,2019-20,IMD10,IMD decile 2,50.3,1.3,48.5,55
borough,Hillingdon,2019-20,IMD10,IMD decile 3,60.2,12.6,27.2,79
borough,Hillingdon,2019-20,IMD10,IMD decile 4,64.7,2.7,32.6,70
borough,Hillingdon,2019-20,IMD10,IMD decile 5,56.6,6.8,36.6,54
borough,Hillingdon,2019-20,IMD10,IMD decile 7,77.7,10.0,12.3,52
borough,Hillingdon,2019-20,IMD10,IMD decile 8,73.4,9.1,17.5,49
borough,Hillingdon,2019-20,IMD10,IMD decile 9,72.0,8.2,19.8,79
borough,Hounslow,2019-20,IMD10,IMD decile 2,54.9,14.9,30.2,67
borough,Hounslow,2019-20,IMD10,IMD decile 3,46.4,20.0,33.6,139
borough,Hounslow,2019-20,IMD10,IMD decile 4,63.0,9.3,27.7,105
borough,Hounslow,2019-20,IMD10,IMD decile 5,65.7,8.0,26.2,85
borough,Hounslow,2019-20,IMD10,IMD decile 6,78.7,9.4,11.9,34
borough,Hounslow,2019-20,IMD10,IMD decile 7,77.8,13.0,9.2,53
borough,Islington,2019-20,IMD10,IMD decile 1,70.3,12.1,17.6,57
borough,Islington,2019-20,IMD10,IMD decile 2,67.0,13.0,20.1,175
borough,Islington,2019-20,IMD10,IMD decile 3,73.1,2.4,24.5,114
borough,Islington,2019-20,IMD10,IMD decile 4,85.6,5.6,8.8,73
borough,Islington,2019-20,IMD10,IMD decile 5,81.5,7.3,11.2,67
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 1,60.5,17.0,22.5,95
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 2,57.8,13.9,28.4,49
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 3,73.7,12.4,13.9,46
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 4,76.7,8.0,15.3,65
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 5,81.4,4.0,14.5,70
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 6,71.1,12.9,15.9,36
borough,Kensington and Chelsea,2019-20,IMD10,IMD decile 7,76.0,12.2,11.9,108
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 10,81.0,7.0,12.0,70
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 5,57.7,13.1,29.2,71
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 6,73.6,10.6,15.8,70
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 7,69.3,9.9,20.9,73
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 8,70.5,14.8,14.6,103
borough,Kingston upon Thames,2019-20,IMD10,IMD decile 9,72.1,8.2,19.7,94
borough,Lambeth,2019-20,IMD10,IMD decile 1,58.3,0.0,41.7,31
borough,Lambeth,2019-20,IMD10,IMD decile 2,67.2,15.3,17.5,130
borough,Lambeth,2019-20,IMD10,IMD decile 3,70.3,12.8,16.9,112
borough,Lambeth,2019-20,IMD10,IMD decile 4,85.0,9.5,5.5,99
borough,Lambeth,2019-20,IMD10,IMD decile 5,85.4,12.4,2.3,65
borough,Lewisham,2019-20,IMD10,IMD decile 2,59.8,14.8,25.3,186
borough,Lewisham,2019-20,IMD10,IMD decile 3,71.5,14.0,14.5,86
borough,Lewisham,2019-20,IMD10,IMD decile 4,72.8,16.9,10.2,104
borough,Lewisham,2019-20,IMD10,IMD decile 5,76.5,10.5,13.0,81
borough,Merton,2019-20,IMD10,IMD decile 10,79.7,4.8,15.4,85
borough,Merton,2019-20,IMD10,IMD decile 2,50.0,11.1,38.9,31
borough,Merton,2019-20,IMD10,IMD decile 3,58.4,15.3,26.3,56
borough,Merton,2019-20,IMD10,IMD decile 5,71.5,10.1,18.4,62
borough,Merton,2019-20,IMD10,IMD decile 6,43.7,31.0,25.3,58
borough,Merton,2019-20,IMD10,IMD decile 7,58.6,12.8,28.6,37
borough,Merton,2019-20,IMD10,IMD decile 8,77.1,4.6,18.2,84
borough,Merton,2019-20,IMD10,IMD decile 9,76.0,13.0,11.0,88
borough,Newham,2019-20,IMD10,IMD decile 1,48.2,18.8,33.0,54
borough,Newham,2019-20,IMD10,IMD decile 2,51.0,10.3,38.8,220
borough,Newham,2019-20,IMD10,IMD decile 3,54.1,13.9,32.0,155
borough,Newham,2019-20,IMD10,IMD decile 4,60.9,9.5,29.6,63
borough,Redbridge,2019-20,IMD10,IMD decile 2,50.7,22.8,26.5,35
borough,Redbridge,2019-20,IMD10,IMD decile 3,39.2,30.7,30.1,38
borough,Redbridge,2019-20,IMD10,IMD decile 4,64.0,8.7,27.4,63
borough,Redbridge,2019-20,IMD10,IMD decile 5,51.8,11.7,36.5,120
borough,Redbridge,2019-20,IMD10,IMD decile 6,64.1,6.1,29.9,68
borough,Redbridge,2019-20,IMD10,IMD decile 7,47.6,12.7,39.7,68
borough,Redbridge,2019-20,IMD10,IMD decile 8,58.8,12.4,28.8,95
borough,Richmond upon Thames,2019-20,IMD10,IMD decile 10,79.4,8.4,12.2,105
borough,Richmond upon Thames,2019-20,IMD10,IMD decile 6,84.8,5.9,9.3,40
borough,Richmond upon Thames,2019-20,IMD10,IMD decile 7,59.3,1.5,39.2,41
borough,Richmond upon Thames,2019-20,IMD10,IMD decile 8,71.8,9.4,18.8,114
borough,Richmond upon Thames,2019-20,IMD10,IMD decile 9,75.8,8.5,15.8,156
borough,Southwark,2019-20,IMD10,IMD decile 1,69.5,8.2,22.3,36
borough,Southwark,2019-20,IMD10,IMD decile 2,59.4,9.5,31.1,150
borough,Southwark,2019-20,IMD10,IMD decile 3,73.0,6.3,20.7,126
borough,Southwark,2019-20,IMD10,IMD decile 4,67.0,13.3,19.7,50
borough,Southwark,2019-20,IMD10,IMD decile 5,80.9,12.5,6.7,76
borough,Southwark,2019-20,IMD10,IMD decile 8,80.5,6.4,13.1,45
borough,Sutton,2019-20,IMD10,IMD decile 10,75.9,6.7,17.3,81
borough,Sutton,2019-20,IMD10,IMD decile 2,32.4,4.4,63.2,30
borough,Sutton,2019-20,IMD10,IMD decile 5,68.2,9.3,22.5,45
borough,Sutton,2019-20,IMD10,IMD decile 6,81.2,9.6,9.2,48
borough,Sutton,2019-20,IMD10,IMD decile 7,77.2,4.1,18.7,90
borough,Sutton,2019-20,IMD10,IMD decile 8,60.0,8.9,31.1,61
borough,Sutton,2019-20,IMD10,IMD decile 9,69.7,14.3,15.9,66
borough,Tower Hamlets,2019-20,IMD10,IMD decile 1,49.4,8.5,42.2,60
borough,Tower Hamlets,2019-20,IMD10,IMD decile 2,61.0,6.9,32.1,184
borough,Tower Hamlets,2019-20,IMD10,IMD decile 3,61.7,9.5,28.8,88
borough,Tower Hamlets,2019-20,IMD10,IMD decile 4,77.3,5.6,17.1,59
borough,Tower Hamlets,2019-20,IMD10,IMD decile 5,73.7,5.9,20.3,30
borough,Tower Hamlets,2019-20,IMD10,IMD decile 6,53.9,15.1,31.0,39
borough,Tower Hamlets,2019-20,IMD10,IMD decile 8,84.2,2.3,13.5,30
borough,Waltham Forest,2019-20,IMD10,IMD decile 2,70.9,7.1,22.0,98
borough,Waltham Forest,2019-20,IMD10,IMD decile 3,62.5,12.3,25.2,155
borough,Waltham Forest,2019-20,IMD10,IMD decile 4,62.8,13.8,23.4,87
borough,Waltham Forest,2019-20,IMD10,IMD decile 5,59.8,18.8,21.3,82
borough,Wandsworth,2019-20,IMD10,IMD decile 2,48.3,23.1,28.6,43
borough,Wandsworth,2019-20,IMD10,IMD decile 3,68.2,20.2,11.6,57
borough,Wandsworth,2019-20,IMD10,IMD decile 4,81.1,7.5,11.4,56
borough,Wandsworth,2019-20,IMD10,IMD decile 5,59.1,12.3,28.6,74
borough,Wandsworth,2019-20,IMD10,IMD decile 6,74.5,3.4,22.1,72
borough,Wandsworth,2019-20,IMD10,IMD decile 7,84.9,4.1,11.0,57
borough,Wandsworth,2019-20,IMD10,IMD decile 8,72.0,3.5,24.5,77
borough,Wandsworth,2019-20,IMD10,IMD decile 9,86.1,8.8,5.1,38
borough,Westminster,2019-20,IMD10,IMD decile 2,52.3,14.9,32.7,84
borough,Westminster,2019-20,IMD10,IMD decile 3,64.7,17.7,17.7,79
borough,Westminster,2019-20,IMD10,IMD decile 4,75.1,6.5,18.4,45
borough,Westminster,2019-20,IMD10,IMD decile 5,67.0,4.8,28.3,73
borough,Westminster,2019-20,IMD10,IMD decile 7,59.5,11.1,29.4,61
borough,Westminster,2019-20,IMD10,IMD decile 8,60.8,15.6,23.6,41
borough,Westminster,2019-20,IMD10,IMD decile 9,50.9,8.3,40.8,32
London-wide,London-wide,2019-20,LondInOut,Inner London,68.2,10.2,21.6,6856
London-wide,London-wide,2019-20,LondInOut,Outer London,62.9,11.2,25.9,9508
borough,Barking and Dagenham,2019-20,LondInOut,Outer London,55.8,12.9,31.3,488
borough,Barnet,2019-20,LondInOut,Outer London,62.9,12.3,24.7,493
borough,Bexley,2019-20,LondInOut,Outer London,58.7,12.6,28.7,495
borough,Brent,2019-20,LondInOut,Outer London,59.9,11.3,28.8,532
borough,Bromley,2019-20,LondInOut,Outer London,73.8,8.8,17.3,488
borough,Camden,2019-20,LondInOut,Inner London,65.4,10.7,23.9,492
borough,City of London,2019-20,LondInOut,Inner London,62.2,10.5,27.3,273
borough,Croydon,2019-20,LondInOut,Outer London,62.0,9.6,28.3,486
borough,Ealing,2019-20,LondInOut,Outer London,62.3,12.6,25.1,507
borough,Enfield,2019-20,LondInOut,Outer London,61.7,11.5,26.8,493
borough,Greenwich,2019-20,LondInOut,Outer London,66.7,9.0,24.4,503
borough,Hackney,2019-20,LondInOut,Inner London,73.1,10.2,16.7,533
borough,Hammersmith and Fulham,2019-20,LondInOut,Inner London,75.1,8.7,16.2,497
borough,Haringey,2019-20,LondInOut,Inner London,68.9,7.3,23.8,502
borough,Harrow,2019-20,LondInOut,Outer London,57.6,12.7,29.7,499
borough,Havering,2019-20,LondInOut,Outer London,58.0,11.9,30.1,478
borough,Hillingdon,2019-20,LondInOut,Outer London,62.6,7.8,29.6,490
borough,Hounslow,2019-20,LondInOut,Outer London,60.5,13.2,26.3,503
borough,Islington,2019-20,LondInOut,Inner London,73.6,8.3,18.1,517
borough,Kensington and Chelsea,2019-20,LondInOut,Inner London,72.0,11.7,16.3,503
borough,Kingston upon Thames,2019-20,LondInOut,Outer London,71.4,10.7,17.8,502
borough,Lambeth,2019-20,LondInOut,Inner London,74.7,11.2,14.1,486
borough,Lewisham,2019-20,LondInOut,Inner London,68.9,13.4,17.7,539
borough,Merton,2019-20,LondInOut,Outer London,66.0,13.6,20.4,520
borough,Newham,2019-20,LondInOut,Inner London,53.2,12.3,34.5,508
borough,Redbridge,2019-20,LondInOut,Outer London,54.4,14.0,31.7,523
borough,Richmond upon Thames,2019-20,LondInOut,Outer London,73.6,8.2,18.1,517
borough,Southwark,2019-20,LondInOut,Inner London,70.7,8.4,20.9,528
borough,Sutton,2019-20,LondInOut,Outer London,67.3,8.7,24.0,486
borough,Tower Hamlets,2019-20,LondInOut,Inner London,62.8,8.1,29.1,504
borough,Waltham Forest,2019-20,LondInOut,Outer London,64.8,11.4,23.8,505
borough,Wandsworth,2019-20,LondInOut,Inner London,71.6,9.8,18.6,498
borough,Westminster,2019-20,LondInOut,Inner London,62.0,11.7,26.4,476
London-wide,London-wide,2019-20,Maternity_pop,No,65.4,10.8,23.8,15500
London-wide,London-wide,2019-20,Maternity_pop,Yes,60.7,10.1,29.2,864
London-wide,London-wide,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,74.6,10.3,15.1,9474
London-wide,London-wide,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,62.3,11.3,26.4,2754
London-wide,London-wide,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,50.1,12.5,37.4,1409
London-wide,London-wide,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,64.2,9.2,26.6,1619
borough,Barking and Dagenham,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,60.3,10.9,28.8,182
borough,Barking and Dagenham,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,58.6,14.1,27.2,120
borough,Barking and Dagenham,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,45.4,19.6,35.0,81
borough,Barking and Dagenham,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,62.1,7.2,30.7,75
borough,Barnet,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,68.8,10.9,20.3,298
borough,Barnet,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,69.4,9.0,21.6,76
borough,Barnet,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,59.2,14.0,26.8,53
borough,Bexley,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,61.8,16.7,21.4,235
borough,Bexley,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,63.3,7.9,28.8,130
borough,Bexley,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,43.5,18.8,37.7,51
borough,Bexley,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,52.7,4.4,42.8,33
borough,Brent,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,62.4,9.7,27.9,238
borough,Brent,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,56.3,13.6,30.1,105
borough,Brent,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,57.0,16.6,26.4,76
borough,Brent,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,65.9,6.1,28.0,71
borough,Bromley,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,80.6,8.2,11.2,300
borough,Bromley,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,67.8,10.3,22.0,76
borough,Bromley,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,75.2,7.1,17.7,34
borough,Camden,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,77.7,8.5,13.8,308
borough,Camden,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,52.0,12.1,35.8,66
borough,Camden,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,62.6,7.4,30.0,57
borough,City of London,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,64.8,12.5,22.7,190
borough,Croydon,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,67.7,10.3,22.0,270
borough,Croydon,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,64.4,9.0,26.6,90
borough,Croydon,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,49.2,9.9,40.8,43
borough,Croydon,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,64.6,7.0,28.5,48
borough,Ealing,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,70.3,13.7,16.0,285
borough,Ealing,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,64.4,11.2,24.4,74
borough,Ealing,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,41.8,19.7,38.4,42
borough,Ealing,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,73.5,3.3,23.2,60
borough,Enfield,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,69.9,13.9,16.2,262
borough,Enfield,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,57.4,10.5,32.1,93
borough,Enfield,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,46.2,10.2,43.6,54
borough,Enfield,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,66.3,5.6,28.1,47
borough,Greenwich,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,73.7,10.6,15.7,297
borough,Greenwich,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,64.2,7.1,28.7,95
borough,Greenwich,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,60.1,6.5,33.4,53
borough,Greenwich,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,61.4,10.4,28.2,36
borough,Hackney,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,83.6,8.2,8.3,340
borough,Hackney,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,70.9,7.9,21.1,78
borough,Hackney,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,41.9,14.0,44.1,46
borough,Hackney,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,72.4,13.6,13.9,43
borough,Hammersmith and Fulham,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,81.7,8.6,9.7,315
borough,Hammersmith and Fulham,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,72.8,13.5,13.7,64
borough,Hammersmith and Fulham,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,81.1,7.4,11.5,57
borough,Haringey,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,79.7,8.4,11.8,309
borough,Haringey,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,77.5,3.6,18.9,73
borough,Haringey,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,37.1,15.2,47.8,36
borough,Haringey,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,56.0,7.0,37.0,55
borough,Harrow,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,66.1,12.8,21.1,268
borough,Harrow,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,59.2,13.5,27.3,92
borough,Harrow,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,40.2,6.9,52.9,41
borough,Harrow,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,61.3,13.1,25.6,53
borough,Havering,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,71.1,11.0,17.8,226
borough,Havering,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,53.0,16.2,30.8,118
borough,Havering,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,59.6,10.9,29.5,61
borough,Hillingdon,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,64.5,14.3,21.2,244
borough,Hillingdon,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,64.4,3.1,32.5,104
borough,Hillingdon,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,57.4,3.9,38.7,59
borough,Hillingdon,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,70.4,5.9,23.6,44
borough,Hounslow,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,64.9,13.1,22.0,249
borough,Hounslow,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,60.3,11.4,28.3,108
borough,Hounslow,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,50.6,17.8,31.6,63
borough,Hounslow,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,69.7,9.6,20.7,51
borough,Islington,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,83.0,6.7,10.3,351
borough,Islington,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,68.2,7.6,24.1,52
borough,Islington,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,32.3,14.9,52.8,37
borough,Islington,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,77.8,8.3,13.9,56
borough,Kensington and Chelsea,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,75.7,12.6,11.7,294
borough,Kensington and Chelsea,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,63.1,22.6,14.4,69
borough,Kensington and Chelsea,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,79.8,0.5,19.7,52
borough,Kingston upon Thames,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,81.6,8.1,10.3,330
borough,Kingston upon Thames,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,65.1,9.8,25.2,66
borough,Kingston upon Thames,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,45.4,11.6,43.0,31
borough,Kingston upon Thames,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,67.3,19.9,12.8,37
borough,Lambeth,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,86.1,6.5,7.4,334
borough,Lambeth,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,68.9,14.8,16.3,65
borough,Lambeth,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,36.6,23.0,40.4,31
borough,Lambeth,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,77.2,14.0,8.8,44
borough,Lewisham,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,80.0,12.0,8.0,346
borough,Lewisham,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,61.1,18.5,20.5,85
borough,Lewisham,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,66.5,5.2,28.3,35
borough,Lewisham,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,58.4,12.0,29.7,47
borough,Merton,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,74.8,12.3,12.9,325
borough,Merton,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,54.2,21.2,24.6,80
borough,Merton,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,40.2,6.0,53.8,39
borough,Merton,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,74.2,7.4,18.3,46
borough,Newham,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,62.3,12.0,25.7,257
borough,Newham,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,54.3,8.6,37.1,86
borough,Newham,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,51.3,14.4,34.3,71
borough,Newham,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,44.3,15.4,40.3,76
borough,Redbridge,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,63.6,14.2,22.1,259
borough,Redbridge,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,45.7,16.5,37.8,104
borough,Redbridge,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,58.7,7.9,33.4,54
borough,Redbridge,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,52.8,19.8,27.4,62
borough,Richmond upon Thames,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,81.0,7.7,11.3,333
borough,Richmond upon Thames,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,73.8,9.3,16.9,72
borough,Richmond upon Thames,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,73.5,0.0,26.5,40
borough,Southwark,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,80.9,7.9,11.3,341
borough,Southwark,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,73.1,10.7,16.3,74
borough,Southwark,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,56.1,2.2,41.6,37
borough,Southwark,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,53.6,10.2,36.2,61
borough,Sutton,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,78.2,6.5,15.3,267
borough,Sutton,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,69.0,7.0,24.0,110
borough,Sutton,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,59.2,4.1,36.7,34
borough,Sutton,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,55.0,20.8,24.2,34
borough,Tower Hamlets,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,76.2,11.1,12.7,305
borough,Tower Hamlets,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,61.3,5.0,33.8,64
borough,Tower Hamlets,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,41.6,4.7,53.7,64
borough,Tower Hamlets,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,57.4,8.3,34.2,64
borough,Waltham Forest,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,78.2,9.6,12.2,303
borough,Waltham Forest,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,61.2,11.7,27.0,99
borough,Waltham Forest,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,46.6,18.0,35.4,43
borough,Waltham Forest,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,56.5,9.3,34.2,46
borough,Wandsworth,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,77.9,8.8,13.3,348
borough,Wandsworth,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,59.6,19.4,21.0,66
borough,Wandsworth,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,73.9,3.4,22.7,39
borough,Westminster,2019-20,NSSEC5,NS SEC 1-2: Higher social groups,78.6,9.6,11.9,265
borough,Westminster,2019-20,NSSEC5,NS SEC 3-5: Middle social groups,55.5,11.0,33.5,73
borough,Westminster,2019-20,NSSEC5,NS SEC 6-8: Lower social groups,37.4,22.5,40.1,40
borough,Westminster,2019-20,NSSEC5,NS SEC 9: Students and other/unclassified,63.8,9.2,27.0,52
London-wide,London-wide,2019-20,Orient4,Bisexual,84.4,5.7,9.9,127
London-wide,London-wide,2019-20,Orient4,Gay or Lesbian,75.6,8.1,16.4,260
London-wide,London-wide,2019-20,Orient4,Heterosexual or Straight,66.1,11.4,22.5,5270
London-wide,London-wide,2019-20,Orient4,Other sexual orientation,56.9,17.5,25.5,33
London-wide,London-wide,2019-20,Relig7,Any other religion,75.7,6.8,17.5,66
London-wide,London-wide,2019-20,Relig7,Buddhist,62.1,21.7,16.2,71
London-wide,London-wide,2019-20,Relig7,Christian,67.9,10.0,22.0,2465
London-wide,London-wide,2019-20,Relig7,Hindu,61.5,8.0,30.5,316
London-wide,London-wide,2019-20,Relig7,Jewish,50.7,19.6,29.7,135
London-wide,London-wide,2019-20,Relig7,Muslim,50.0,12.0,37.9,459
London-wide,London-wide,2019-20,Relig7,No religion,74.7,12.0,13.3,1926
London-wide,London-wide,2019-20,Relig7,Sikh,56.0,10.3,33.7,63
