Respondent_Serial,term,halfterm,wt_gross,xSCHYR_5_2,xcluster,xstrata,xsurvey_year,Region_name,CSPNC,CSP_name,CSPNC2019,CSP_name2019,CountyCounc_2021,CountyCounc_2023,LDP_combined,LDP_proxy,STP_NC,Overall,Birthmonth_A,age_11,SCHYR_A,SCHYR_5_2,SEX_A,Urbanrural6,urbanrural2,IMDDECILE,IMD10_GR3,IMD_QUINTILE,IDACI_DECILE,IDACI10_GR3,IDACI_QUINTILE,CommNeed10,CommNeed10_GR3,Absence_Overall_GR4,Absence_Persistent_GR6,Daily_mile,ESL_GR10,ESL_GR5,Exclusions_Fixed_GR5,Exclusions_Permanent_GR4,FSM_elig_PC_GR6,FSM_take_PC_GR6,GypEth_GR5,Meetstandards_GR10,Meetstandards_GR4,ofstedrating,PrimaryCount_GR5,Progress8_GR,PupilCount_GR18,PupilTeacherRatio_GR5,Schoolestab,schoolreligion2,schoolreligion4,schoolreligion6,schoolselect2,Schoolsex2,Schoolsex3,SecondaryCount_GR5,PLLIKESP_A,PLLIKESP_A_gr,PLLIKESP_A_gr2,PLLIKEAC2_A,PLLIKEAC2_A_gr,PLLIKEAC2_A_gr2,PLEASY_A,PLEASY_A_gr2,SWIMLK_A,SWIMLK_A_gr2,SWIMLV_A_gr2,WELLHP4_A,TRAVEL_A1,TRAVEL_A2,TRAVEL_A3,TRAVEL_A4,TRAVEL_A5,TRAVEL_A6,WEEKSP1_A01,WEEKSP1_A02,WEEKSP1_A03,WEEKSP1_A04,WEEKSP1_A05,WEEKSP1_A06,WEEKSP1_A07,WEEKSP1_A08,WEEKSP1_A09,WEEKSP1_A12,WEEKAC1_A01,WEEKAC1_A02,WEEKAC1_A03,WEEKAC1_A04,WEEKAC1_A05,WEEKAC1_A06,WEEKAC1_A07,WEEKAC1_A08,WEEKAC1_A09,WEEKAC1_A10,WEEKAC1_A11,WEEKAC1_A12
1027366,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,-92,1,0
1027367,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,5,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,-92,0,0
1027375,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,-92,1,0
1027378,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-92,1,0
1027385,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,-92,0,0
1027398,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-92,0,0
1027399,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,-92,0,0
1027410,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,-92,1,0
1028016,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,5,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,3,2,2,1,1,1,2,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-92,0,0
1028017,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,5,99,99,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1028024,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,1,1,1,3,99,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1028027,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-92,0,0
1028030,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-92,0,0
1028034,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,3,99,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,-92,1,0
1028036,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1028213,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-92,0,0
1028214,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,5,-99,-99,3,99,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-92,0,0
1028218,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,5,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,2,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-92,0,0
1028219,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,3,2,2,1,1,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-92,0,0
1028220,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,0,0
1028221,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1028222,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,5,-99,-99,1,1,2,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-92,0,0
1028227,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,5,-99,-99,1,1,1,1,1,4,2,2,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-92,0,0
1028229,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,5,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1028231,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-92,0,0
1028232,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,5,-99,-99,3,99,2,1,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-92,1,0
1028360,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,2,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-92,0,0
1028844,3,6,92.5933987024223,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,2,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,3,99,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1028845,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1029539,3,6,91.4941889687358,1,363916,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,5,1,1,1,1,1,7,2,4,8,3,4,10,3,3,3,1,3,2,1,1,3,3,1,9,4,2,2,-1,2,2,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,-92,0,0
1013835,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,-92,0,0
1015693,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1015694,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,-92,0,0
1015696,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-92,0,1
1015698,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,-92,0,0
1015700,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,4,2,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,-92,0,0
1015704,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1015706,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-92,0,0
1015707,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,-92,0,0
1015709,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,5,-99,-99,1,1,4,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-92,0,0
1015710,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-92,0,0
1015712,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,7,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,5,-99,-99,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,-92,1,0
1015713,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,7,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-92,1,0
1015714,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,7,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-92,1,0
1015718,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,-92,0,0
1015722,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,-92,0,0
1015727,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-92,0,0
1015748,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,5,-99,-99,4,2,2,2,2,3,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-92,0,0
1015750,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1015756,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,5,-99,-99,5,-99,-99,3,99,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,1
1015758,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,3,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-92,0,0
1015760,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,1,7,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,-92,0,0
1015762,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,7,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,3,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-92,0,0
1015763,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,3,2,2,2,2,1,1,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-92,0,0
1015765,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-92,0,0
1015766,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-92,0,0
1015769,2,4,91.9536684483925,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,7,2,1,2,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-92,0,0
1015770,2,4,91.4262005534789,1,366747,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,3,6,2,1,1,1,1,10,3,5,10,3,5,10,3,4,4,1,4,2,2,1,1,1,1,9,4,1,5,-1,6,3,1,2,4,6,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1030356,3,6,91.9536684483925,1,363973,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,2,6,2,1,2,1,1,5,2,3,7,2,4,10,3,4,4,2,3,2,1,1,3,2,1,10,4,1,4,-1,4,3,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,-92,0,0
1030905,3,6,91.9536684483925,1,363973,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,7,2,1,2,1,1,5,2,3,7,2,4,10,3,4,4,2,3,2,1,1,3,2,1,10,4,1,4,-1,4,3,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-92,0,0
1030960,3,6,91.9536684483925,1,363973,14628,6,3,25,25,25,25,-96,-96,0,0,35,1,4,7,2,1,2,1,1,5,2,3,7,2,4,10,3,4,4,2,3,2,1,1,3,2,1,10,4,1,4,-1,4,3,1,1,2,2,1,1,1,1,5,-99,-99,3,2,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-92,0,0
