Respondent_Serial,Region_name,CSP_name,wt_gross,GEND3,SCHYR_5_2,eth6,Disab_All_POP,IMD_QUINTILE,IMDDECILE,urbanrural2,mins_modplus_everywhere_Week_ALL,mins_modplus_inschool_Week_ALL,mins_modplus_outschool_Week_ALL,Week_60plus_MP_ALL_GR4,DAYSNUMMPWK_everywhere,Days_60plus_MP_ALL,WellB_Happy,WellB_Lifesat,SchTrav_bcd_ACTIVE,Daily_mile,gender_label,year_band,ethnicity_label,meets_guideline
115053,7,15,42.1091156801767,2.0,5,1.0,1.0,3,5,1,110,60,50,4,3,0,5.0,8.0,2,,Girl,Yr5-6,White British,0.0
115055,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,610,95,515,2,5,5,10.0,5.0,1,,Boy,Yr3-4,White British,1.0
115056,7,15,42.1091156801767,2.0,5,1.0,1.0,3,5,1,195,0,195,4,3,1,6.0,8.0,2,,Girl,Yr5-6,White British,0.0
115057,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,650,345,305,2,5,4,6.0,7.0,2,,Girl,Yr3-4,White British,1.0
115058,7,15,42.1091156801767,2.0,5,1.0,2.0,3,5,1,330,30,300,3,1,1,6.0,7.0,2,,Girl,Yr5-6,White British,0.0
115061,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,155,65,90,4,2,1,8.0,8.0,2,,Boy,Yr3-4,White British,0.0
115070,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,1100,705,395,1,7,7,7.0,5.0,2,,Girl,Yr3-4,White British,1.0
115078,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,160,60,100,4,3,0,9.0,8.0,2,,Boy,Yr3-4,White British,0.0
115096,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,915,360,555,2,6,6,10.0,10.0,2,,Girl,Yr3-4,White British,1.0
115105,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,645,360,285,2,7,6,7.0,9.0,2,,Boy,Yr3-4,White British,1.0
115106,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,630,325,305,2,6,4,6.0,5.0,2,,Boy,Yr3-4,White British,1.0
115112,7,15,42.1091156801767,2.0,5,1.0,3.0,3,5,1,210,95,115,3,6,2,0.0,0.0,2,,Girl,Yr5-6,White British,0.0
115115,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,0,0,0,4,0,0,6.0,8.0,2,,Girl,Yr3-4,White British,0.0
115120,7,15,21.1770878231877,2.0,4,1.0,3.0,3,5,1,315,95,220,3,2,2,7.0,10.0,2,,Girl,Yr3-4,White British,0.0
115121,7,15,21.1770878231877,2.0,4,5.0,2.0,3,5,1,670,300,370,2,4,4,5.0,7.0,1,,Girl,Yr3-4,Black,1.0
115125,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,1230,525,705,2,6,6,5.0,7.0,2,,Boy,Yr3-4,White British,1.0
115127,7,15,42.1091156801767,2.0,5,1.0,1.0,3,5,1,115,35,80,4,3,1,3.0,1.0,1,,Girl,Yr5-6,White British,0.0
115129,7,15,42.1091156801767,2.0,5,2.0,2.0,3,5,1,35,30,5,4,5,0,1.0,5.0,1,,Girl,Yr5-6,White Other,0.0
115145,7,15,42.1091156801767,2.0,5,4.0,1.0,3,5,1,300,60,240,3,5,3,0.0,0.0,2,,Girl,Yr5-6,Asian,0.0
115147,7,15,42.1091156801767,2.0,5,4.0,2.0,3,5,1,270,60,210,3,6,3,7.0,7.0,2,,Girl,Yr5-6,Asian,0.0
115149,7,15,42.1091156801767,2.0,5,1.0,1.0,3,5,1,210,30,180,3,3,2,4.0,2.0,2,,Girl,Yr5-6,White British,0.0
115155,7,15,42.1091156801767,2.0,5,1.0,,3,5,1,0,0,0,4,0,0,1.0,1.0,1,,Girl,Yr5-6,White British,0.0
115157,7,15,42.1091156801767,2.0,5,1.0,4.0,3,5,1,70,30,40,4,0,0,3.0,5.0,1,,Girl,Yr5-6,White British,0.0
115165,7,15,44.1915288509717,,5,,,3,5,1,260,120,140,3,3,3,,,1,,,Yr5-6,,0.0
115176,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,140,90,50,4,5,0,10.0,8.0,1,,Girl,Yr3-4,White British,0.0
115184,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,180,60,120,4,4,2,9.0,9.0,2,,Girl,Yr3-4,White British,0.0
115190,7,15,21.1770878231877,2.0,4,5.0,2.0,3,5,1,305,155,150,3,2,2,7.0,10.0,1,,Girl,Yr3-4,Black,0.0
115192,7,15,42.1091156801767,2.0,5,1.0,2.0,3,5,1,1700,0,1700,1,7,7,7.0,7.0,3,,Girl,Yr5-6,White British,1.0
115198,7,15,23.2834884377784,1.0,4,6.0,2.0,3,5,1,445,100,345,2,4,4,8.0,7.0,2,,Boy,Yr3-4,Other,1.0
115200,7,15,23.2834884377784,1.0,4,1.0,3.0,3,5,1,80,70,10,4,2,0,7.0,8.0,2,,Boy,Yr3-4,White British,0.0
115207,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,0,0,0,4,0,0,1.0,7.0,2,,Boy,Yr3-4,White British,0.0
115219,7,15,23.2834884377784,1.0,4,5.0,3.0,3,5,1,2205,75,2130,1,7,7,0.0,4.0,1,,Boy,Yr3-4,Black,1.0
115220,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,60,35,25,4,1,0,5.0,5.0,3,,Boy,Yr3-4,White British,0.0
115238,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,1215,390,825,1,7,7,3.0,4.0,1,,Girl,Yr3-4,White British,1.0
115241,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,150,30,120,4,0,2,10.0,8.0,2,,Girl,Yr3-4,White British,0.0
115244,7,15,22.2053271361187,4.0,4,5.0,2.0,3,5,1,35,30,5,4,2,0,2.0,8.0,1,,,Yr3-4,Black,0.0
115249,7,15,22.2053271361187,3.0,4,1.0,1.0,3,5,1,285,0,285,3,7,2,4.0,3.0,1,,Other,Yr3-4,White British,0.0
115250,7,15,21.1770878231877,2.0,4,5.0,2.0,3,5,1,110,60,50,4,1,1,5.0,10.0,1,,Girl,Yr3-4,Black,0.0
115252,7,15,21.1770878231877,2.0,4,1.0,3.0,3,5,1,910,275,635,1,7,7,6.0,8.0,2,,Girl,Yr3-4,White British,1.0
115256,7,15,21.1770878231877,2.0,4,5.0,2.0,3,5,1,225,70,155,3,6,0,5.0,9.0,1,,Girl,Yr3-4,Black,0.0
115259,7,15,23.2834884377784,1.0,4,1.0,4.0,3,5,1,0,0,0,4,2,0,10.0,9.0,1,,Boy,Yr3-4,White British,0.0
115260,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,330,135,195,3,2,2,7.0,8.0,2,,Girl,Yr3-4,White British,0.0
115265,7,15,23.2834884377784,1.0,4,1.0,3.0,3,5,1,1200,370,830,2,7,6,7.0,3.0,1,,Boy,Yr3-4,White British,1.0
115269,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,80,30,50,4,0,0,10.0,7.0,2,,Girl,Yr3-4,White British,0.0
115278,7,15,23.2834884377784,1.0,4,7.0,3.0,3,5,1,30,30,0,4,0,0,10.0,10.0,2,,Boy,Yr3-4,,0.0
115287,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,2370,1285,1085,1,7,7,7.0,5.0,1,,Boy,Yr3-4,White British,1.0
115331,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,180,60,120,4,0,2,9.0,9.0,2,,Girl,Yr3-4,White British,0.0
115340,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,185,35,150,4,5,1,10.0,8.0,2,,Boy,Yr3-4,White British,0.0
115357,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,590,240,350,1,7,7,10.0,10.0,2,,Girl,Yr3-4,White British,1.0
115374,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,825,240,585,1,7,7,10.0,10.0,2,,Boy,Yr3-4,White British,1.0
115382,7,15,23.2834884377784,1.0,4,1.0,4.0,3,5,1,155,65,90,4,2,1,2.0,2.0,2,,Boy,Yr3-4,White British,0.0
115385,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,335,110,225,3,3,1,9.0,10.0,2,,Boy,Yr3-4,White British,0.0
115400,7,15,22.2053271361187,,4,,,3,5,1,180,120,60,4,1,2,,,2,,,Yr3-4,,0.0
115419,7,15,21.1770878231877,2.0,4,1.0,4.0,3,5,1,180,30,150,4,5,1,4.0,3.0,1,,Girl,Yr3-4,White British,0.0
115424,7,15,21.1770878231877,2.0,4,3.0,2.0,3,5,1,0,0,0,4,5,0,-94.0,-94.0,2,,Girl,Yr3-4,Mixed,0.0
115434,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,440,100,340,2,5,4,7.0,9.0,2,,Boy,Yr3-4,White British,1.0
115442,7,15,23.2834884377784,1.0,4,1.0,3.0,3,5,1,240,95,145,3,2,2,7.0,8.0,2,,Boy,Yr3-4,White British,0.0
115523,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,420,180,240,2,5,3,8.0,10.0,2,,Girl,Yr3-4,White British,1.0
116462,7,15,23.2834884377784,1.0,4,1.0,3.0,3,5,1,0,0,0,4,0,0,7.0,8.0,2,,Boy,Yr3-4,White British,0.0
116508,7,15,22.2053271361187,4.0,4,1.0,2.0,3,5,1,675,300,375,2,7,4,7.0,9.0,2,,,Yr3-4,White British,1.0
116511,7,15,21.1770878231877,2.0,4,7.0,1.0,3,5,1,1585,510,1075,1,7,7,0.0,1.0,1,,Girl,Yr3-4,,1.0
116513,7,15,21.1770878231877,2.0,4,6.0,2.0,3,5,1,125,90,35,4,1,1,6.0,7.0,2,,Girl,Yr3-4,Other,0.0
116614,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,800,280,520,2,6,6,8.0,8.0,2,,Girl,Yr3-4,White British,1.0
116898,7,15,42.1091156801767,2.0,5,3.0,2.0,3,5,1,1740,690,1050,1,7,7,8.0,8.0,1,,Girl,Yr5-6,Mixed,1.0
116921,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,285,5,280,3,6,3,9.0,9.0,1,,Girl,Yr3-4,White British,0.0
117003,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,500,200,300,2,6,3,10.0,6.0,1,,Girl,Yr3-4,White British,1.0
117031,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,230,60,170,3,1,3,9.0,9.0,2,,Girl,Yr3-4,White British,0.0
117071,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,1545,180,1365,1,7,7,9.0,8.0,2,,Girl,Yr3-4,White British,1.0
117159,7,15,21.1770878231877,2.0,4,1.0,3.0,3,5,1,115,5,110,4,5,0,7.0,7.0,1,,Girl,Yr3-4,White British,0.0
118323,7,15,23.2834884377784,1.0,4,6.0,2.0,3,5,1,1020,150,870,1,7,7,7.0,8.0,1,,Boy,Yr3-4,Other,1.0
120244,7,15,23.2834884377784,1.0,4,1.0,1.0,3,5,1,380,65,315,3,5,5,10.0,10.0,2,,Boy,Yr3-4,White British,0.0
120328,7,15,21.1770878231877,2.0,4,5.0,4.0,3,5,1,685,465,220,2,6,5,10.0,8.0,2,,Girl,Yr3-4,Black,1.0
120374,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,305,40,265,3,5,3,8.0,10.0,2,,Girl,Yr3-4,White British,0.0
121826,7,15,46.3769298112587,1.0,5,1.0,2.0,3,5,1,0,0,0,4,0,0,7.0,9.0,1,,Boy,Yr5-6,White British,0.0
122017,7,15,21.1770878231877,2.0,4,1.0,3.0,3,5,1,1145,550,595,2,6,6,7.0,7.0,2,,Girl,Yr3-4,White British,1.0
122104,7,15,21.1770878231877,2.0,4,1.0,2.0,3,5,1,300,225,75,3,5,1,5.0,8.0,1,,Girl,Yr3-4,White British,0.0
122144,7,15,23.2834884377784,1.0,4,1.0,2.0,3,5,1,70,60,10,4,1,0,6.0,6.0,2,,Boy,Yr3-4,White British,0.0
122161,7,15,46.3769298112587,1.0,5,1.0,3.0,3,5,1,205,100,105,4,2,2,7.0,4.0,2,,Boy,Yr5-6,White British,0.0
122595,7,15,21.1770878231877,2.0,4,1.0,1.0,3,5,1,400,150,250,3,5,5,3.0,6.0,1,,Girl,Yr3-4,White British,0.0
122853,7,15,46.3769298112587,1.0,5,1.0,1.0,3,5,1,925,385,540,1,7,7,10.0,10.0,2,,Boy,Yr5-6,White British,1.0
155361,7,11,77.9932793293889,1.0,4,5.0,3.0,2,4,2,0,0,0,4,5,0,4.0,4.0,1,,Boy,Yr3-4,Black,0.0
155365,7,11,77.9932793293889,1.0,4,1.0,2.0,2,4,2,0,0,0,4,0,0,7.0,7.0,1,,Boy,Yr3-4,White British,0.0
155366,7,11,77.9932793293889,1.0,4,1.0,2.0,2,4,2,30,30,0,4,5,0,8.0,8.0,1,,Boy,Yr3-4,White British,0.0
155367,7,11,77.9932793293889,1.0,4,1.0,1.0,2,4,2,510,60,450,2,7,6,7.0,5.0,1,,Boy,Yr3-4,White British,1.0
155368,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,510,160,350,2,7,3,6.0,5.0,1,,Girl,Yr3-4,White British,1.0
155369,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,445,245,200,2,4,3,4.0,3.0,2,,Girl,Yr3-4,White British,1.0
155370,7,11,77.9932793293889,1.0,4,1.0,2.0,2,4,2,90,30,60,4,1,1,8.0,10.0,2,,Boy,Yr3-4,White British,0.0
155371,7,11,90.8341554430867,2.0,4,1.0,3.0,2,4,2,240,90,150,3,5,2,7.0,10.0,1,,Girl,Yr3-4,White British,0.0
155372,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,400,180,220,3,6,4,8.0,9.0,2,,Girl,Yr3-4,White British,0.0
155376,7,11,90.8341554430867,2.0,4,1.0,1.0,2,4,2,280,185,95,3,6,1,6.0,6.0,1,,Girl,Yr3-4,White British,0.0
155377,7,11,90.8341554430867,2.0,4,1.0,3.0,2,4,2,0,0,0,4,1,0,0.0,0.0,1,,Girl,Yr3-4,White British,0.0
155378,7,11,90.8341554430867,2.0,4,1.0,3.0,2,4,2,90,30,60,4,5,1,8.0,9.0,2,,Girl,Yr3-4,White British,0.0
155379,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,815,330,485,1,6,7,2.0,5.0,1,,Girl,Yr3-4,White British,1.0
155385,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,405,245,160,3,5,4,6.0,6.0,1,,Girl,Yr3-4,White British,0.0
155393,7,11,90.8341554430867,2.0,4,1.0,3.0,2,4,2,1335,365,970,2,7,5,5.0,5.0,1,,Girl,Yr3-4,White British,1.0
155394,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,705,315,390,2,5,4,3.0,4.0,2,,Girl,Yr3-4,White British,1.0
155395,7,11,90.8341554430867,2.0,4,1.0,2.0,2,4,2,860,30,830,1,7,7,7.0,7.0,2,,Girl,Yr3-4,White British,1.0
155420,7,11,77.9932793293889,1.0,4,1.0,2.0,2,4,2,35,35,0,4,5,0,7.0,8.0,1,,Boy,Yr3-4,White British,0.0
172837,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,1390,365,1025,1,7,7,7.0,7.0,1,,Boy,Yr5-6,White British,1.0
172855,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,480,275,205,2,5,2,8.0,8.0,1,,Boy,Yr5-6,White British,1.0
172859,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,470,210,260,2,5,2,0.0,8.0,2,,Boy,Yr5-6,White British,1.0
172862,7,11,78.102884304992,1.0,5,1.0,1.0,2,4,2,190,90,100,4,1,1,8.0,6.0,2,,Boy,Yr5-6,White British,0.0
172875,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,915,190,725,2,6,6,8.0,9.0,2,,Boy,Yr5-6,White British,1.0
172887,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,795,285,510,2,6,6,4.0,6.0,1,,Boy,Yr5-6,White British,1.0
172890,7,11,70.4294366813044,3.0,5,7.0,1.0,2,4,2,400,40,360,3,7,3,10.0,2.0,3,,Other,Yr5-6,,0.0
172893,7,11,70.4294366813044,3.0,5,1.0,1.0,2,4,2,325,150,175,3,5,0,0.0,0.0,2,,Other,Yr5-6,White British,0.0
172906,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,180,0,180,4,0,3,10.0,10.0,2,,Boy,Yr5-6,White British,0.0
172907,7,11,78.102884304992,1.0,5,1.0,1.0,2,4,2,130,30,100,4,0,1,9.0,9.0,2,,Boy,Yr5-6,White British,0.0
172924,7,11,78.102884304992,1.0,5,6.0,3.0,2,4,2,20,10,10,4,6,0,10.0,7.0,1,,Boy,Yr5-6,Other,0.0
172928,7,11,70.4294366813044,4.0,5,4.0,2.0,2,4,2,30,30,0,4,0,0,7.0,10.0,1,,,Yr5-6,Asian,0.0
172929,7,11,70.4294366813044,5.0,5,1.0,4.0,2,4,2,0,0,0,4,0,0,10.0,8.0,2,,,Yr5-6,White British,0.0
172946,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,345,0,345,3,6,2,8.0,6.0,1,,Boy,Yr5-6,White British,0.0
172951,7,11,78.102884304992,1.0,5,1.0,2.0,2,4,2,205,30,175,4,1,2,8.0,10.0,2,,Boy,Yr5-6,White British,0.0
172955,7,11,78.102884304992,1.0,5,3.0,2.0,2,4,2,690,155,535,2,6,5,9.0,5.0,1,,Boy,Yr5-6,Mixed,1.0
172962,7,11,78.102884304992,1.0,5,1.0,3.0,2,4,2,250,0,250,3,5,0,6.0,4.0,1,,Boy,Yr5-6,White British,0.0
172975,7,11,78.102884304992,1.0,5,3.0,2.0,2,4,2,30,30,0,4,0,0,7.0,8.0,2,,Boy,Yr5-6,Mixed,0.0
175712,7,11,127.220936823259,1.0,5,1.0,2.0,2,4,2,0,0,0,4,5,0,7.0,7.0,1,,Boy,Yr5-6,White British,0.0
175716,7,11,127.220936823259,1.0,5,1.0,1.0,2,4,2,0,0,0,4,0,0,10.0,10.0,2,,Boy,Yr5-6,White British,0.0
175720,7,11,127.220936823259,1.0,5,1.0,2.0,2,4,2,370,210,160,3,3,3,5.0,5.0,2,,Boy,Yr5-6,White British,0.0
175722,7,11,127.220936823259,1.0,5,1.0,1.0,2,4,2,0,0,0,4,0,0,8.0,8.0,2,,Boy,Yr5-6,White British,0.0
175723,7,11,127.220936823259,1.0,5,1.0,3.0,2,4,2,625,305,320,2,5,3,7.0,8.0,2,,Boy,Yr5-6,White British,1.0
175724,7,11,104.398994678602,2.0,5,1.0,1.0,2,4,2,290,60,230,3,4,4,7.0,7.0,2,,Girl,Yr5-6,White British,0.0
175725,7,11,104.398994678602,2.0,5,1.0,1.0,2,4,2,80,60,20,4,5,0,6.0,7.0,1,,Girl,Yr5-6,White British,0.0
175727,7,11,127.220936823259,1.0,5,1.0,1.0,2,4,2,55,30,25,4,1,0,1.0,2.0,2,,Boy,Yr5-6,White British,0.0
175728,7,11,104.398994678602,2.0,5,1.0,3.0,2,4,2,555,150,405,2,7,4,4.0,4.0,1,,Girl,Yr5-6,White British,1.0
175730,7,11,127.220936823259,1.0,5,1.0,2.0,2,4,2,425,90,335,2,6,2,6.0,3.0,1,,Boy,Yr5-6,White British,1.0
175732,7,11,104.398994678602,2.0,5,1.0,2.0,2,4,2,500,180,320,2,7,4,5.0,7.0,1,,Girl,Yr5-6,White British,1.0
175733,7,11,104.398994678602,2.0,5,1.0,2.0,2,4,2,715,270,445,2,5,5,10.0,8.0,2,,Girl,Yr5-6,White British,1.0
175734,7,11,104.398994678602,2.0,5,1.0,1.0,2,4,2,935,180,755,1,7,7,7.0,9.0,1,,Girl,Yr5-6,White British,1.0
175735,7,11,115.246437001511,3.0,5,1.0,1.0,2,4,2,85,0,85,4,6,1,3.0,3.0,1,,Other,Yr5-6,White British,0.0
175736,7,11,104.398994678602,2.0,5,1.0,2.0,2,4,2,500,210,290,2,6,6,7.0,8.0,2,,Girl,Yr5-6,White British,1.0
175748,7,11,104.398994678602,2.0,5,1.0,1.0,2,4,2,465,120,345,2,7,4,5.0,4.0,1,,Girl,Yr5-6,White British,1.0
175749,7,11,127.220936823259,1.0,5,1.0,1.0,2,4,2,140,30,110,4,1,1,5.0,6.0,2,,Boy,Yr5-6,White British,0.0
190299,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,80,50,30,4,7,0,7.0,7.0,1,,Boy,Yr3-4,White British,0.0
190300,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,625,150,475,2,6,4,9.0,10.0,1,,Boy,Yr3-4,White British,1.0
190315,7,45,81.0929687386951,1.0,5,1.0,1.0,5,10,1,620,205,415,2,7,6,9.0,7.0,1,,Boy,Yr5-6,White British,1.0
190320,7,45,81.0929687386951,1.0,5,2.0,2.0,5,10,1,550,270,280,2,5,4,10.0,8.0,1,,Boy,Yr5-6,White Other,1.0
190326,7,45,81.0929687386951,1.0,5,4.0,2.0,5,10,1,210,125,85,3,4,0,0.0,7.0,1,,Boy,Yr5-6,Asian,0.0
190329,7,45,65.9413013234745,2.0,5,4.0,1.0,5,10,1,565,240,325,2,5,5,10.0,8.0,1,,Girl,Yr5-6,Asian,1.0
190330,7,45,65.9413013234745,2.0,5,2.0,1.0,5,10,1,80,30,50,4,5,1,10.0,10.0,1,,Girl,Yr5-6,White Other,0.0
190331,7,45,65.9413013234745,2.0,5,2.0,3.0,5,10,1,475,30,445,1,6,7,5.0,6.0,1,,Girl,Yr5-6,White Other,1.0
190332,7,45,65.9413013234745,2.0,5,1.0,2.0,5,10,1,805,270,535,2,6,5,6.0,5.0,1,,Girl,Yr5-6,White British,1.0
190333,7,45,81.0929687386951,1.0,5,1.0,2.0,5,10,1,500,215,285,2,4,1,7.0,9.0,2,,Boy,Yr5-6,White British,1.0
190334,7,45,65.9413013234745,2.0,5,1.0,2.0,5,10,1,1225,395,830,1,7,7,6.0,6.0,1,,Girl,Yr5-6,White British,1.0
190335,7,45,81.0929687386951,1.0,5,1.0,1.0,5,10,1,1115,295,820,1,7,7,6.0,10.0,1,,Boy,Yr5-6,White British,1.0
190336,7,45,81.0929687386951,1.0,5,1.0,2.0,5,10,1,270,65,205,3,2,3,7.0,8.0,2,,Boy,Yr5-6,White British,0.0
190337,7,45,65.9413013234745,2.0,5,1.0,2.0,5,10,1,170,150,20,4,4,1,8.0,6.0,1,,Girl,Yr5-6,White British,0.0
190338,7,45,65.9413013234745,2.0,5,1.0,1.0,5,10,1,375,150,225,3,5,3,6.0,4.0,1,,Girl,Yr5-6,White British,0.0
190339,7,45,81.0929687386951,1.0,5,1.0,2.0,5,10,1,1090,240,850,2,6,6,7.0,8.0,1,,Boy,Yr5-6,White British,1.0
190341,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,150,90,60,4,5,1,8.0,9.0,1,,Boy,Yr3-4,White British,0.0
190342,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,420,220,200,2,5,4,9.0,8.0,1,,Boy,Yr3-4,White British,1.0
190343,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,0,0,0,4,0,0,10.0,10.0,1,,Boy,Yr3-4,White British,0.0
190344,7,45,80.9791745778829,1.0,4,2.0,2.0,5,10,1,655,120,535,2,5,4,7.0,8.0,1,,Boy,Yr3-4,White Other,1.0
190345,7,45,80.9791745778829,1.0,4,1.0,4.0,5,10,1,390,30,360,3,7,2,4.0,4.0,1,,Boy,Yr3-4,White British,0.0
190347,7,45,94.3116558468015,2.0,4,1.0,3.0,5,10,1,920,395,525,2,7,6,1.0,0.0,2,,Girl,Yr3-4,White British,1.0
190348,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,100,40,60,4,6,1,4.0,7.0,1,,Boy,Yr3-4,White British,0.0
190349,7,45,80.9791745778829,1.0,4,7.0,2.0,5,10,1,1580,705,875,1,7,7,3.0,6.0,1,,Boy,Yr3-4,,1.0
190350,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,370,90,280,3,5,1,8.0,7.0,1,,Boy,Yr3-4,White British,0.0
190351,7,45,80.9791745778829,1.0,4,6.0,2.0,5,10,1,260,100,160,3,3,3,8.0,7.0,1,,Boy,Yr3-4,Other,0.0
190352,7,45,81.0929687386951,1.0,5,1.0,2.0,5,10,1,1315,240,1075,1,6,7,7.0,7.0,1,,Boy,Yr5-6,White British,1.0
190353,7,45,94.3116558468015,2.0,4,1.0,2.0,5,10,1,505,60,445,2,7,4,7.0,9.0,1,,Girl,Yr3-4,White British,1.0
190354,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,340,40,300,3,7,5,7.0,8.0,1,,Boy,Yr3-4,White British,0.0
190355,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,3135,950,2185,1,7,7,7.0,6.0,1,,Boy,Yr3-4,White British,1.0
190356,7,45,94.3116558468015,2.0,4,1.0,1.0,5,10,1,895,150,745,1,7,7,3.0,6.0,1,,Girl,Yr3-4,White British,1.0
190357,7,45,94.3116558468015,2.0,4,1.0,1.0,5,10,1,670,210,460,2,5,4,4.0,6.0,1,,Girl,Yr3-4,White British,1.0
190359,7,45,80.9791745778829,1.0,4,1.0,1.0,5,10,1,145,0,145,4,1,1,10.0,9.0,1,,Boy,Yr3-4,White British,0.0
190361,7,45,94.3116558468015,2.0,4,1.0,3.0,5,10,1,375,270,105,3,5,4,6.0,3.0,1,,Girl,Yr3-4,White British,0.0
190362,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,1965,685,1280,1,7,7,8.0,8.0,2,,Boy,Yr3-4,White British,1.0
190363,7,45,94.3116558468015,2.0,4,6.0,2.0,5,10,1,400,210,190,3,6,2,8.0,9.0,2,,Girl,Yr3-4,Other,0.0
190364,7,45,94.3116558468015,2.0,4,1.0,2.0,5,10,1,835,560,275,2,5,5,7.0,6.0,1,,Girl,Yr3-4,White British,1.0
190365,7,45,94.3116558468015,2.0,4,1.0,1.0,5,10,1,0,0,0,4,0,0,8.0,8.0,2,,Girl,Yr3-4,White British,0.0
190366,7,45,94.3116558468015,2.0,4,2.0,2.0,5,10,1,85,60,25,4,2,0,9.0,9.0,2,,Girl,Yr3-4,White Other,0.0
190367,7,45,80.9791745778829,1.0,4,6.0,2.0,5,10,1,1365,285,1080,1,7,7,7.0,8.0,1,,Boy,Yr3-4,Other,1.0
190368,7,45,80.9791745778829,1.0,4,1.0,2.0,5,10,1,455,40,415,2,6,3,7.0,7.0,1,,Boy,Yr3-4,White British,1.0
190370,7,45,65.9413013234745,2.0,5,1.0,2.0,5,10,1,0,0,0,4,4,0,0.0,3.0,1,,Girl,Yr5-6,White British,0.0
190372,7,45,65.9413013234745,2.0,5,1.0,3.0,5,10,1,490,180,310,2,5,4,5.0,7.0,1,,Girl,Yr5-6,White British,1.0
190373,7,45,65.9413013234745,2.0,5,5.0,1.0,5,10,1,415,245,170,3,5,4,7.0,7.0,1,,Girl,Yr5-6,Black,0.0
190374,7,45,80.9791745778829,1.0,4,1.0,3.0,5,10,1,605,215,390,2,3,1,8.0,9.0,1,,Boy,Yr3-4,White British,1.0
190375,7,45,94.3116558468015,2.0,4,1.0,2.0,5,10,1,845,375,470,1,7,7,5.0,7.0,2,,Girl,Yr3-4,White British,1.0
195758,7,45,78.954601094344,2.0,5,1.0,3.0,5,10,1,650,270,380,2,5,4,6.0,5.0,2,,Girl,Yr5-6,White British,1.0
195759,7,45,78.954601094344,2.0,5,1.0,3.0,5,10,1,655,390,265,2,5,5,6.0,8.0,1,,Girl,Yr5-6,White British,1.0
