Respondent_Serial,Region_name,CSP_name,wt_gross,GEND3,SCHYR_5_2,eth6,Disab_All_POP,IMD_QUINTILE,IMDDECILE,urbanrural2,mins_modplus_everywhere_Week_ALL,mins_modplus_inschool_Week_ALL,mins_modplus_outschool_Week_ALL,Week_60plus_MP_ALL_GR4,DAYSNUMMPWK_everywhere,Days_60plus_MP_ALL,WellB_Happy,WellB_Lifesat,SchTrav_bcd_ACTIVE,Daily_mile,gender_label,year_band,ethnicity_label,meets_guideline
185354,7,43,138.047659751006,2.0,1,1.0,1.0,3,6,1,340,80,260,3,6,2,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
185495,7,43,218.177062066484,2.0,1,1.0,3.0,3,6,1,185,40,145,4,3,1,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
186435,7,43,135.938337439097,1.0,1,1.0,1.0,3,6,1,1115,190,925,1,7,7,-98.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
188581,7,43,218.177062066484,2.0,1,1.0,3.0,3,6,1,190,90,100,4,2,2,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
196507,7,43,135.938337439097,1.0,1,1.0,2.0,3,6,1,255,105,150,3,4,1,-98.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
199676,7,43,137.400285957217,1.0,2,1.0,2.0,3,6,1,325,215,110,3,4,3,10.0,-98.0,1,2.0,Boy,Yr1-2,White British,0.0
199700,7,43,137.400285957217,1.0,2,1.0,2.0,3,6,1,825,275,550,1,7,7,8.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
199711,7,43,134.412334625165,2.0,2,1.0,3.0,3,6,1,1060,565,495,1,7,7,6.0,-98.0,2,2.0,Girl,Yr1-2,White British,1.0
199730,7,43,137.400285957217,1.0,2,1.0,2.0,3,6,1,220,105,115,3,2,2,10.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
199799,7,43,143.937848867073,2.0,2,1.0,2.0,3,6,1,710,335,375,2,5,4,8.0,-98.0,2,2.0,Girl,Yr1-2,White British,1.0
199809,7,43,152.858773128796,1.0,2,1.0,3.0,3,6,1,440,90,350,2,6,4,8.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
199852,7,43,132.915796600836,2.0,3,1.0,2.0,3,6,1,295,145,150,3,4,3,10.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
200346,7,43,135.938337439097,1.0,1,1.0,1.0,3,6,1,1535,520,1015,1,7,7,-98.0,-98.0,1,2.0,Boy,Yr1-2,White British,1.0
200347,7,43,135.938337439097,1.0,1,5.0,2.0,3,6,1,155,60,95,4,3,1,-98.0,-98.0,2,2.0,Boy,Yr1-2,Black,0.0
200350,7,43,218.177062066484,2.0,1,1.0,2.0,3,6,1,0,0,0,4,0,0,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
200352,7,43,209.038785616767,1.0,1,5.0,2.0,3,6,1,170,100,70,4,2,1,-98.0,-98.0,2,2.0,Boy,Yr1-2,Black,0.0
200488,7,43,209.038785616767,1.0,1,1.0,2.0,3,6,1,830,240,590,1,7,7,-98.0,-98.0,1,2.0,Boy,Yr1-2,White British,1.0
200526,7,43,138.047659751006,2.0,1,1.0,2.0,3,6,1,530,215,315,2,7,5,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,1.0
201259,7,43,138.047659751006,2.0,1,1.0,1.0,3,6,1,885,175,710,1,7,7,-98.0,-98.0,2,2.0,Girl,Yr1-2,White British,1.0
201795,7,43,113.440657985198,1.0,3,1.0,2.0,3,6,1,530,200,330,2,6,3,10.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
201820,7,43,132.917972855882,1.0,3,1.0,2.0,3,6,1,920,430,490,2,6,6,10.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
201903,7,43,96.4801634872633,2.0,3,1.0,1.0,3,6,1,1150,290,860,1,7,7,3.0,-98.0,1,2.0,Girl,Yr3-4,White British,1.0
201916,7,43,96.4801634872633,2.0,3,1.0,2.0,3,6,1,170,85,85,4,5,1,2.0,-98.0,1,2.0,Girl,Yr3-4,White British,0.0
202250,7,43,209.038785616767,1.0,1,1.0,2.0,3,6,1,1420,140,1280,1,7,7,-98.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
202631,7,43,209.038785616767,1.0,1,1.0,2.0,3,6,1,1995,570,1425,1,7,7,-98.0,-98.0,1,2.0,Boy,Yr1-2,White British,1.0
206043,7,43,132.915796600836,2.0,3,1.0,3.0,3,6,1,880,195,685,2,7,6,3.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
206071,7,43,113.440657985198,1.0,3,1.0,2.0,3,6,1,50,15,35,4,1,0,6.0,-98.0,1,2.0,Boy,Yr3-4,White British,0.0
209115,7,43,135.938337439097,1.0,1,1.0,2.0,3,6,1,425,120,305,2,7,5,-98.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
117699,7,43,209.038785616767,1.0,1,1.0,2.0,4,8,1,290,70,220,3,5,1,-98.0,-98.0,1,2.0,Boy,Yr1-2,White British,0.0
120450,7,43,218.177062066484,2.0,1,1.0,2.0,4,8,1,445,240,205,2,6,1,-98.0,-98.0,1,2.0,Girl,Yr1-2,White British,1.0
120486,7,43,209.038785616767,1.0,1,1.0,2.0,4,8,1,95,20,75,4,2,0,-98.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
122115,7,43,218.177062066484,2.0,1,1.0,2.0,4,8,1,410,130,280,3,7,3,-98.0,-98.0,1,2.0,Girl,Yr1-2,White British,0.0
123361,7,43,218.177062066484,2.0,1,1.0,2.0,4,8,1,810,250,560,1,7,7,-98.0,-98.0,1,2.0,Girl,Yr1-2,White British,1.0
126728,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,125,25,100,4,1,1,9.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
126731,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,190,55,135,4,5,1,9.0,-98.0,1,2.0,Girl,Yr1-2,White British,0.0
126736,7,43,137.400285957217,1.0,2,1.0,1.0,4,8,1,0,0,0,4,0,0,10.0,-98.0,1,2.0,Boy,Yr1-2,White British,0.0
126738,7,43,137.400285957217,1.0,2,1.0,3.0,4,8,1,655,255,400,2,7,6,10.0,-98.0,1,2.0,Boy,Yr1-2,White British,1.0
126739,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,320,65,255,3,6,2,5.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
126745,7,43,137.400285957217,1.0,2,1.0,3.0,4,8,1,630,205,425,2,6,5,10.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
126754,7,43,137.400285957217,1.0,2,1.0,3.0,4,8,1,0,0,0,4,0,0,5.0,-98.0,1,2.0,Boy,Yr1-2,White British,0.0
126780,7,43,134.412334625165,2.0,2,1.0,3.0,4,8,1,0,0,0,4,0,0,10.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
126811,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,300,245,55,3,5,2,9.0,-98.0,1,2.0,Girl,Yr1-2,White British,0.0
126814,7,43,137.400285957217,1.0,2,1.0,4.0,4,8,1,330,195,135,3,6,2,8.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
126815,7,43,137.400285957217,1.0,2,1.0,2.0,4,8,1,325,170,155,3,6,1,10.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
126829,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,545,95,450,2,5,2,7.0,-98.0,1,2.0,Girl,Yr1-2,White British,1.0
126856,7,43,137.400285957217,1.0,2,1.0,2.0,4,8,1,250,35,215,3,7,0,9.0,-98.0,1,2.0,Boy,Yr1-2,White British,0.0
126866,7,43,134.412334625165,2.0,2,7.0,4.0,4,8,1,175,55,120,4,4,0,10.0,-98.0,2,2.0,Girl,Yr1-2,,0.0
126869,7,43,137.400285957217,1.0,2,7.0,1.0,4,8,1,825,275,550,1,7,7,10.0,-98.0,1,2.0,Boy,Yr1-2,,1.0
126870,7,43,137.400285957217,1.0,2,1.0,2.0,4,8,1,1035,290,745,1,7,7,10.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
126871,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,80,40,40,4,3,0,7.0,-98.0,2,2.0,Girl,Yr1-2,White British,0.0
126878,7,43,134.412334625165,2.0,2,4.0,2.0,4,8,1,500,150,350,2,7,5,8.0,-98.0,1,2.0,Girl,Yr1-2,Asian,1.0
126885,7,43,137.400285957217,1.0,2,1.0,2.0,4,8,1,2215,430,1785,1,7,7,0.0,-98.0,2,2.0,Boy,Yr1-2,White British,1.0
126903,7,43,137.400285957217,1.0,2,1.0,2.0,4,8,1,3420,650,2770,1,7,7,10.0,-98.0,1,2.0,Boy,Yr1-2,White British,1.0
126911,7,43,137.400285957217,1.0,2,2.0,2.0,4,8,1,685,395,290,2,6,6,10.0,-98.0,2,2.0,Boy,Yr1-2,White Other,1.0
126916,7,43,134.412334625165,2.0,2,1.0,1.0,4,8,1,300,120,180,3,4,2,5.0,-98.0,1,2.0,Girl,Yr1-2,White British,0.0
126933,7,43,134.412334625165,2.0,2,7.0,2.0,4,8,1,50,35,15,4,1,0,10.0,-98.0,1,2.0,Girl,Yr1-2,,0.0
126943,7,43,137.400285957217,1.0,2,1.0,4.0,4,8,1,205,150,55,4,4,1,0.0,-98.0,2,2.0,Boy,Yr1-2,White British,0.0
126952,7,43,137.400285957217,1.0,2,7.0,4.0,4,8,1,390,105,285,3,5,3,10.0,-98.0,2,2.0,Boy,Yr1-2,,0.0
127038,7,43,134.412334625165,2.0,2,7.0,2.0,4,8,1,530,315,215,2,7,5,10.0,-98.0,1,2.0,Girl,Yr1-2,,1.0
127047,7,43,134.412334625165,2.0,2,1.0,2.0,4,8,1,465,330,135,2,6,4,10.0,-98.0,2,2.0,Girl,Yr1-2,White British,1.0
127945,7,43,108.504470792714,1.0,3,5.0,2.0,4,8,1,175,50,125,4,2,1,8.0,-98.0,2,2.0,Boy,Yr3-4,Black,0.0
127949,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,-96,-96,-96,1,7,7,3.0,-98.0,1,2.0,Boy,Yr3-4,White British,0.0
127950,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,205,75,130,4,2,1,6.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127951,7,43,108.502690467931,2.0,3,1.0,4.0,4,8,1,380,125,255,3,6,2,4.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127952,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,520,220,300,2,5,2,8.0,-98.0,2,2.0,Boy,Yr3-4,White British,1.0
127954,7,43,108.502690467931,2.0,3,1.0,2.0,4,8,1,0,0,0,4,0,0,4.0,-98.0,1,2.0,Girl,Yr3-4,White British,0.0
127955,7,43,108.502690467931,2.0,3,3.0,2.0,4,8,1,305,200,105,3,6,2,10.0,-98.0,1,2.0,Girl,Yr3-4,Mixed,0.0
127956,7,43,108.502690467931,2.0,3,1.0,2.0,4,8,1,0,0,0,4,0,0,6.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127957,7,43,108.502690467931,2.0,3,1.0,4.0,4,8,1,0,0,0,4,0,0,9.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127958,7,43,108.504470792714,1.0,3,2.0,1.0,4,8,1,1250,355,895,1,7,7,9.0,-98.0,2,2.0,Boy,Yr3-4,White Other,1.0
127959,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,60,60,0,4,1,1,0.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127961,7,43,108.504470792714,1.0,3,7.0,3.0,4,8,1,195,50,145,4,6,0,9.0,-98.0,1,2.0,Boy,Yr3-4,,0.0
127962,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,645,225,420,2,5,5,0.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
127963,7,43,108.504470792714,1.0,3,5.0,1.0,4,8,1,315,140,175,3,5,1,5.0,-98.0,2,2.0,Boy,Yr3-4,Black,0.0
127964,7,43,108.502690467931,2.0,3,1.0,2.0,4,8,1,1625,95,1530,1,7,7,7.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
127965,7,43,108.502690467931,2.0,3,1.0,4.0,4,8,1,155,85,70,4,5,1,4.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
127966,7,43,108.504470792714,1.0,3,1.0,1.0,4,8,1,2275,395,1880,1,7,7,10.0,-98.0,2,2.0,Boy,Yr3-4,White British,1.0
127967,7,43,108.504470792714,1.0,3,1.0,1.0,4,8,1,740,410,330,2,7,5,6.0,-98.0,2,2.0,Boy,Yr3-4,White British,1.0
127968,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,1970,665,1305,1,7,7,6.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
127969,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,1280,15,1265,1,7,7,8.0,-98.0,2,2.0,Boy,Yr3-4,White British,1.0
127971,7,43,108.504470792714,1.0,3,6.0,1.0,4,8,1,1455,485,970,1,7,7,6.0,-98.0,2,2.0,Boy,Yr3-4,Other,1.0
127973,7,43,108.504470792714,1.0,3,5.0,3.0,4,8,1,115,30,85,4,3,1,5.0,-98.0,1,2.0,Boy,Yr3-4,Black,0.0
127974,7,43,108.502690467931,2.0,3,1.0,4.0,4,8,1,1755,240,1515,1,7,7,10.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
127975,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,0,0,0,4,0,0,6.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
127976,7,43,108.502690467931,2.0,3,7.0,1.0,4,8,1,735,265,470,2,7,6,5.0,-98.0,1,2.0,Girl,Yr3-4,,1.0
128544,7,43,108.504470792714,1.0,3,1.0,1.0,4,8,1,385,190,195,3,4,4,10.0,-98.0,1,2.0,Boy,Yr3-4,White British,0.0
128547,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,525,200,325,2,7,4,6.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
128548,7,43,108.502690467931,2.0,3,7.0,4.0,4,8,1,2440,840,1600,1,7,7,1.0,-98.0,1,2.0,Girl,Yr3-4,,1.0
128549,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,205,60,145,4,5,2,8.0,-98.0,1,2.0,Boy,Yr3-4,White British,0.0
128551,7,43,108.504470792714,1.0,3,4.0,2.0,4,8,1,1175,175,1000,2,7,5,8.0,-98.0,2,2.0,Boy,Yr3-4,Asian,1.0
128554,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,1545,590,955,1,7,7,7.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
128557,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,630,170,460,1,7,7,6.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
128558,7,43,108.504470792714,1.0,3,1.0,4.0,4,8,1,2405,595,1810,1,7,7,6.0,-98.0,1,2.0,Boy,Yr3-4,White British,1.0
128561,7,43,108.504470792714,1.0,3,4.0,2.0,4,8,1,1805,530,1275,1,7,7,10.0,-98.0,1,2.0,Boy,Yr3-4,Asian,1.0
128562,7,43,108.504470792714,1.0,3,7.0,3.0,4,8,1,0,0,0,4,0,0,2.0,-98.0,2,2.0,Boy,Yr3-4,,0.0
128563,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,205,50,155,4,1,1,6.0,-98.0,1,2.0,Boy,Yr3-4,White British,0.0
128564,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,140,60,80,4,2,1,8.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
128577,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,295,85,210,3,4,2,10.0,-98.0,1,2.0,Girl,Yr3-4,White British,0.0
128581,7,43,108.502690467931,2.0,3,1.0,1.0,4,8,1,740,315,425,2,7,5,7.0,-98.0,1,2.0,Girl,Yr3-4,White British,1.0
128594,7,43,108.504470792714,1.0,3,1.0,2.0,4,8,1,75,75,0,4,0,0,10.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
128596,7,43,108.502690467931,2.0,3,1.0,3.0,4,8,1,520,180,340,2,5,4,5.0,-98.0,1,2.0,Girl,Yr3-4,White British,1.0
128597,7,43,137.400285957217,1.0,2,3.0,4.0,4,8,1,80,30,50,4,1,0,0.0,-98.0,2,2.0,Boy,Yr1-2,Mixed,0.0
128599,7,43,108.502690467931,2.0,3,1.0,1.0,4,8,1,210,105,105,3,4,2,7.0,-98.0,2,2.0,Girl,Yr3-4,White British,0.0
128600,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,375,250,125,3,5,3,5.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
128602,7,43,108.502690467931,2.0,3,1.0,2.0,4,8,1,420,195,225,2,7,5,6.0,-98.0,2,2.0,Girl,Yr3-4,White British,1.0
128603,7,43,108.502690467931,2.0,3,1.0,1.0,4,8,1,-96,-96,-96,1,7,7,0.0,-98.0,1,2.0,Girl,Yr3-4,White British,0.0
128604,7,43,108.504470792714,1.0,3,1.0,1.0,4,8,1,780,230,550,2,7,5,10.0,-98.0,2,2.0,Boy,Yr3-4,White British,1.0
128607,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,335,130,205,3,5,4,5.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
128608,7,43,108.504470792714,1.0,3,6.0,2.0,4,8,1,205,80,125,4,2,2,10.0,-98.0,2,2.0,Boy,Yr3-4,Other,0.0
128632,7,43,108.504470792714,1.0,3,1.0,3.0,4,8,1,35,35,0,4,1,0,5.0,-98.0,2,2.0,Boy,Yr3-4,White British,0.0
18690,7,43,40.0689080845,,5,,,5,9,1,550,150,400,2,5,5,6.0,8.0,1,,,Yr5-6,,1.0
18915,7,43,23.3044084661501,,4,,,5,9,1,345,240,105,3,4,4,,,1,,,Yr3-4,,0.0
18956,7,43,21.5944442494903,1.0,4,1.0,2.0,5,9,1,185,90,95,4,1,2,10.0,7.0,2,,Boy,Yr3-4,White British,0.0
18963,7,43,40.0689080845,,5,,,5,9,1,0,0,0,4,0,0,,,3,,,Yr5-6,,0.0
18980,7,43,25.1497743890485,2.0,4,3.0,2.0,5,9,1,340,120,220,3,5,4,7.0,8.0,1,,Girl,Yr3-4,Mixed,0.0
18983,7,43,77.7008648733044,1.0,5,1.0,2.0,5,9,1,545,120,425,2,5,5,7.0,5.0,1,,Boy,Yr5-6,White British,1.0
18987,7,43,23.3044084661501,,4,,,5,9,1,305,120,185,3,4,3,,,1,,,Yr3-4,,0.0
18990,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,485,30,455,2,5,4,7.0,7.0,1,,Girl,Yr3-4,White British,1.0
18996,7,43,70.3873604607141,,5,,,5,9,1,460,60,400,2,5,3,,,1,,,Yr5-6,,1.0
19008,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,525,90,435,2,6,5,8.0,8.0,1,,Girl,Yr5-6,White British,1.0
19017,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,950,420,530,1,7,7,9.0,8.0,1,,Girl,Yr5-6,White British,1.0
19019,7,43,25.1497743890485,2.0,4,1.0,3.0,5,9,1,610,210,400,2,6,5,8.0,9.0,1,,Girl,Yr3-4,White British,1.0
19020,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,610,225,385,1,7,7,8.0,10.0,1,,Girl,Yr3-4,White British,1.0
19021,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,420,245,175,2,4,2,10.0,10.0,2,,Girl,Yr3-4,White British,1.0
19023,7,43,25.1497743890485,2.0,4,1.0,1.0,5,9,1,590,300,290,2,5,5,9.0,9.0,1,,Girl,Yr3-4,White British,1.0
19024,7,43,40.0689080845,,5,,,5,9,1,360,60,300,3,6,5,,,1,,,Yr5-6,,0.0
19028,7,43,21.5944442494903,1.0,4,1.0,2.0,5,9,1,690,25,665,1,7,7,6.0,7.0,1,,Boy,Yr3-4,White British,1.0
19031,7,43,21.5944442494903,1.0,4,1.0,2.0,5,9,1,890,705,185,2,3,3,9.0,10.0,1,,Boy,Yr3-4,White British,1.0
19045,7,43,25.1497743890485,2.0,4,2.0,2.0,5,9,1,395,150,245,3,6,3,10.0,9.0,1,,Girl,Yr3-4,White Other,0.0
19062,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,240,180,60,3,5,1,6.0,6.0,1,,Girl,Yr5-6,White British,0.0
19069,7,43,77.7008648733044,1.0,5,1.0,1.0,5,9,1,675,25,650,2,6,6,10.0,10.0,1,,Boy,Yr5-6,White British,1.0
19076,7,43,23.3044084661501,,4,,,5,9,1,375,270,105,3,4,3,,,1,,,Yr3-4,,0.0
19078,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,390,90,300,3,4,3,6.0,6.0,1,,Girl,Yr5-6,White British,0.0
19082,7,43,21.5944442494903,1.0,4,1.0,3.0,5,9,1,0,0,0,4,0,0,8.0,7.0,1,,Boy,Yr3-4,White British,0.0
19088,7,43,36.1322182694647,2.0,5,1.0,2.0,5,9,1,285,160,125,3,5,2,6.0,5.0,2,,Girl,Yr5-6,White British,0.0
19168,7,43,25.1497743890485,2.0,4,1.0,1.0,5,9,1,1410,180,1230,1,7,7,6.0,5.0,1,,Girl,Yr3-4,White British,1.0
19180,7,43,21.5944442494903,1.0,4,2.0,2.0,5,9,1,460,185,275,2,3,2,10.0,7.0,2,,Boy,Yr3-4,White Other,1.0
19190,7,43,21.5944442494903,1.0,4,3.0,2.0,5,9,1,180,180,0,4,4,2,7.0,8.0,1,,Boy,Yr3-4,Mixed,0.0
19193,7,43,44.4345071759761,1.0,5,1.0,2.0,5,9,1,855,235,620,1,7,7,9.0,10.0,1,,Boy,Yr5-6,White British,1.0
19197,7,43,36.1322182694647,2.0,5,1.0,2.0,5,9,1,140,30,110,4,1,1,5.0,0.0,2,,Girl,Yr5-6,White British,0.0
19210,7,43,77.7008648733044,1.0,5,1.0,2.0,5,9,1,155,120,35,4,6,1,9.0,9.0,1,,Boy,Yr5-6,White British,0.0
19222,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,260,60,200,3,2,2,1.0,1.0,2,,Girl,Yr3-4,White British,0.0
19258,7,43,21.5944442494903,1.0,4,1.0,1.0,5,9,1,950,535,415,2,7,5,0.0,10.0,3,,Boy,Yr3-4,White British,1.0
19275,7,43,25.1497743890485,2.0,4,2.0,2.0,5,9,1,745,60,685,2,5,5,6.0,7.0,3,,Girl,Yr3-4,White Other,1.0
19280,7,43,21.5944442494903,1.0,4,1.0,4.0,5,9,1,750,210,540,1,7,7,10.0,10.0,1,,Boy,Yr3-4,White British,1.0
19322,7,43,77.7008648733044,1.0,5,2.0,3.0,5,9,1,365,330,35,3,5,5,8.0,8.0,1,,Boy,Yr5-6,White Other,0.0
19330,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,420,90,330,2,4,3,7.0,7.0,1,,Girl,Yr3-4,White British,1.0
19382,7,43,25.1497743890485,2.0,4,1.0,4.0,5,9,1,915,250,665,2,6,6,5.0,7.0,1,,Girl,Yr3-4,White British,1.0
19383,7,43,21.5944442494903,1.0,4,1.0,1.0,5,9,1,400,250,150,3,3,3,5.0,6.0,3,,Boy,Yr3-4,White British,0.0
19431,7,43,36.1322182694647,2.0,5,1.0,2.0,5,9,1,365,160,205,3,3,3,7.0,7.0,2,,Girl,Yr5-6,White British,0.0
19546,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,95,60,35,4,3,0,7.0,8.0,1,,Girl,Yr3-4,White British,0.0
19573,7,43,25.1497743890485,2.0,4,1.0,3.0,5,9,1,545,240,305,2,5,5,4.0,2.0,1,,Girl,Yr3-4,White British,1.0
19849,7,43,21.5944442494903,1.0,4,1.0,2.0,5,9,1,1095,475,620,1,5,7,6.0,7.0,1,,Boy,Yr3-4,White British,1.0
19860,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,60,60,0,4,0,0,4.0,8.0,1,,Girl,Yr3-4,White British,0.0
19935,7,43,44.4345071759761,1.0,5,1.0,3.0,5,9,1,635,300,335,2,6,5,7.0,6.0,1,,Boy,Yr5-6,White British,1.0
20068,7,43,44.4345071759761,1.0,5,1.0,1.0,5,9,1,95,60,35,4,2,0,3.0,5.0,2,,Boy,Yr5-6,White British,0.0
20084,7,43,25.1497743890485,2.0,4,1.0,1.0,5,9,1,365,90,275,3,2,1,10.0,8.0,1,,Girl,Yr3-4,White British,0.0
20123,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,120,0,120,4,2,2,6.0,8.0,1,,Girl,Yr3-4,White British,0.0
20138,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,35,20,15,4,7,0,3.0,9.0,1,,Girl,Yr3-4,White British,0.0
20149,7,43,25.1497743890485,2.0,4,1.0,3.0,5,9,1,340,150,190,3,4,2,6.0,6.0,1,,Girl,Yr3-4,White British,0.0
20173,7,43,36.1322182694647,2.0,5,1.0,3.0,5,9,1,425,150,275,2,5,5,5.0,3.0,1,,Girl,Yr5-6,White British,1.0
20185,7,43,77.7008648733044,1.0,5,1.0,2.0,5,9,1,855,530,325,1,7,7,7.0,7.0,1,,Boy,Yr5-6,White British,1.0
20222,7,43,25.1497743890485,2.0,4,1.0,3.0,5,9,1,690,340,350,2,5,5,10.0,6.0,1,,Girl,Yr3-4,White British,1.0
20225,7,43,44.4345071759761,1.0,5,1.0,2.0,5,9,1,70,30,40,4,1,1,7.0,8.0,1,,Boy,Yr5-6,White British,0.0
20246,7,43,25.1497743890485,2.0,4,1.0,2.0,5,9,1,870,90,780,1,7,7,7.0,6.0,1,,Girl,Yr3-4,White British,1.0
20249,7,43,36.1322182694647,2.0,5,1.0,2.0,5,9,1,905,240,665,2,7,5,10.0,9.0,2,,Girl,Yr5-6,White British,1.0
20259,7,43,63.7622461209498,2.0,5,1.0,1.0,5,9,1,1135,300,835,2,5,5,7.0,8.0,2,,Girl,Yr5-6,White British,1.0
20269,7,43,40.0689080845,4.0,5,6.0,2.0,5,9,1,210,160,50,3,5,1,8.0,7.0,1,,,Yr5-6,Other,0.0
20283,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,460,60,400,2,5,3,5.0,8.0,1,,Girl,Yr5-6,White British,1.0
20284,7,43,21.5944442494903,1.0,4,1.0,1.0,5,9,1,1110,325,785,1,7,7,9.0,9.0,1,,Boy,Yr3-4,White British,1.0
20285,7,43,25.1497743890485,2.0,4,1.0,3.0,5,9,1,220,30,190,3,5,1,7.0,7.0,1,,Girl,Yr3-4,White British,0.0
20294,7,43,23.3044084661501,3.0,4,7.0,4.0,5,9,1,50,0,50,4,5,0,8.0,6.0,1,,Other,Yr3-4,,0.0
20299,7,43,25.1497743890485,2.0,4,1.0,1.0,5,9,1,305,60,245,3,2,2,10.0,10.0,1,,Girl,Yr3-4,White British,0.0
20307,7,43,63.7622461209498,2.0,5,1.0,2.0,5,9,1,555,270,285,2,5,5,7.0,7.0,1,,Girl,Yr5-6,White British,1.0
20322,7,43,40.0689080845,,5,,,5,9,1,645,120,525,2,3,3,,,2,,,Yr5-6,,1.0
20354,7,43,36.1322182694647,2.0,5,1.0,2.0,5,9,1,940,30,910,2,4,4,5.0,5.0,3,,Girl,Yr5-6,White British,1.0
20399,7,43,36.1322182694647,2.0,5,1.0,3.0,5,9,1,535,150,385,2,5,5,9.0,8.0,1,,Girl,Yr5-6,White British,1.0
