survey_year,borough,pct_active,pct_fairly_active,pct_inactive,respondents,weighted_base,source_file
2017-18,Sutton,54.191682284471,16.41825417937122,29.39006353615779,500.0,646.715214778045,shannon
2017-18,Tower Hamlets,66.41701999684048,11.271391735883093,22.31158826727643,522.0,962.4055314375148,shannon
2017-18,Waltham Forest,60.97166413018725,11.130186989272197,27.89814888054056,485.0,854.3623192864559,shannon
2017-18,Wandsworth,73.82206832711704,9.82011386632061,16.357817806562377,514.0,1040.0062187754927,shannon
2017-18,Westminster,69.06529509573085,10.376510769774468,20.558194134494705,509.0,822.1560015848621,shannon
2018-19,Barking and Dagenham,50.1,10.3,39.6,494.0,621.7,shameem
2018-19,Barnet,60.7,15.1,24.2,471.0,1210.7,shameem
2018-19,Bexley,63.9,10.6,25.5,489.0,798.6,shameem
2018-19,Brent,57.6,12.1,30.4,502.0,1056.7,shameem
2018-19,Bromley,70.6,9.8,19.6,487.0,1068.9,shameem
2018-19,Camden,69.6,13.7,16.7,491.0,892.5,shameem
2018-19,City of London,82.6,6.2,11.2,259.0,30.5,shameem
2018-19,Croydon,62.8,13.7,23.6,487.0,1224.8,shameem
2018-19,Ealing,59.1,15.7,25.2,490.0,1071.9,shameem
2018-19,Enfield,68.5,12.6,18.8,492.0,1030.4,shameem
2018-19,Greenwich,63.7,14.0,22.3,486.0,890.9,shameem
2018-19,Hackney,67.6,10.2,22.3,497.0,890.3,shameem
2018-19,Hammersmith and Fulham,73.1,8.9,18.1,506.0,606.9,shameem
2018-19,Haringey,68.9,11.4,19.8,495.0,860.3,shameem
2018-19,Harrow,63.9,12.1,24.0,482.0,781.0,shameem
2018-19,Havering,64.9,11.9,23.2,507.0,847.2,shameem
2018-19,Hillingdon,60.1,15.3,24.6,506.0,929.3,shameem
2018-19,Hounslow,64.4,11.7,23.9,523.0,843.8,shameem
2018-19,Islington,75.3,8.1,16.6,491.0,794.8,shameem
2018-19,Kensington and Chelsea,69.6,9.6,20.8,481.0,529.8,shameem
2018-19,Kingston upon Thames,71.3,13.1,15.7,502.0,559.1,shameem
2018-19,Lambeth,72.9,8.5,18.6,499.0,1065.8,shameem
2018-19,Lewisham,72.2,9.7,18.1,512.0,976.3,shameem
2018-19,Merton,68.6,12.0,19.4,511.0,648.3,shameem
2018-19,Newham,58.6,12.0,29.4,481.0,1083.5,shameem
2018-19,Redbridge,60.3,14.9,24.8,486.0,938.8,shameem
2018-19,Richmond upon Thames,75.1,9.6,15.3,506.0,639.0,shameem
2018-19,Southwark,70.1,7.1,22.8,503.0,1035.1,shameem
2018-19,Sutton,71.3,10.9,17.8,534.0,655.7,shameem
2018-19,Tower Hamlets,67.9,10.3,21.8,510.0,993.7,shameem
2018-19,Waltham Forest,69.4,10.3,20.2,472.0,863.2,shameem
2018-19,Wandsworth,79.6,7.8,12.6,495.0,1097.5,shameem
2018-19,Westminster,71.1,8.5,20.4,501.0,853.1,shameem
2019-20,Barking and Dagenham,55.8,12.9,31.3,488.0,610.7,shameem
2019-20,Barnet,62.9,12.3,24.7,493.0,1211.3,shameem
2019-20,Bexley,58.7,12.6,28.7,495.0,767.8,shameem
2019-20,Brent,59.9,11.3,28.8,532.0,1010.3,shameem
2019-20,Bromley,73.8,8.8,17.3,488.0,1048.7,shameem
2019-20,Camden,65.4,10.7,23.9,492.0,853.1,shameem
2019-20,City of London,62.2,10.5,27.3,273.0,29.2,shameem
2019-20,Croydon,62.0,9.6,28.3,486.0,1182.3,shameem
2019-20,Ealing,62.3,12.6,25.1,507.0,1031.0,shameem
2019-20,Enfield,61.7,11.5,26.8,493.0,1016.4,shameem
2019-20,Greenwich,66.7,9.0,24.4,503.0,866.8,shameem
2019-20,Hackney,73.1,10.2,16.7,533.0,872.3,shameem
2019-20,Hammersmith and Fulham,75.1,8.7,16.2,497.0,604.2,shameem
2019-20,Haringey,68.9,7.3,23.8,502.0,857.1,shameem
2019-20,Harrow,57.6,12.7,29.7,499.0,776.3,shameem
2019-20,Havering,58.0,11.9,30.1,478.0,814.8,shameem
2019-20,Hillingdon,62.6,7.8,29.6,490.0,924.5,shameem
2019-20,Hounslow,60.5,13.2,26.3,503.0,824.6,shameem
2019-20,Islington,73.6,8.3,18.1,517.0,799.8,shameem
2019-20,Kensington and Chelsea,72.0,11.7,16.3,503.0,510.1,shameem
2019-20,Kingston upon Thames,71.4,10.7,17.8,502.0,549.9,shameem
2019-20,Lambeth,74.7,11.2,14.1,486.0,1062.7,shameem
2019-20,Lewisham,68.9,13.4,17.7,539.0,934.3,shameem
2019-20,Merton,66.0,13.6,20.4,520.0,643.1,shameem
2019-20,Newham,53.2,12.3,34.5,508.0,1060.7,shameem
2019-20,Redbridge,54.4,14.0,31.7,523.0,933.1,shameem
2019-20,Richmond upon Thames,73.6,8.2,18.1,517.0,620.4,shameem
2019-20,Southwark,70.7,8.4,20.9,528.0,1006.8,shameem
2019-20,Sutton,67.3,8.7,24.0,486.0,628.4,shameem
2019-20,Tower Hamlets,62.8,8.1,29.1,504.0,988.8,shameem
2019-20,Waltham Forest,64.8,11.4,23.8,505.0,852.4,shameem
2019-20,Wandsworth,71.6,9.8,18.6,498.0,1067.7,shameem
2019-20,Westminster,62.0,11.7,26.4,476.0,836.1,shameem
2020-21,Barking and Dagenham,53.5,12.2,34.3,516.0,611.2,simrith_2021
2020-21,Barnet,65.4,11.8,22.8,512.0,1207.4,simrith_2021
2020-21,Bexley,59.4,14.5,26.1,497.0,779.5,simrith_2021
2020-21,Brent,57.2,11.9,30.8,507.0,999.8,simrith_2021
2020-21,Bromley,70.7,10.1,19.3,495.0,1055.2,simrith_2021
2020-21,Camden,69.2,8.7,22.1,506.0,882.4,simrith_2021
2020-21,City of London,48.2,13.9,38.0,312.0,32.6,simrith_2021
2020-21,Croydon,63.1,12.1,24.8,503.0,1159.9,simrith_2021
2020-21,Ealing,61.1,10.1,28.8,508.0,1037.6,simrith_2021
2020-21,Enfield,62.5,11.8,25.7,488.0,1006.3,simrith_2021
2020-21,Greenwich,66.6,7.6,25.7,495.0,879.8,simrith_2021
2020-21,Hackney,69.2,6.6,24.1,484.0,868.0,simrith_2021
2020-21,Hammersmith and Fulham,74.9,8.1,17.0,477.0,599.9,simrith_2021
2020-21,Haringey,65.6,10.8,23.6,485.0,832.4,simrith_2021
2020-21,Harrow,60.8,12.3,27.0,496.0,779.0,simrith_2021
2020-21,Havering,61.4,11.4,27.2,475.0,807.1,simrith_2021
2020-21,Hillingdon,56.5,10.7,32.8,490.0,932.4,simrith_2021
2020-21,Hounslow,57.6,13.3,29.1,538.0,826.8,simrith_2021
2020-21,Islington,73.6,9.6,16.8,525.0,791.6,simrith_2021
2020-21,Kensington and Chelsea,67.9,9.6,22.5,502.0,504.2,simrith_2021
2020-21,Kingston upon Thames,69.6,9.8,20.5,478.0,559.1,simrith_2021
2020-21,Lambeth,71.9,9.3,18.8,526.0,1041.6,simrith_2021
2020-21,Lewisham,70.7,12.3,17.0,491.0,952.4,simrith_2021
2020-21,Merton,68.9,11.9,19.2,491.0,635.4,simrith_2021
2020-21,Newham,58.3,10.9,30.8,503.0,1037.5,simrith_2021
2020-21,Redbridge,57.7,11.1,31.2,509.0,916.5,simrith_2021
2020-21,Richmond upon Thames,74.0,8.2,17.8,497.0,621.5,simrith_2021
2020-21,Southwark,71.6,7.1,21.2,495.0,1008.2,simrith_2021
2020-21,Sutton,61.8,9.6,28.6,532.0,631.5,simrith_2021
2020-21,Tower Hamlets,59.2,12.6,28.3,486.0,988.2,simrith_2021
2020-21,Waltham Forest,61.1,13.5,25.3,505.0,846.6,simrith_2021
2020-21,Wandsworth,76.0,7.2,16.9,525.0,1057.7,simrith_2021
2020-21,Westminster,64.6,13.8,21.6,491.0,862.8,simrith_2021
2021-22,Barking and Dagenham,56.6,7.5,35.9,519.0,604.3,melissa
2021-22,Barnet,65.5,12.4,22.1,506.0,1244.6,melissa
2021-22,Bexley,63.6,11.9,24.5,487.0,764.1,melissa
2021-22,Brent,59.9,11.3,28.8,512.0,1010.1,melissa
2021-22,Bromley,73.5,7.6,18.9,491.0,1038.9,melissa
2021-22,Camden,71.2,9.5,19.3,503.0,906.6,melissa
2021-22,City of London,36.8,20.1,43.1,243.0,35.9,melissa
2021-22,Croydon,63.0,13.0,24.0,497.0,1175.4,melissa
2021-22,Ealing,66.8,11.5,21.7,485.0,1040.3,melissa
2021-22,Enfield,61.6,9.2,29.2,506.0,998.9,melissa
2021-22,Greenwich,61.6,12.4,26.0,496.0,866.3,melissa
2021-22,Hackney,70.9,9.8,19.3,513.0,873.4,melissa
2021-22,Hammersmith and Fulham,73.8,7.0,19.2,533.0,586.5,melissa
2021-22,Haringey,68.0,11.8,20.2,490.0,814.2,melissa
2021-22,Harrow,62.5,9.4,28.1,518.0,785.0,melissa
2021-22,Havering,62.0,10.6,27.3,515.0,809.0,melissa
2021-22,Hillingdon,64.8,8.6,26.5,485.0,932.9,melissa
2021-22,Hounslow,61.1,7.6,31.3,496.0,811.3,melissa
2021-22,Islington,71.3,11.0,17.7,515.0,806.7,melissa
2021-22,Kensington and Chelsea,63.5,12.9,23.6,512.0,508.4,melissa
2021-22,Kingston upon Thames,74.5,11.1,14.5,491.0,562.7,melissa
2021-22,Lambeth,69.4,9.0,21.6,501.0,1027.9,melissa
2021-22,Lewisham,71.8,11.2,17.0,517.0,936.0,melissa
2021-22,Merton,66.4,8.6,25.0,497.0,625.6,melissa
2021-22,Newham,63.1,10.7,26.3,501.0,1056.1,melissa
2021-22,Redbridge,63.2,11.5,25.3,498.0,924.3,melissa
2021-22,Richmond upon Thames,74.0,8.4,17.6,477.0,612.2,melissa
2021-22,Southwark,66.9,9.9,23.2,521.0,1001.0,melissa
2021-22,Sutton,62.5,10.3,27.2,521.0,625.3,melissa
2021-22,Tower Hamlets,67.2,11.7,21.2,540.0,1023.7,melissa
2021-22,Waltham Forest,65.5,10.6,23.9,498.0,834.5,melissa
2021-22,Wandsworth,74.3,10.5,15.2,485.0,1051.7,melissa
2021-22,Westminster,71.1,8.4,20.5,513.0,883.5,melissa
2022-23,Barking and Dagenham,52.2,9.9,37.9,501.0,602.2,simrith_2223
2022-23,Barnet,74.3,8.7,17.0,489.0,1177.7,simrith_2223
2022-23,Bexley,64.0,9.9,26.1,493.0,729.7,simrith_2223
2022-23,Brent,60.8,12.5,26.6,507.0,1023.9,simrith_2223
2022-23,Bromley,67.6,10.4,22.0,498.0,1007.8,simrith_2223
2022-23,Camden,74.0,8.8,17.3,509.0,676.5,simrith_2223
2022-23,City of London,49.9,14.9,35.3,233.0,31.0,simrith_2223
2022-23,Croydon,65.5,10.7,23.7,522.0,1163.7,simrith_2223
2022-23,Ealing,68.4,6.4,25.2,525.0,1091.8,simrith_2223
2022-23,Enfield,60.3,9.4,30.3,500.0,981.0,simrith_2223
2022-23,Greenwich,61.8,11.7,26.5,991.0,872.3,simrith_2223
2022-23,Hackney,67.0,7.3,25.6,496.0,787.9,simrith_2223
2022-23,Hammersmith and Fulham,73.6,9.6,16.9,495.0,583.4,simrith_2223
2022-23,Haringey,67.6,9.6,22.8,532.0,809.8,simrith_2223
2022-23,Harrow,61.0,12.6,26.4,479.0,786.1,simrith_2223
2022-23,Havering,63.8,10.6,25.6,480.0,808.7,simrith_2223
2022-23,Hillingdon,59.4,11.5,29.1,490.0,902.0,simrith_2223
2022-23,Hounslow,57.8,13.0,29.2,488.0,839.9,simrith_2223
2022-23,Islington,75.1,8.2,16.7,507.0,700.7,simrith_2223
2022-23,Kensington and Chelsea,69.5,8.8,21.7,490.0,458.5,simrith_2223
2022-23,Kingston upon Thames,69.4,10.6,20.1,501.0,513.1,simrith_2223
2022-23,Lambeth,71.3,9.4,19.3,518.0,1012.5,simrith_2223
2022-23,Lewisham,69.2,9.1,21.7,507.0,909.9,simrith_2223
2022-23,Merton,66.1,10.1,23.7,507.0,645.1,simrith_2223
2022-23,Newham,56.2,11.0,32.8,482.0,998.2,simrith_2223
2022-23,Redbridge,60.0,11.8,28.2,492.0,900.2,simrith_2223
2022-23,Richmond upon Thames,76.6,9.4,14.1,522.0,599.9,simrith_2223
2022-23,Southwark,71.8,9.3,18.8,514.0,958.9,simrith_2223
2022-23,Sutton,73.1,10.4,16.5,461.0,630.1,simrith_2223
2022-23,Tower Hamlets,65.7,8.3,26.0,504.0,952.3,simrith_2223
2022-23,Waltham Forest,59.2,8.2,32.6,525.0,820.2,simrith_2223
2022-23,Wandsworth,79.2,8.7,12.1,505.0,1024.1,simrith_2223
2022-23,Westminster,68.7,7.0,24.3,485.0,681.6,simrith_2223
