session_id,provider_group,source_operator,name,activity_type,activity_raw,is_free,price_gbp,location_name,postcode,borough,latitude,longitude,start_time,end_time,days_of_week,session_count,is_online,url
V_00388,Everyone Active,Everyone Active,Reform Intro Tue 17:00,Group Exercise,Group Exercise,False,18.0,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,16:45,Tuesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1802CRC17000225&Culture=en-GB
V_00046,Everyone Active,Everyone Active,Cardio Eqmt Mon 09:30,Gym / Fitness,Gym Workout,False,5.75,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,08:30,09:30,Monday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B5709300125&Culture=en-GB
V_00070,Everyone Active,Everyone Active,Free Weights Thu 19:00,Gym / Fitness,Gym Workout,False,5.75,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,18:00,19:00,Thursday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1804B5819000125&Culture=en-GB
V_00071,Everyone Active,Everyone Active,Functional Eqmt Wed 12:00,Gym / Fitness,Gym Workout,False,5.75,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,11:00,12:00,Wednesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1803B5912000125&Culture=en-GB
V_00079,Everyone Active,Everyone Active,Gym 11-13 Yrs Fri 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1805B0217000423&Culture=en-GB
V_00080,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,16:00,Monday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0216000325&Culture=en-GB
V_00081,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,16:00,Thursday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0216000325&Culture=en-GB
V_00082,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,16:00,Tuesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0216000325&Culture=en-GB
V_00083,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,16:00,Wednesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0216000325&Culture=en-GB
V_00084,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Monday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0217000325&Culture=en-GB
V_00085,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Thursday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0217000325&Culture=en-GB
V_00086,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Tuesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0217000325&Culture=en-GB
V_00087,Everyone Active,Everyone Active,Gym 11-13 Yrs Mon 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Wednesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0217000325&Culture=en-GB
V_00088,Everyone Active,Everyone Active,Gym 11-13 Yrs Sat 12:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,11:00,12:00,Saturday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B0212000323&Culture=en-GB
V_00089,Everyone Active,Everyone Active,Gym 11-13 Yrs Sat 13:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,12:00,13:00,Saturday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1806B0213000423&Culture=en-GB
V_00090,Everyone Active,Everyone Active,Gym 11-13 Yrs Sun 12:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,11:00,12:00,Sunday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1807B0212000423&Culture=en-GB
V_00091,Everyone Active,Everyone Active,Gym 11-13 Yrs Sun 13:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,12:00,13:00,Sunday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1807B0213000423&Culture=en-GB
V_00092,Everyone Active,Everyone Active,Gym 11-13 Yrs Thu 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,17:00,Thursday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1804B0216001423&Culture=en-GB
V_00093,Everyone Active,Everyone Active,Gym 11-13 Yrs Tue 17:00,Gym / Fitness,Gym Workout,False,26.85,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Tuesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1807B021700325&Culture=en-GB
V_00094,Everyone Active,Everyone Active,Gym 14-15 Yrs Fri 15:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,14:00,15:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1805B6415000423&Culture=en-GB
V_00095,Everyone Active,Everyone Active,Gym 14-15 Yrs Fri 16:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,15:00,16:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1805B6416000423&Culture=en-GB
V_00096,Everyone Active,Everyone Active,Gym 14-15 Yrs Fri 17:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,16:00,17:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1805B6417000423&Culture=en-GB
V_00097,Everyone Active,Everyone Active,Gym 14-15 Yrs Fri 18:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,17:00,18:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1805B6418000423&Culture=en-GB
V_00098,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 18:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,17:00,18:00,Monday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000425&Culture=en-GB
V_00099,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 18:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,17:00,18:00,Saturday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000425&Culture=en-GB
V_00100,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 18:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,17:00,18:00,Sunday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000425&Culture=en-GB
V_00101,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 18:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,17:00,18:00,Wednesday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000425&Culture=en-GB
V_00102,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 19:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,18:00,19:00,Friday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000125&Culture=en-GB
V_00103,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 19:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,18:00,19:00,Monday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000125&Culture=en-GB
V_00104,Everyone Active,Everyone Active,Gym 14-15 Yrs Mon 19:00,Gym / Fitness,Gym Workout,False,6.1,Abbey Leisure Centre,IG11 7LX,Barking and Dagenham,51.534997,0.0760014,18:00,19:00,Saturday,2,False,https://book.everyoneactive.com/Connect/landing.aspx?Site=0180&Activities=1801B6418000125&Culture=en-GB
