name,activity_type,venue,address,town,postcode,latitude,longitude,provider
Vir Bodypump Tue 21:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Totally Shred Fri 12:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Group Cycle Tue 18:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Fast Thu 08:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Combat Tue 18:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Fortis Tue 09:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Thu 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lm Dance Tue 19:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Thu 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
E A - Rejuven Tue 13:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Tue 06:45,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Thu 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Tue 19:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Beginner Yoga Tue 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Wed 12:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Wed 15:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Wed 16:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Wed 18:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Family Swimming Wed 14:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Fast Wed 06:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Fast Wed 08:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Wed 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Slow Wed 08:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Good Boost Wed 15:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Intro 11-15 Yrs Thu 17:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Parent & Junior Thu 10:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Parent & Junior Thu 11:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Parent & Junior Thu 14:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Gym 14-15 Yrs Thu 17:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir Bodypump Thu 10:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Line Dancing Thu 14:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Thu 06:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Thu 17:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Thu 19:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Active Antz Thu 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Back 2 Netball Thu 19:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Wed 09:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Lane Swim Slow Wed 08:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Lane Swim Slow Mon 08:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Lane Swim Slow Wed 20:30,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Thu 08:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Thu 11:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Thu 20:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Tue 06:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Cardio Thu 18:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Gym 14-15 Yrs Thu 18:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Tue 12:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
BodyPump Thu 18:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Parent & Junior Tue 13:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Public Swimming Thu 15:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Aqua Aerobics Tue 13:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Public Swimming Thu 19:45,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Lane Swim Slow Sat 13:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Lane Swim Med Thu 08:00,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
BodyCombat Tue 09:30,,Wickford Swim and Fitness Centre,Market Avenue,Wickford,SS12 0AG,51.6139529326577,0.518509407409737,Everyone Active
Splash Pad Sat 12:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Splash Pad Sat 14:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Splash Pad Sat 16:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Parent & Junior Sun 13:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Gym 14-15 Yrs Sun 09:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Gym 14-15 Yrs Sun 11:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Vir Bodybalance Sun 08:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Fast Wed 08:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Fast Wed 09:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Boxercise Sun 09:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Fast Wed 12:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Vir Group Cycle Sun 08:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Fast Wed 20:30,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lm Dance Sun 10:30,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Slow Wed 12:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Boxing Fitness Sun 09:00,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Lane Swim Slow Wed 20:30,,Watford Central Leisure Centre,Peace Prospect,Watford,WD17 3HA,51.660335200252,-0.404626933729559,Everyone Active
Soft Play Mon 14:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Public Skate Mon 11:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Public Skate Tue 11:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Parent & Junior Wed 14:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 11-13 Yrs Wed 15:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Public Skate Tue 17:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Intro 11-15 Yrs Wed 16:45,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Parent & Junior Wed 19:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Parent & Junior Wed 17:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Fast Tue 06:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Parent & Junior Wed 20:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Wed 09:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Wed 10:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Fast Tue 12:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Free Weights Wed 14;00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Wed 14:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Bodypump Wed 09:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Tue 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Vir BodyAttack Wed 17:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Bodypump Wed 18:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Tue 08:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Wed 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Vir R P M Wed 12:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Tue 12:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Wed 12:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Vir R P M Wed 14:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Thu 08:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Thu 11:45,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Ninja Tag Fri 16:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Skate Patch Thu 17:15,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Thu 11:45,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Family Swimming Thu 18:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Slow Thu 06:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Public Swimming Thu 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Slow Thu 11:45,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Ice Disco Fri 17:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Fast Thu 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Family Swimming Fri 19:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Pt Taster Session,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Public Swimming Fri 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Fast Thu 08:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Ninja Tag Sat 14:30,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Slow Thu 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Med Fri 15:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Slow Thu 08:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Ninja Tag Sat 14:45,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Lane Swim Slow Fri 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Parent & Junior Fri 14:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
Gym 14-15 Yrs Fri 07:00,,Lammas Leisure Centre,Lammas Road,Sutton-in-Ashfield,NG17 2AD,53.1258987999999,-1.2680679,Everyone Active
