name,activity_type,venue,address,town,postcode,latitude,longitude,provider
Stage 1 Wed 1715 Tw,,Ponds Forge Sports Centre,Sheaf Street,Sheffield City Centre,S1 2BP,53.38238,-1.46242,Everyone Active
Stage 1 7+ Wed 1745 Tw,,Ponds Forge Sports Centre,Sheaf Street,Sheffield City Centre,S1 2BP,53.38238,-1.46242,Everyone Active
Picklebal 12-15 Thu 17:00,,Hemel Hempstead Leisure Centre,Park Road,Hemel Hempstead,HP1 1JS,51.745522,-0.477252,Everyone Active
16-18 Tue 18.30 Tm,,Parklands Leisure Centre,Washbrook Lane,Wigston Road,LE2 5QG,52.5923308824238,-1.08855479021303,Everyone Active
Stage 2 Tues 16:15 Ec,,Bedworth Leisure Centre,Coventry Road,Bulkington,CV12 8NN,52.4754554325264,-1.473226117791,Everyone Active
Pickleball 7-11 Thu 16:00,,Hemel Hempstead Leisure Centre,Park Road,Hemel Hempstead,HP1 1JS,51.745522,-0.477252,Everyone Active
Athletics 7-11y Tue 10:00,,Jarman Park Athletics,Jarman Park,Hertfordshire,HP2 4JS,51.746853,-0.455408,Everyone Active
Str Cl Btrfly Thu 1115,,Hillsborough L C,Beulah Road,Sheffield,S6 2AN,53.40786,-1.49629,Everyone Active
Str Cl Breaststrk Th 1030,,Hillsborough L C,Beulah Road,Sheffield,S6 2AN,53.40786,-1.49629,Everyone Active
Str Cl Front Cra Th 0945,,Hillsborough L C,Beulah Road,Sheffield,S6 2AN,53.40786,-1.49629,Everyone Active
Cc Stage 1 (7+),,Northolt Leisure Centre,Eastcote Lane North,Northolt,UB5 4AB,51.54895899624,-0.368393999999966,Everyone Active
Bball 11-15 Mon 17:30,,Berkhamsted Leisure Centre,Lagley Meadow,Douglas Gardens,HP4 3QQ,51.764272,-0.580294,Everyone Active
Basketball 7-11 Tue 16:30,,Berkhamsted Leisure Centre,Lagley Meadow,Douglas Gardens,HP4 3QQ,51.764272,-0.580294,Everyone Active
Basketball 7-11 Tue 16:30,,Berkhamsted Leisure Centre,Lagley Meadow,Douglas Gardens,HP4 3QQ,51.764272,-0.580294,Everyone Active
Quiet Adlt Swim Mon 21:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Quiet Adlt Swim Mon 07:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Public Swimming Mon 10:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Public Swimming Mon 11:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Med Mon 12:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Slow Mon 08:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Slow Mon 12:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Barbell B Cond Tue 09:30,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Public Swimming Tue 10:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Fast Tue 07:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Med Tue 07:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Lane Swim Slow Tue 08:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Gym 11-13 Yrs Wed 16:30,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Vir R P M Wed 12:00,,Waveney Valley L C,St John`s Hill,Bungay,NR35 1PH,52.4512,1.44209,Everyone Active
Vir ShBam Tue 12:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
GP Ref Gym Tue 10:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 09:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Parent & Junior Tue 10:00,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Tue,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 13:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Parent & Junior Tue 11:00,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 15:45,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 17:45,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Gym 14-15 Yrs Tue 10:00,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Med Mon 06:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Gym 14-15 Yrs Tue 11:00,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Slow Mon 08:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Wed 10:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Wed 10:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Wed 11:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 10:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Wed 14:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 11:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Wed 16:00,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 15:45,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Fast Wed 06:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Fast Fri 06:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Med Wed 08:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Fast Fri 12:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Lane Swim Med Wed 20:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Mon,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Mon,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Mon,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Health Suite Visit Mon,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 10:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 11:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 11:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 13:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Mon 12:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Public Swimming Fri 14:30,,Whitwick & Coalville Lc,Stephenson Way ,Coalville ,LE67 3NU,52.731499,-1.37494,Everyone Active
Intro 11-15 Yrs Sat 11:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 07:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Sat 16:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Vir R P M Sat 14:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 09:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Public Swimming Sat 16:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 10:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Med Sat 17:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 11:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Sun 08:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 15:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Sun 09:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Fast Sat 18:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Aqua Aerobics Fri 11:45,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Med Sat 18:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Zumba Thu 10:15,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Fast Thu 12:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Med Thu 14:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Slow Thu 06:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Slow Thu 13:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Good Boost Thu 09:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 14:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 16:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Parent & Junior Fri 18:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Free Weights Fri 09:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Gym 14-15 Yrs Fri 15:00,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Yoga Fri 09:15,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Fast Fri 08:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Lane Swim Med Fri 08:30,,Rainham Leisure Centre,Viking Way,Rainham,RM13 9YG,51.52009,0.19339,Everyone Active
Public Swimming Tue 11:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Family Swimming Sun 14:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Tue 19:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Tue 09:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Family Swimming Sun 17:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Adult Swimming Tue 21:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Disability Swim Tue 10:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Tue 08:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Family Swimming Sun 18:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Tue 14:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Fast Tue 07:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Fast Tue 06:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Sun 13:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Tue 15:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
L B T Thu 19:15,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
U5 Fun Swimming Tue 12:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Parent & Junior Sat 08:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Gym 14-15 Yrs Thu 10:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Gym 14-15 Yrs Thu 14:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Adult Swimming Thu 21:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Quiet Adlt Swim Thu 11:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Thu 09:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Thu 14:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Gym 14-15 Yrs Wed 14:45,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Public Swimming Thu 11:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Zumba Thu 18:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Fast Thu 06:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Gym 14-15 Yrs Wed 15:30,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Fast Thu 10:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Fast Thu 11:00,,The Dunstable Centre,Court Drive,Dunstable ,LU5 4JD,51.89131,-0.52147,Everyone Active
Lane Swim Slow Wed 06:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 09:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 10:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Gym 11-13 Yrs Thu 16:15,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Aqua Aerobics Thu 20:15,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 12:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Parent & Junior Thu 12:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Vir R P M Thu 08:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 14:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Vir R P M Thu 17:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Parent & Junior Thu 14:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Yogalates Thu 19:15,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 15:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Zumba Thu 11:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Pickleball Thu 10:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Sun 15:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Public Swimming Sun 11:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Lane Swim Fast Sun 08:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Lane Swim Med Sun 08:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 06:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 07:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 07:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 08:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 12:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 17:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Fri 20:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
BodyPump Thu 18:10,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Vir R P M Thu 07:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Vir R P M Thu 13:15,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Thu 08:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Thu 15:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Thu 16:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Thu 17:30,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Sauna Visit Thu 20:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Lane Swim Med Thu 07:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Lane Swim Med Thu 08:00,,Green bank Leisure Centre,Civic Way,Swadlincote,DE11 0AD,52.773978207436414,-1.560534046588151,Everyone Active
Fam Features Sat 12:45,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Fam Features Sat 14:15,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Parent & Junior Wed 15:00,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Lane Swim Med Tue 12:30,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Zumba Tue 13:30,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Health Suite 17:00 Thu,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Lane Swim Slow Tue 06:30,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Gym 11-13 Yrs Wed 16:30,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
PT Taster Session,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
PT Taster Session,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
PT Taster Session,,North Herts L C,Baldock Road  ,Letchworth,SG6 2ER,51.977657,-0.2052,Everyone Active
Pilates Mon 09:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Wed 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir R P M Mon 09:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Med Wed 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Active Antz Mon 09:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thu 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Slow Wed 06:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thu 09:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Lane Swim Slow Wed 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thur 10:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Sat 08:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thur 10:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Gym 11-13 Yrs Thu 15:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Sat 10:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thu 15:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Gym 11-13 Yrs Thu 16:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Parent & Junior Tue 08:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thu 19:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Parent & Junior Tue 09:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir BodyPump Fri 07:30,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Sauna Visit Thu 21:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Fortis Fri 09:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Vir Bodyattack Tue 06:15,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
Family Swimming Thu 12:00,,Watford Woodside Leisure Centre,Horseshoe Lane,Garston,WD25 7HH,51.6957045,-0.391829658895517,Everyone Active
