venue_name,activity,LAD24NM,provider,n_occurrences,lat,lon
Abbey Leisure Centre,A&c 19-36m Sun 11:30 Tfb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,A&c 4-19m Sun 12:00 Tfb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad & Ch 4-18m Thu 11:00sm,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad & Ch 4-18m Tue 10:00ep,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad & Ch 4-18m Tue 11:30ep,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad &ch 19-36m Thu 11:30sm,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad &ch 19-36m Tue 09:30ep,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Ad &ch 19-36m Tue 11:00ep,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Advance Tue 19:00cb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Advanced Thu 0930sm,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beg  Mon 19:30 Aw,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beg 19:30 Cb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beg Mon 19:00 Aw,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beg Mon 20:00 Aw,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beg Wed 19:30mk,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beginner Sun14:45ld,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Beginners 13:00  Fb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Fri 19:00cb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Fri 19:30 Vg,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Thu 18:00mc,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Thu 18:30mc,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Tues 18:30 Cb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Imp Wed 19:00 Mk,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Improv Mon 18:30 Rm,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Improver Sat 1245ld,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Adult Improver Sun Ld,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Aqua Aerobics Thu 12:15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Aqua Aerobics Tue 12:15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Be A Swimmer Fri 20:00cb,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Be Water Conftue 10:30ep,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,BodyAttack Wed 09:30,Barking and Dagenham,Everyone Active,3,51.534997,0.0760014
Abbey Leisure Centre,BodyBalance Thu 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyBalance Wed 10:30,Barking and Dagenham,Everyone Active,3,51.534997,0.0760014
Abbey Leisure Centre,BodyCombat Mon 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyCombat Wed 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyPump Mon 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyPump Sat 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyPump Sun 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyPump Thu 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,BodyPump Wed 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Bodyattack Mon 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Bodyattack Sat 11:15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Bodybalance Mon 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Bodypump Tue 09:15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Boxing Fitness Sun 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Boxing Fitness Wed 20:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Cardio Eqmt Mon 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Comp Stage 8 Fri 17:45 Sm,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Comp Stage 8 Fri 18:30 Vg,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Comp Stage 8 Sat 1200 Db,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Comp Stage 8 Sun 1330ld,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Comp Stage 8 Wed 18:15cc,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Core Fitness Tue 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Fri 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Mon 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 13:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 13:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 14:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 14:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 15:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sat 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sun 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sun 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Sun 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Thu 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Tue 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Family Swimming Wed 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Forever Fit Fri 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Forever Fit Tue 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Free Weights Thu 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Functional Eqmt Wed 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Group Cycle Sat 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Group Cycle Sun 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Group Cycle Thu 17:15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Group Cycle Tue 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Fri 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Mon 16:00,Barking and Dagenham,Everyone Active,8,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Mon 17:00,Barking and Dagenham,Everyone Active,8,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Sat 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Sat 13:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Sun 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Sun 13:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Thu 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 11-13 Yrs Tue 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Fri 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Fri 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Fri 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Fri 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Mon 18:00,Barking and Dagenham,Everyone Active,8,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Mon 19:00,Barking and Dagenham,Everyone Active,14,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Mon 20:00,Barking and Dagenham,Everyone Active,8,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 13:00,Barking and Dagenham,Everyone Active,4,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 14:00,Barking and Dagenham,Everyone Active,4,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sat 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Sun 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 07:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Thu 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 07:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym 14-15 Yrs Tue 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Gym Workout,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,H I I T Fri 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,H I I T Tue 07:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,High Intensity Tue 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,High Intensity Tue 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Inclusive Swim 11:00 Fri,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Intro 11-15 Yrs Fri 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Intro 11-15 Yrs Mon 16:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Intro 11-15 Yrs Sat 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Intro 11-15 Yrs Wed 17:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Junior Gym 11-15,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Fri 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Fri 12:00,Barking and Dagenham,Everyone Active,4,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Mon 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Mon 12:00,Barking and Dagenham,Everyone Active,4,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Mon 19:00,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Sat 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Sun 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Sun 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Thu 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Tue 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Wed 06:30,Barking and Dagenham,Everyone Active,3,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Wed 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Wed 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Fast Wed 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Fri 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Fri 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Mon 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Mon 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Mon 19:00,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Sat 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Sun 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Sun 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Thu 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Tue 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Tue 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Wed 06:30,Barking and Dagenham,Everyone Active,3,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Wed 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Wed 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Med Wed 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Fri 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Fri 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Mon 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Mon 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Sun 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Thu 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Tue 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Tue 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Wed 06:30,Barking and Dagenham,Everyone Active,3,51.534997,0.0760014
Abbey Leisure Centre,Lane Swim Slow Wed 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men & Boy Fri 20:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 12:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 13:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 14:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Men Only Spa Tue 20:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Mens Swimming Tue 20:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,PT Taster Session,Barking and Dagenham,Everyone Active,8,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 07:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 11:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 12:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 13:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 14:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 19:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Fri 20:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sat 19:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 08:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 09:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 10:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 11:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 14:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 15:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 16:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 17:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Sun 18:00,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 07:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 11:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 12:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 13:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 14:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 19:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Thu 20:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 06:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 07:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 08:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 09:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 10:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 11:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 12:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 13:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 14:30,Barking and Dagenham,Everyone Active,2,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 18:30,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 19:30,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Parent & Junior Tue 20:30,Barking and Dagenham,Everyone Active,1,51.534997,0.0760014
Abbey Leisure Centre,Personal Training,Barking and Dagenham,Everyone Active,6,51.534997,0.0760014
