survey_year,borough,demographic_group,category,pct_active,pct_fairly_active,pct_inactive,respondents,weighted_base,suppress
2021-22,Redbridge,Age9,45-54,71.6,6.5,21.9,80,131.5,False
2021-22,Redbridge,Age9,55-64,65.7,18.9,15.4,66,101.6,False
2021-22,Redbridge,Age9,65-74,60.8,7.5,31.7,62,81.9,False
2021-22,Redbridge,Age9,75-84,32.4,12.4,55.1,25,37.2,True
2021-22,Redbridge,Age9,85+,26.4,41.8,31.8,12,17.4,True
2021-22,Richmond upon Thames,Age9,16-24,90.0,3.7,6.3,29,67.2,True
2021-22,Richmond upon Thames,Age9,25-34,68.0,9.0,23.0,44,79.8,False
2021-22,Richmond upon Thames,Age9,35-44,79.8,7.9,12.4,70,79.3,False
2021-22,Richmond upon Thames,Age9,45-54,90.4,2.1,7.5,109,123.9,False
2021-22,Richmond upon Thames,Age9,55-64,67.4,9.4,23.2,92,95.1,False
2021-22,Richmond upon Thames,Age9,65-74,72.5,11.3,16.2,76,88.0,False
2021-22,Richmond upon Thames,Age9,75-84,48.5,15.7,35.8,44,61.5,False
2021-22,Richmond upon Thames,Age9,85+,19.6,23.9,56.6,10,13.7,True
2021-22,Southwark,Age9,16-24,56.0,16.0,28.0,41,131.4,False
2021-22,Southwark,Age9,25-34,67.3,9.9,22.8,118,274.7,False
2021-22,Southwark,Age9,35-44,72.9,6.8,20.3,127,237.5,False
2021-22,Southwark,Age9,45-54,72.0,7.2,20.9,78,119.5,False
2021-22,Southwark,Age9,55-64,61.8,18.7,19.5,78,122.1,False
2021-22,Southwark,Age9,65-74,72.2,2.4,25.4,51,66.1,False
2021-22,Southwark,Age9,75-84,66.7,0.0,33.3,23,40.8,True
2021-22,Southwark,Age9,85+,22.3,21.9,55.9,3,7.0,True
2021-22,Sutton,Age9,16-24,67.5,6.6,25.8,30,56.6,False
2021-22,Sutton,Age9,25-34,62.3,13.8,23.9,64,88.7,False
2021-22,Sutton,Age9,35-44,60.4,9.3,30.3,112,143.3,False
2021-22,Sutton,Age9,45-54,66.2,12.1,21.8,98,106.6,False
2021-22,Sutton,Age9,55-64,64.7,14.7,20.6,90,105.5,False
2021-22,Sutton,Age9,65-74,68.3,4.6,27.1,68,61.0,False
2021-22,Sutton,Age9,75-84,55.0,6.2,38.7,44,49.6,False
2021-22,Sutton,Age9,85+,21.3,9.0,69.7,10,9.8,True
2021-22,Tower Hamlets,Age9,16-24,68.9,7.9,23.2,60,154.3,False
2021-22,Tower Hamlets,Age9,25-34,73.2,11.5,15.3,196,426.8,False
2021-22,Tower Hamlets,Age9,35-44,59.3,18.2,22.4,119,205.0,False
2021-22,Tower Hamlets,Age9,45-54,58.4,11.8,29.8,64,105.6,False
2021-22,Tower Hamlets,Age9,55-64,66.4,5.1,28.5,58,81.1,False
2021-22,Tower Hamlets,Age9,65-74,63.5,13.6,23.0,27,28.8,True
2021-22,Tower Hamlets,Age9,75-84,65.1,0.0,34.9,11,15.8,True
2021-22,Tower Hamlets,Age9,85+,0.0,0.0,100.0,2,2.1,True
2021-22,Waltham Forest,Age9,16-24,72.9,1.4,25.7,37,96.9,False
2021-22,Waltham Forest,Age9,25-34,62.6,11.5,25.9,116,217.5,False
2021-22,Waltham Forest,Age9,35-44,72.6,15.6,11.8,114,176.5,False
2021-22,Waltham Forest,Age9,45-54,55.5,7.8,36.6,85,133.7,False
2021-22,Waltham Forest,Age9,55-64,79.7,2.1,18.2,69,102.3,False
2021-22,Waltham Forest,Age9,65-74,60.5,11.6,27.9,45,50.1,False
2021-22,Waltham Forest,Age9,75-84,36.7,34.6,28.7,24,43.9,True
2021-22,Waltham Forest,Age9,85+,66.4,9.5,24.2,7,12.9,True
2021-22,Wandsworth,Age9,16-24,65.3,19.4,15.3,34,143.2,False
2021-22,Wandsworth,Age9,25-34,84.2,8.3,7.5,126,309.5,False
2021-22,Wandsworth,Age9,35-44,77.3,10.6,12.1,111,216.5,False
2021-22,Wandsworth,Age9,45-54,70.9,13.9,15.2,74,160.1,False
2021-22,Wandsworth,Age9,55-64,60.7,9.7,29.6,64,104.1,False
2021-22,Wandsworth,Age9,65-74,76.6,0.0,23.4,56,79.8,False
2021-22,Wandsworth,Age9,75-84,68.7,4.8,26.6,16,30.7,True
2021-22,Wandsworth,Age9,85+,0.0,0.0,100.0,3,6.6,True
2021-22,Westminster,Age9,16-24,67.7,16.4,15.9,52,138.5,False
2021-22,Westminster,Age9,25-34,73.1,5.8,21.1,97,186.1,False
2021-22,Westminster,Age9,35-44,74.2,7.1,18.6,79,146.3,False
2021-22,Westminster,Age9,45-54,79.3,5.3,15.4,68,100.1,False
2021-22,Westminster,Age9,55-64,74.1,7.0,18.9,92,106.2,False
2021-22,Westminster,Age9,65-74,67.0,7.9,25.1,69,109.3,False
2021-22,Westminster,Age9,75-84,61.2,8.0,30.8,37,68.8,False
2021-22,Westminster,Age9,85+,65.9,7.7,26.4,11,18.5,True
2021-22,London,Gend3,Female,62.9,11.8,25.3,8961,13831.6,False
2021-22,London,Gend3,Male,70.5,8.9,20.6,7274,13682.5,False
2021-22,London,Gend3,Other,54.9,5.5,39.7,122,221.5,False
2021-22,Barking and Dagenham,Gend3,Female,50.0,9.6,40.4,298,310.0,False
2021-22,Barking and Dagenham,Gend3,Male,63.3,5.3,31.4,220,291.8,False
2021-22,Barking and Dagenham,Gend3,Other,100.0,0.0,0.0,1,2.5,True
2021-22,Barnet,Gend3,Female,66.3,10.3,23.3,274,614.0,False
2021-22,Barnet,Gend3,Male,64.8,14.6,20.6,228,620.2,False
2021-22,Barnet,Gend3,Other,65.3,0.0,34.7,4,10.4,True
2021-22,Bexley,Gend3,Female,58.5,14.7,26.7,271,406.1,False
2021-22,Bexley,Gend3,Male,69.7,8.8,21.5,214,352.4,False
2021-22,Bexley,Gend3,Other,51.4,0.0,48.6,2,5.6,True
2021-22,Brent,Gend3,Female,52.3,13.3,34.3,257,436.9,False
2021-22,Brent,Gend3,Male,66.1,9.9,23.9,247,561.2,False
2021-22,Brent,Gend3,Other,65.6,0.0,34.4,5,8.0,True
2021-22,Bromley,Gend3,Female,70.9,7.3,21.8,264,541.1,False
2021-22,Bromley,Gend3,Male,76.5,8.1,15.4,224,493.1,False
2021-22,Bromley,Gend3,Other,58.5,0.0,41.5,3,4.7,True
2021-22,Camden,Gend3,Female,72.2,9.2,18.7,281,499.7,False
2021-22,Camden,Gend3,Male,70.0,10.1,19.9,218,400.5,False
2021-22,Camden,Gend3,Other,70.6,0.0,29.4,4,6.4,True
2021-22,City of London,Gend3,Female,21.8,18.2,60.1,114,16.2,False
2021-22,City of London,Gend3,Male,49.8,20.7,29.5,128,19.5,False
2021-22,City of London,Gend3,Other,0.0,100.0,0.0,1,0.2,True
2021-22,Croydon,Gend3,Female,60.8,16.0,23.3,281,615.9,False
2021-22,Croydon,Gend3,Male,65.8,9.7,24.6,214,557.2,False
2021-22,Croydon,Gend3,Other,0.0,0.0,100.0,1,0.9,True
2021-22,Ealing,Gend3,Female,64.1,12.0,23.9,254,537.4,False
2021-22,Ealing,Gend3,Male,69.9,10.9,19.2,226,497.3,False
2021-22,Ealing,Gend3,Other,37.8,27.7,34.4,4,4.2,True
2021-22,Enfield,Gend3,Female,54.1,13.9,32.0,285,519.3,False
2021-22,Enfield,Gend3,Male,70.4,3.0,26.6,216,471.0,False
2021-22,Enfield,Gend3,Other,33.2,66.8,0.0,5,8.7,True
2021-22,Greenwich,Gend3,Female,58.3,14.7,26.9,284,436.5,False
2021-22,Greenwich,Gend3,Male,66.3,9.9,23.8,206,421.5,False
2021-22,Greenwich,Gend3,Other,0.0,11.2,88.8,6,8.4,True
2021-22,Hackney,Gend3,Female,69.2,11.8,19.0,291,419.8,False
2021-22,Hackney,Gend3,Male,73.7,7.7,18.6,214,429.7,False
2021-22,Hackney,Gend3,Other,60.5,0.0,39.5,6,20.4,True
2021-22,Hammersmith and Fulham,Gend3,Female,69.6,7.4,23.0,291,282.5,False
2021-22,Hammersmith and Fulham,Gend3,Male,78.3,6.8,14.9,239,300.9,False
2021-22,Hammersmith and Fulham,Gend3,Other,37.5,0.0,62.5,2,1.8,True
2021-22,Haringey,Gend3,Female,64.8,9.7,25.5,278,381.7,False
2021-22,Haringey,Gend3,Male,72.9,13.4,13.7,207,419.2,False
2021-22,Haringey,Gend3,Other,4.4,0.0,95.6,4,10.1,True
2021-22,Harrow,Gend3,Female,57.0,10.4,32.5,268,364.8,False
2021-22,Harrow,Gend3,Male,67.1,8.6,24.3,243,400.9,False
2021-22,Harrow,Gend3,Other,92.2,7.8,0.0,5,15.2,True
2021-22,Havering,Gend3,Female,59.7,10.0,30.3,304,448.4,False
2021-22,Havering,Gend3,Male,65.2,11.5,23.3,209,356.9,False
2021-22,Havering,Gend3,Other,0.0,0.0,100.0,1,2.0,True
2021-22,Hillingdon,Gend3,Female,58.6,11.9,29.6,255,437.2,False
2021-22,Hillingdon,Gend3,Male,70.8,5.5,23.7,222,476.9,False
2021-22,Hillingdon,Gend3,Other,70.9,0.0,29.1,6,15.7,True
2021-22,Hounslow,Gend3,Female,54.2,10.3,35.5,274,390.2,False
2021-22,Hounslow,Gend3,Male,68.5,5.1,26.4,216,414.1,False
2021-22,Hounslow,Gend3,Other,12.6,0.0,87.4,5,5.6,True
2021-22,Islington,Gend3,Female,65.1,12.8,22.1,299,433.6,False
2021-22,Islington,Gend3,Male,78.8,9.0,12.2,212,370.4,False
2021-22,Islington,Gend3,Other,42.8,0.0,57.2,4,2.7,True
2021-22,Kensington and Chelsea,Gend3,Female,60.7,13.8,25.5,268,234.1,False
2021-22,Kensington and Chelsea,Gend3,Male,65.8,12.3,21.9,239,271.0,False
2021-22,Kensington and Chelsea,Gend3,Other,68.7,0.0,31.3,5,3.3,True
2021-22,Kingston upon Thames,Gend3,Female,72.8,10.4,16.9,272,285.6,False
2021-22,Kingston upon Thames,Gend3,Male,76.6,11.8,11.6,218,275.8,False
2021-22,Kingston upon Thames,Gend3,Other,0.0,0.0,100.0,1,1.2,True
2021-22,Lambeth,Gend3,Female,69.7,9.2,21.1,288,529.1,False
2021-22,Lambeth,Gend3,Male,68.9,8.9,22.2,210,494.7,False
2021-22,Lambeth,Gend3,Other,100.0,0.0,0.0,3,4.1,True
2021-22,Lewisham,Gend3,Female,68.4,13.2,18.4,278,465.4,False
2021-22,Lewisham,Gend3,Male,75.7,9.6,14.7,231,451.7,False
2021-22,Lewisham,Gend3,Other,82.9,0.0,17.1,6,14.1,True
2021-22,Merton,Gend3,Female,61.4,10.2,28.4,272,311.5,False
2021-22,Merton,Gend3,Male,73.2,7.3,19.6,223,306.4,False
2021-22,Merton,Gend3,Other,0.0,0.0,100.0,1,5.1,True
2021-22,Newham,Gend3,Female,55.5,13.4,31.1,253,450.9,False
2021-22,Newham,Gend3,Male,69.7,8.3,22.0,239,586.9,False
2021-22,Newham,Gend3,Other,42.4,5.8,51.8,8,15.6,True
2021-22,Redbridge,Gend3,Female,54.3,15.4,30.3,269,460.5,False
2021-22,Redbridge,Gend3,Male,72.0,7.6,20.4,228,463.1,False
2021-22,Richmond upon Thames,Gend3,Female,73.6,10.1,16.3,265,312.7,False
2021-22,Richmond upon Thames,Gend3,Male,76.1,6.7,17.2,207,289.0,False
2021-22,Richmond upon Thames,Gend3,Other,25.7,7.1,67.2,5,10.5,True
2021-22,Southwark,Gend3,Female,63.9,11.5,24.6,284,493.8,False
2021-22,Southwark,Gend3,Male,69.8,8.4,21.8,232,500.4,False
