id,name,activity,price,location_name,street,locality,postcode,latitude,longitude,price_imputed,activity_type,borough,price_gbp,session_id,provider_group,source_operator,activity_raw,is_free,start_time,end_time,days_of_week,session_count,is_online,url,n_occurrences,street_address,first_session_id,unified_id
activity_recurrence_group:11799,Core Conditioning,"Core Stability, Abs/Core, Group Exercise",9.85,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,"Core Stability, Abs/Core, Group Exercise",Brixton,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:11799
activity_recurrence_group:12732,Power Pump,Pump Fx,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Pump Fx,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:12732
activity_recurrence_group:13368,Power Pump,Pump Fx,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Pump Fx,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:13368
activity_recurrence_group:12735,Functional Fitness,Functional Fitness,4.0,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Functional Fitness,Brixton,4.0,,,,,False,,,,,,,,,,activity_recurrence_group:12735
activity_recurrence_group:11754,Body Conditioning,Body Conditioning,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Body Conditioning,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:11754
activity_recurrence_group:11760,Pilates,Pilates,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Pilates,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:11760
activity_recurrence_group:12737,"Legs, Bums and Tums",Legs Bums And Tums,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Legs Bums And Tums,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:12737
activity_recurrence_group:12794,Group Cycle,Indoor Cycling,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Indoor Cycling,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:12794
activity_recurrence_group:11764,Dance Fitness,"Dance Fitness, Group Exercise",9.85,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,"Dance Fitness, Group Exercise",Brixton,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:11764
activity_recurrence_group:11761,Pilates,Pilates,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Pilates,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:11761
activity_recurrence_group:13690,Combat,Body Combat™,10.0,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Body Combat™,Brixton,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:13690
activity_recurrence_group:1810,Body Conditioning,Body Conditioning,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Body Conditioning,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:1810
activity_recurrence_group:6128,HIIT,HIIT,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,HIIT,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:6128
activity_recurrence_group:4692,Group Cycle,Indoor Cycling,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Indoor Cycling,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:4692
activity_recurrence_group:13844,"Legs, Bums and Tums",Legs Bums And Tums,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Legs Bums And Tums,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:13844
activity_recurrence_group:12615,Pilates,Pilates,9.4,Herne Hill Lifestyle Centre,Ferndene Rd,Brixton,SE24 0AG,51.460666,-0.09653,False,Pilates,Brixton,9.4,,,,,False,,,,,,,,,,activity_recurrence_group:12615
activity_recurrence_group:12924,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:12924
activity_recurrence_group:2207,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:2207
activity_recurrence_group:2237,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:2237
activity_recurrence_group:2240,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:2240
activity_recurrence_group:2242,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:2242
activity_recurrence_group:6778,Group Cycle,Indoor Cycling,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Indoor Cycling,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:6778
activity_recurrence_group:20177,Mindfulness Basics,Group Exercise,10.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,Group Exercise,Crystal Palace,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:20177
activity_recurrence_group:2248,Aqua Aerobics,Aqua Aerobics,12.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Aqua Aerobics,Clapham,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:2248
activity_recurrence_group:2251,Aqua Aerobics,Aqua Aerobics,12.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Aqua Aerobics,Clapham,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:2251
activity_recurrence_group:3371,Aqua Aerobics,Aqua Aerobics,12.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Aqua Aerobics,Clapham,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:3371
activity_recurrence_group:7105,Aqua Aerobics,Aqua Aerobics,12.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Aqua Aerobics,Clapham,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:7105
activity_recurrence_group:21807,Aerobics Basics,Aerobics,10.0,Britannia Leisure Centre,Pitfield Street,London,N1 5FT,51.534244152029,-0.082955257571105,False,Aerobics,London,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:21807
activity_recurrence_group:11227,Adult Swimming Lessons - Beginner/Improver 60+,Swimming Lessons,13.0,Forest Hill Pools,Dartmouth Road,Forest Hill,SE23 3HZ,51.436578,-0.055175,True,Swimming Lessons,Forest Hill,13.0,,,,,False,,,,,,,,,,activity_recurrence_group:11227
activity_recurrence_group:13177,Active for Life - Swimming for Disabled Adults,Swimming,0.0,Kensington Leisure Centre,Silchester Road,Kensington,W10 6EX,51.5114309,-0.2121396,False,Swimming,Kensington,0.0,,,,,True,,,,,,,,,,activity_recurrence_group:13177
activity_recurrence_group:13179,Active for Life - Women Only Power and Pump,Group Exercise,0.0,Kensington Leisure Centre,Silchester Road,Kensington,W10 6EX,51.5114309,-0.2121396,False,Group Exercise,Kensington,0.0,,,,,True,,,,,,,,,,activity_recurrence_group:13179
activity_recurrence_group:24900,Zumba,Zumba®,7.3,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,Zumba®,Crystal Palace,7.3,,,,,False,,,,,,,,,,activity_recurrence_group:24900
activity_recurrence_group:9481,Swim for 60+,Swimming,5.15,The Eltham Centre,2 Archery Road,Eltham,SE9 1HA,51.4515,0.057367,True,Swimming,Eltham,5.15,,,,,False,,,,,,,,,,activity_recurrence_group:9481
activity_recurrence_group:10260,Strength and Conditioning Junior,Body Conditioning,10.0,Better Gym Bexleyheath,315-321 Broadway,Bexleyheath,DA6 8DT,51.4578009,0.1330229,False,Body Conditioning,Bexleyheath,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:10260
activity_recurrence_group:19670,Group Cycle,Indoor Cycling,10.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,Indoor Cycling,Crystal Palace,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:19670
activity_recurrence_group:10159,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:10159
activity_recurrence_group:128,Yoga,"Hatha Yoga, Yoga",12.0,Better Gym Walthamstow Stadium,"The Tote Building, Chingford Road",Chingford,E4 8SJ,51.60359,-0.016266,False,"Hatha Yoga, Yoga",Chingford,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:128
activity_recurrence_group:13665,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:13665
activity_recurrence_group:2212,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:2212
activity_recurrence_group:2213,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:2213
activity_recurrence_group:2216,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:2216
activity_recurrence_group:3011,Yoga,"Hatha Yoga, Yoga",10.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,"Hatha Yoga, Yoga",Crystal Palace,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:3011
activity_recurrence_group:3285,Yoga,"Hatha Yoga, Yoga",10.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,"Hatha Yoga, Yoga",Crystal Palace,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:3285
activity_recurrence_group:8338,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:8338
activity_recurrence_group:8555,Yoga,"Hatha Yoga, Yoga",9.85,West Norwood Health and Leisure Centre,25 Devane Way,West Norwood,SE27 0DF,51.4315858,-0.105045,False,"Hatha Yoga, Yoga",West Norwood,9.85,,,,,False,,,,,,,,,,activity_recurrence_group:8555
activity_recurrence_group:18516,Squash League,Squash,10.65,Oasis Sport Centre,32 Endell Street,Camden,WC2H 9AG,51.5157,-0.125887,False,Squash,Camden,10.65,,,,,False,,,,,,,,,,activity_recurrence_group:18516
activity_recurrence_group:10149,Circuit Training,Circuit Training,12.0,Better Gym Sidcup,34 Sidcup High Street,Sidcup,DA14 6EH,51.4257366,0.1039245,False,Circuit Training,Sidcup,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:10149
activity_recurrence_group:10886,Strength and Conditioning Junior,Body Conditioning,10.0,Better Gym Sidcup,34 Sidcup High Street,Sidcup,DA14 6EH,51.4257366,0.1039245,False,Body Conditioning,Sidcup,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:10886
activity_recurrence_group:18392,Swim for 60+,Swimming,6.2,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,True,Swimming,Wimbledon,6.2,,,,,False,,,,,,,,,,activity_recurrence_group:18392
activity_recurrence_group:27354,Body Conditioning,Body Conditioning,12.0,Better Gym Sidcup,34 Sidcup High Street,Sidcup,DA14 6EH,51.4257366,0.1039245,False,Body Conditioning,Sidcup,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:27354
activity_recurrence_group:11622,Pilates Basics,Pilates,10.0,Kensington Leisure Centre,Silchester Road,Kensington,W10 6EX,51.5114309,-0.2121396,False,Pilates,Kensington,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:11622
activity_recurrence_group:7503,Pilates Basics,Pilates,10.0,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,False,Pilates,Clapham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:7503
activity_recurrence_group:27626,Walking Netball - Beginners,Walking Netball,2.5,Leatherhead Leisure Centre,Guildford Road,Leatherhead,KT22 9BL,51.29019567250066,-0.3335967448402364,False,Walking Netball,Leatherhead,2.5,,,,,False,,,,,,,,,,activity_recurrence_group:27626
activity_recurrence_group:7491,Functional Fitness,Functional Fitness,10.0,Oasis Sport Centre,32 Endell Street,Camden,WC2H 9AG,51.5157,-0.125887,False,Functional Fitness,Camden,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:7491
activity_recurrence_group:2510,Group Cycle,Indoor Cycling,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Indoor Cycling,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:2510
activity_recurrence_group:6850,HIIT,HIIT,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,HIIT,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:6850
activity_recurrence_group:7270,Dance Fitness,"Dance Fitness, Group Exercise",14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,"Dance Fitness, Group Exercise",Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:7270
activity_recurrence_group:1633,Yoga,"Hatha Yoga, Yoga",14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,"Hatha Yoga, Yoga",Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:1633
activity_recurrence_group:3601,Pilates,Pilates,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Pilates,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:3601
activity_recurrence_group:27310,Aqua Aerobics,Aqua Aerobics,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Aqua Aerobics,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:27310
activity_recurrence_group:3006,Aqua Aerobics,Aqua Aerobics,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Aqua Aerobics,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:3006
activity_recurrence_group:20174,HIIT,HIIT,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,HIIT,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:20174
activity_recurrence_group:1630,Dance Fitness,"Dance Fitness, Group Exercise",14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,"Dance Fitness, Group Exercise",Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:1630
activity_recurrence_group:5895,Power Pump,Pump Fx,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Pump Fx,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:5895
activity_recurrence_group:2509,Group Cycle,Indoor Cycling,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Indoor Cycling,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:2509
activity_recurrence_group:1627,Body Conditioning,Body Conditioning,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Body Conditioning,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:1627
activity_recurrence_group:1628,Fit Beats,Dance Fitness,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Dance Fitness,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:1628
activity_recurrence_group:18441,Yoga,"Hatha Yoga, Yoga",14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,"Hatha Yoga, Yoga",Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:18441
activity_recurrence_group:1635,Yoga,"Hatha Yoga, Yoga",14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,"Hatha Yoga, Yoga",Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:1635
activity_recurrence_group:12500,Group Cycle,Indoor Cycling,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Indoor Cycling,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:12500
activity_recurrence_group:12502,"Legs, Bums and Tums",Legs Bums And Tums,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Legs Bums And Tums,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:12502
activity_recurrence_group:28406,Virtual Group Cycle,Indoor Cycling,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Indoor Cycling,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:28406
activity_recurrence_group:24412,Power Pump,Pump Fx,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Pump Fx,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:24412
activity_recurrence_group:29058,Social Football,Football,10.75,Sobell Leisure Centre,Hornsey Road,Islington,N7 7NY,51.5591117,-0.1118816,False,Football,Islington,10.75,,,,,False,,,,,,,,,,activity_recurrence_group:29058
activity_recurrence_group:29210,Inclusive Swim,Swimming,2.6,East Ham Leisure Centre,"East Ham Leisure Centre, 324 Barking Road",East Ham,E6 2RT,51.532398,0.056572,False,Swimming,East Ham,2.6,,,,,False,,,,,,,,,,activity_recurrence_group:29210
activity_recurrence_group:13236,Aqua Aerobics Basics,Aqua Aerobics,10.0,The Eltham Centre,2 Archery Road,Eltham,SE9 1HA,51.4515,0.057367,False,Aqua Aerobics,Eltham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:13236
activity_recurrence_group:14683,Group Cycle,Indoor Cycling,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Indoor Cycling,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:14683
activity_recurrence_group:30034,Body Conditioning Basics,Body Conditioning,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Body Conditioning,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:30034
activity_recurrence_group:29063,Chair Based Exercise ( Client Funded ),General Fitness for Older Adults,0.0,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,True,General Fitness for Older Adults,Wimbledon,0.0,,,,,True,,,,,,,,,,activity_recurrence_group:29063
activity_recurrence_group:27875,Junior Athletics Drop In,Athletics,2.8,Waltham Forest Feel Good Centre,170 Chingford Road,London,E17 5AA,51.5955114,-0.0137085,False,Athletics,London,2.8,,,,,False,,,,,,,,,,activity_recurrence_group:27875
activity_recurrence_group:5975,Adult Trampolining Drop In,Trampolining,15.0,Talacre Community Sports Centre,New Dalby Street,Kentish Town,NW5 3AF,51.547056,-0.147121,False,Trampolining,Kentish Town,15.0,,,,,False,,,,,,,,,,activity_recurrence_group:5975
activity_recurrence_group:30460,"Legs, Bums and Tums",Legs Bums And Tums,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Legs Bums And Tums,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:30460
activity_recurrence_group:30554,HIIT,HIIT,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,HIIT,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:30554
activity_recurrence_group:27370,HIIT,HIIT,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,HIIT,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:27370
activity_recurrence_group:3021,Body Conditioning,Body Conditioning,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Body Conditioning,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:3021
activity_recurrence_group:25085,Parent and Toddler Gymnastics 45mins (Talacre),Gymnastics,7.6,Talacre Community Sports Centre,New Dalby Street,Kentish Town,NW5 3AF,51.547056,-0.147121,False,Gymnastics,Kentish Town,7.6,,,,,False,,,,,,,,,,activity_recurrence_group:25085
activity_recurrence_group:22118,"Legs, Bums and Tums",Legs Bums And Tums,8.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,Legs Bums And Tums,Crystal Palace,8.0,,,,,False,,,,,,,,,,activity_recurrence_group:22118
activity_recurrence_group:31147,Yoga,"Hatha Yoga, Yoga",10.0,Crystal Palace National Sports Centre,Ledrington Rd,Crystal Palace,SE19 2BB,51.4189989,-0.0677686,False,"Hatha Yoga, Yoga",Crystal Palace,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:31147
activity_recurrence_group:24390,Tennis Drop In,Tennis,10.0,Waltham Forest Feel Good Centre,170 Chingford Road,London,E17 5AA,51.5955114,-0.0137085,False,Tennis,London,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:24390
activity_recurrence_group:17155,Family Fun Swim,Swimming,6.2,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Swimming,Wimbledon,6.2,,,,,False,,,,,,,,,,activity_recurrence_group:17155
activity_recurrence_group:6079,Boxfit,Boxfit,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Boxfit,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:6079
activity_recurrence_group:12414,Group Cycle,Indoor Cycling,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Indoor Cycling,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:12414
activity_recurrence_group:14580,Body Conditioning,Body Conditioning,14.45,Wimbledon Leisure Centre & Spa,Latimer Road,Wimbledon,SW19 1EW,51.4201,-0.192422,False,Body Conditioning,Wimbledon,14.45,,,,,False,,,,,,,,,,activity_recurrence_group:14580
activity_recurrence_group:3077,Pilates,Pilates,14.8,Copper Box Arena,Copper Street,Stratford,E20 3HB,51.5446,-0.021522,False,Pilates,Stratford,14.8,,,,,False,,,,,,,,,,activity_recurrence_group:3077
activity_recurrence_group:31828,Pilates Basics,Pilates,10.0,The Eltham Centre,2 Archery Road,Eltham,SE9 1HA,51.4515,0.057367,False,Pilates,Eltham,10.0,,,,,False,,,,,,,,,,activity_recurrence_group:31828
activity_recurrence_group:18123,Adult Swimming Lessons - Beginner/Improver 60+,Swimming Lessons,13.0,Highbury Leisure Centre,Highbury Crescent,Islington,N5 1RR,51.5477,-0.103269,True,Swimming Lessons,Islington,13.0,,,,,False,,,,,,,,,,activity_recurrence_group:18123
activity_recurrence_group:31877,Functional Fitness,Functional Fitness,16.0,Lee Valley Ice Centre,Lea Bridge Road,Leyton,E10 7QL,51.56365,-0.04565,False,Functional Fitness,Leyton,16.0,,,,,False,,,,,,,,,,activity_recurrence_group:31877
activity_recurrence_group:31883,Power Pump,Pump Fx,16.0,Lee Valley Ice Centre,Lea Bridge Road,Leyton,E10 7QL,51.56365,-0.04565,False,Pump Fx,Leyton,16.0,,,,,False,,,,,,,,,,activity_recurrence_group:31883
activity_recurrence_group:31884,Pilates,Pilates,16.0,Lee Valley Ice Centre,Lea Bridge Road,Leyton,E10 7QL,51.56365,-0.04565,False,Pilates,Leyton,16.0,,,,,False,,,,,,,,,,activity_recurrence_group:31884
activity_recurrence_group:14694,"Legs, Bums and Tums",Legs Bums And Tums,12.0,Better Gym Walthamstow Stadium,"The Tote Building, Chingford Road",Chingford,E4 8SJ,51.60359,-0.016266,False,Legs Bums And Tums,Chingford,12.0,,,,,False,,,,,,,,,,activity_recurrence_group:14694
activity_recurrence_group:2244,Power Pump,Pump Fx,11.1,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,True,Pump Fx,Clapham,11.1,,,,,False,,,,,,,,,,activity_recurrence_group:2244
activity_recurrence_group:2245,Power Pump,Pump Fx,11.1,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,True,Pump Fx,Clapham,11.1,,,,,False,,,,,,,,,,activity_recurrence_group:2245
activity_recurrence_group:6342,Power Pump,Pump Fx,11.1,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,True,Pump Fx,Clapham,11.1,,,,,False,,,,,,,,,,activity_recurrence_group:6342
activity_recurrence_group:9892,Dance Fitness,"Dance Fitness, Group Exercise",11.1,Clapham Leisure Centre,141 Clapham Manor Street,Clapham,SW4 6DB,51.4636506,-0.134583,True,"Dance Fitness, Group Exercise",Clapham,11.1,,,,,False,,,,,,,,,,activity_recurrence_group:9892
activity_recurrence_group:31933,"Legs, Bums and Tums",Legs Bums And Tums,16.0,Lee Valley Ice Centre,Lea Bridge Road,Leyton,E10 7QL,51.56365,-0.04565,False,Legs Bums And Tums,Leyton,16.0,,,,,False,,,,,,,,,,activity_recurrence_group:31933
