survey_year,geography_level,borough,demographic_group,category,pct_active,pct_fairly_active,pct_inactive,respondents,weighted_base,suppress,source_file
2016-17,borough,Barking and Dagenham,Age9,16-24,52.3699649601172,13.032440047439417,34.59759499244336,89.0,92.12841898645469,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,25-34,49.69682558401598,16.026466424610494,34.276707991373534,174.0,151.48053828911634,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,35-44,54.42473849301099,19.630295117259752,25.94496638972928,237.0,160.4157365740059,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,45-54,56.80993997972007,13.016636903503152,30.173423116776764,157.0,112.23997943057066,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,55-64,42.01647746764015,12.647743403897243,45.3357791284626,134.0,71.80894376892783,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,65-74,38.641381979925995,18.91772845621063,42.44088956386339,96.0,38.76586106403663,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,75-84,18.840849956719307,18.747560402884623,62.4115896403961,50.0,25.30407796864832,False,surveydata1617.sav
2016-17,borough,Barking and Dagenham,Age9,85+,20.076023098413454,36.13314737470186,43.790829526884686,9.0,4.183710409356448,True,surveydata1617.sav
2016-17,borough,Barnet,Age9,16-24,56.10488529481905,10.533611792390683,33.36150291279025,74.0,190.80498150914403,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,25-34,63.42422790278213,8.623869460216104,27.95190263700177,145.0,253.43017812840358,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,35-44,62.49378584706942,14.167399379162301,23.33881477376828,217.0,279.47648971658805,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,45-54,58.51434985670365,17.896164489691515,23.589485653604847,159.0,190.92335400602656,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,55-64,59.48470705180859,12.210383370224882,28.3049095779665,148.0,152.29910790396855,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,65-74,56.40283782237143,12.452886198025968,31.144275979602597,156.0,127.9691109778464,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,75-84,27.815641883353948,9.167222023716585,63.01713609292945,77.0,102.29106002890333,False,surveydata1617.sav
2016-17,borough,Barnet,Age9,85+,19.096945900752196,12.229060503812146,68.67399359543566,17.0,24.859927066331235,True,surveydata1617.sav
2016-17,borough,Bexley,Age9,16-24,61.18327576417462,21.765091463032647,17.05163277279274,31.0,108.03684723687773,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,25-34,62.02327429044113,18.569290219164404,19.407435490394455,75.0,148.12597810671568,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,35-44,50.17310672609272,21.09720446142224,28.729688812485044,92.0,157.00577214873718,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,45-54,66.81259625652687,17.29653534038264,15.89086840309048,91.0,161.0641816559688,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,55-64,63.85287034183092,5.084284983033995,31.062844675135093,81.0,122.41516685063178,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,65-74,46.983267491090885,19.956584366774756,33.06014814213435,73.0,80.39256053501371,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,75-84,34.10528188136715,19.832068474735635,46.06264964389721,37.0,60.97153563395671,False,surveydata1617.sav
2016-17,borough,Bexley,Age9,85+,31.137724648723598,18.5923719068733,50.2699034444031,9.0,13.052642459637145,True,surveydata1617.sav
2016-17,borough,Brent,Age9,16-24,68.98385579624497,16.745090041887302,14.271054161867724,49.0,183.54958644259858,False,surveydata1617.sav
2016-17,borough,Brent,Age9,25-34,47.64038235903805,9.503893772066103,42.855723868895865,90.0,274.78228310349056,False,surveydata1617.sav
2016-17,borough,Brent,Age9,35-44,59.65301557176531,4.774690460048168,35.57229396818652,110.0,251.3940855302764,False,surveydata1617.sav
2016-17,borough,Brent,Age9,45-54,69.2335220208747,9.040948476294563,21.725529502830728,71.0,154.2471869794414,False,surveydata1617.sav
2016-17,borough,Brent,Age9,55-64,46.38953057834991,17.40123874096912,36.20923068068096,68.0,112.4496879418522,False,surveydata1617.sav
2016-17,borough,Brent,Age9,65-74,44.21951442973312,15.785337460191299,39.99514811007558,59.0,88.59238969462152,False,surveydata1617.sav
2016-17,borough,Brent,Age9,75-84,57.09554757270459,7.776184254007629,35.1282681732878,25.0,47.53310126703226,True,surveydata1617.sav
2016-17,borough,Brent,Age9,85+,0.0,67.94534998208083,32.05465001791919,3.0,6.744907224224141,True,surveydata1617.sav
2016-17,borough,Bromley,Age9,16-24,87.99261922228058,11.201058244603127,0.8063225331162981,25.0,119.82327995207368,True,surveydata1617.sav
2016-17,borough,Bromley,Age9,25-34,70.07267834072242,6.7810086963327105,23.14631296294487,74.0,199.89474370772675,False,surveydata1617.sav
2016-17,borough,Bromley,Age9,35-44,71.43947638327569,15.057336742147779,13.503186874576514,99.0,224.79144903358355,False,surveydata1617.sav
2016-17,borough,Bromley,Age9,45-54,73.49799568955207,7.489873305704845,19.012131004743075,84.0,201.7667987306476,False,surveydata1617.sav
2016-17,borough,Bromley,Age9,55-64,70.83756321211884,8.113012334149982,21.049424453731184,80.0,180.2996750595211,False,surveydata1617.sav
2016-17,borough,Bromley,Age9,65-74,66.4962769931074,19.978083048845807,13.525639958046803,87.0,124.97419174583413,False,surveydata1617.sav
2016-17,borough,Bromley,Age9,75-84,26.350846554303963,17.772078026347522,55.87707541934851,28.0,59.754211310191145,True,surveydata1617.sav
2016-17,borough,Bromley,Age9,85+,16.615327598606704,9.659720692263546,73.72495170912974,14.0,23.93848387274747,True,surveydata1617.sav
2016-17,borough,Camden,Age9,16-24,67.2424853845293,12.094899359500006,20.662615255970692,58.0,197.59088875512037,False,surveydata1617.sav
2016-17,borough,Camden,Age9,25-34,75.53673030810842,16.22292690565952,8.240342786232095,102.0,224.23180399813126,False,surveydata1617.sav
2016-17,borough,Camden,Age9,35-44,85.43581041075437,2.0189023225342955,12.545287266711316,62.0,91.50667035780909,False,surveydata1617.sav
2016-17,borough,Camden,Age9,45-54,77.00681516691849,14.647402026565572,8.345782806515945,94.0,137.4060583625253,False,surveydata1617.sav
2016-17,borough,Camden,Age9,55-64,80.7508685864192,7.330998681142925,11.918132732437856,68.0,90.47570442743191,False,surveydata1617.sav
2016-17,borough,Camden,Age9,65-74,67.46509324349597,13.493718238683048,19.041188517820967,68.0,82.63633667459104,False,surveydata1617.sav
2016-17,borough,Camden,Age9,75-84,39.84109542545576,26.992375841422668,33.166528733121545,18.0,29.091232664090505,True,surveydata1617.sav
2016-17,borough,Camden,Age9,85+,27.427315703204762,9.73809082265439,62.83459347414085,17.0,25.663666570274785,True,surveydata1617.sav
2016-17,borough,City of London,Age9,16-24,51.129021502993496,38.39398294946874,10.476995547537744,15.0,3.8535130374361426,True,surveydata1617.sav
2016-17,borough,City of London,Age9,25-34,75.1394919403249,9.568361910494213,15.292146149180926,44.0,8.975523167896858,False,surveydata1617.sav
2016-17,borough,City of London,Age9,35-44,84.27160770000263,4.684609931838075,11.043782368159283,40.0,6.378826672417553,False,surveydata1617.sav
2016-17,borough,City of London,Age9,45-54,64.4465688470072,17.0747414263188,18.478689726674,46.0,5.28247526565016,False,surveydata1617.sav
2016-17,borough,City of London,Age9,55-64,84.05850206616687,8.229276444401384,7.712221489431757,40.0,3.892418349557306,False,surveydata1617.sav
2016-17,borough,City of London,Age9,65-74,62.05755732563294,10.86485893327503,27.077583741092027,45.0,5.3037080297868275,False,surveydata1617.sav
2016-17,borough,City of London,Age9,75-84,40.72220330711803,36.42744407561417,22.85035261726782,12.0,1.606837898849317,True,surveydata1617.sav
2016-17,borough,City of London,Age9,85+,0.0,32.78217466475943,67.21782533524056,5.0,0.968673696459829,True,surveydata1617.sav
2016-17,borough,Croydon,Age9,16-24,65.07448504814919,14.53218162570232,20.39333332614849,35.0,159.17290684781543,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,25-34,76.43948010681305,9.928342473609272,13.632177419577662,79.0,209.45990939115546,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,35-44,66.55560886103851,14.427409153442463,19.01698198551904,102.0,238.4610790880979,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,45-54,56.06997587749295,20.01719573170612,23.912828390800954,87.0,196.47589793656297,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,55-64,70.7402162089658,8.478980627762127,20.780803163272065,69.0,163.20068935942044,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,65-74,51.09937647078151,22.197771554017404,26.702851975201074,83.0,133.623916036468,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,75-84,33.3404020759207,22.253142470316455,44.40645545376287,30.0,95.16661334402498,False,surveydata1617.sav
2016-17,borough,Croydon,Age9,85+,30.170438243054143,2.176384568777619,67.65317718816823,9.0,40.14341204633432,True,surveydata1617.sav
2016-17,borough,Ealing,Age9,16-24,73.98508424618213,6.502444323759011,19.51247143005885,51.0,199.3091394764373,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,25-34,51.463217540846564,18.587305488998236,29.949476970155185,76.0,258.5895706716217,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,35-44,41.03073289597979,9.552029998473479,49.41723710554673,96.0,181.76057788530045,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,45-54,57.839300975019924,19.289684861351635,22.871014163628438,91.0,165.26153026409926,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,55-64,49.82664078905971,13.832343761788419,36.34101544915187,66.0,119.37642029723058,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,65-74,48.82284749575118,20.139116604251583,31.038035899997258,71.0,113.7371401178861,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,75-84,42.35915858601975,24.848606980733166,32.79223443324709,30.0,61.312026192058305,False,surveydata1617.sav
2016-17,borough,Ealing,Age9,85+,41.977838937722474,12.934004092866333,45.08815696941121,6.0,10.450788883145663,True,surveydata1617.sav
2016-17,borough,Enfield,Age9,16-24,63.325577860032055,9.629715605193434,27.044706534774548,85.0,171.54390052429434,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,25-34,53.38774784883063,10.395825286879164,36.2164268642902,115.0,185.87666806150227,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,35-44,60.738144062003855,16.422592001007487,22.839263936988658,187.0,184.8176329127799,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,45-54,60.57472560887378,8.61016628401795,30.815108107108273,192.0,197.58726713129255,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,55-64,61.536352654486436,9.87634031742426,28.587307028089302,174.0,170.2460505077933,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,65-74,52.02273721167992,17.623984587138743,30.35327820118134,144.0,104.9417693513974,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,75-84,45.53917215376686,16.946642559553393,37.51418528667975,66.0,71.62841614306856,False,surveydata1617.sav
2016-17,borough,Enfield,Age9,85+,42.92617915316438,8.137995747434475,48.93582509940118,21.0,17.956376686155515,True,surveydata1617.sav
2016-17,borough,Greenwich,Age9,16-24,72.93781636267921,17.58467873624748,9.477504901073292,85.0,140.1495438916538,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,25-34,67.48931869221421,14.91300182150763,17.59767948627816,195.0,221.56205352475652,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,35-44,67.29249574701316,10.96180160321068,21.745702649776145,240.0,203.69183902563887,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,45-54,54.367351961069396,12.651634526753874,32.9810135121767,148.0,142.7671128994378,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,55-64,55.73354647547815,11.849349384754563,32.417104139767275,137.0,115.77212148806713,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,65-74,59.38466852720353,13.39386139222343,27.221470080573035,121.0,64.60876176264114,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,75-84,39.72567952296969,7.067515245156426,53.206805231873886,41.0,32.22626754131578,False,surveydata1617.sav
2016-17,borough,Greenwich,Age9,85+,16.384276857252377,0.0,83.61572314274761,9.0,6.958939418238666,True,surveydata1617.sav
2016-17,borough,Hackney,Age9,16-24,59.22433711525058,19.42737123114413,21.348291653605305,31.0,92.7239865869959,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,25-34,84.78700195487548,4.884457590549676,10.328540454574812,136.0,310.87745158587217,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,35-44,69.62924037209005,10.031596910211425,20.3391627176985,102.0,174.36157326822118,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,45-54,68.54476504480222,15.153316556821677,16.30191839837611,99.0,194.73631757214747,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,55-64,52.08590749045757,13.211680079020738,34.702412430521676,55.0,79.72228796138329,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,65-74,76.14826531851932,2.7513439598036125,21.10039072167708,38.0,41.66130993370445,False,surveydata1617.sav
2016-17,borough,Hackney,Age9,75-84,32.04177170229593,12.443986734596544,55.51424156310753,11.0,18.020772222508924,True,surveydata1617.sav
2016-17,borough,Hackney,Age9,85+,0.0,0.0,100.0,1.0,1.5223236908045288,True,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,16-24,84.05201341172938,5.455933974684606,10.49205261358604,34.0,89.06960403610654,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,25-34,73.93916777546865,8.56565050280229,17.495181721729054,110.0,179.64317845420797,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,35-44,79.26320741153368,6.390612288731266,14.346180299735046,89.0,87.98456384922956,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,45-54,75.90382440197892,4.013662334606312,20.082513263414764,97.0,111.70367016027774,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,55-64,66.91943747774059,15.728488611074582,17.352073911184814,64.0,60.314959489620534,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,65-74,56.79533884623284,15.73217265989324,27.47248849387392,55.0,59.37320243243438,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,75-84,27.40716136940515,24.057220030160796,48.535618600434056,31.0,42.29195095867948,False,surveydata1617.sav
2016-17,borough,Hammersmith and Fulham,Age9,85+,18.1026167075653,49.26833946443525,32.62904382799945,4.0,4.8288355295615535,True,surveydata1617.sav
2016-17,borough,Haringey,Age9,16-24,63.96393837314528,10.044538824396984,25.991522802457755,72.0,113.37299103062061,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,25-34,66.7614123147748,12.672372546506733,20.566215138718487,191.0,260.60722221152594,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,35-44,69.30030566332786,10.374418899781231,20.325275436890898,209.0,198.99879599858903,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,45-54,61.44872592920514,16.40154383673858,22.149730234056275,173.0,148.67261239557268,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,55-64,64.36221202814927,12.98897003820536,22.648817933645358,158.0,98.9679446289826,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,65-74,64.28221114979983,12.462004366686243,23.255784483513924,123.0,79.99099476644444,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,75-84,49.0406182028247,17.277828079589447,33.68155371758584,53.0,46.12531360365721,False,surveydata1617.sav
2016-17,borough,Haringey,Age9,85+,36.8873807927976,0.0,63.1126192072024,3.0,5.731555376449424,True,surveydata1617.sav
2016-17,borough,Harrow,Age9,16-24,63.05099786072385,21.655352625454334,15.293649513821816,53.0,183.82823170167987,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,25-34,53.552295663026364,11.132208666804804,35.31549567016884,53.0,130.9209069479945,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,35-44,48.55656233513703,22.521768541481624,28.921669123381378,92.0,150.9136286235837,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,45-54,58.377908415875524,13.30727263423961,28.314818949884852,85.0,153.71844421657258,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,55-64,45.28208173686278,9.54255727620931,45.17536098692789,76.0,83.18760667693914,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,65-74,48.59836918414241,19.6631313999837,31.73849941587387,77.0,92.07734795068556,False,surveydata1617.sav
2016-17,borough,Harrow,Age9,75-84,39.95563121939889,10.154305558734263,49.89006322186684,29.0,48.864786731550055,True,surveydata1617.sav
2016-17,borough,Harrow,Age9,85+,14.70170425390403,21.872779156487322,63.42551658960868,12.0,17.259565385271756,True,surveydata1617.sav
2016-17,borough,Havering,Age9,16-24,68.4803885048849,15.792115325117093,15.727496169997993,26.0,69.01561130861295,True,surveydata1617.sav
2016-17,borough,Havering,Age9,25-34,63.257781718740624,10.652945010373948,26.08927327088544,61.0,141.4227341192856,False,surveydata1617.sav
2016-17,borough,Havering,Age9,35-44,63.1563273281483,8.914217144294115,27.92945552755757,69.0,144.09690982045694,False,surveydata1617.sav
2016-17,borough,Havering,Age9,45-54,73.22118343919765,13.041859141524867,13.736957419277484,95.0,184.78130708220598,False,surveydata1617.sav
2016-17,borough,Havering,Age9,55-64,37.5156755721415,23.00329753786717,39.481026889991334,85.0,125.19132502409836,False,surveydata1617.sav
2016-17,borough,Havering,Age9,65-74,54.21237480656998,9.447451306088988,36.34017388734103,103.0,113.57359890984489,False,surveydata1617.sav
2016-17,borough,Havering,Age9,75-84,25.574900993069228,10.533729530625333,63.891369476305435,32.0,52.83809303954077,False,surveydata1617.sav
2016-17,borough,Havering,Age9,85+,39.58637730748489,0.0,60.413622692515126,16.0,31.40716922012027,True,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,16-24,73.64710810798321,8.762326637830485,17.590565254186288,49.0,201.72921074748683,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,25-34,57.08843086673665,23.584579610129875,19.32698952313349,54.0,153.05639768186572,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,35-44,56.00219089880508,12.474262572901761,31.52354652829315,109.0,217.97924121225313,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,45-54,63.78337781897183,13.84819565771055,22.368426523317645,83.0,157.24440738531968,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,55-64,61.632969357974034,10.221162668477273,28.145867973548654,94.0,155.2855244687037,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,65-74,63.5595594615609,13.108979754507319,23.33146078393179,60.0,68.9591222128261,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,75-84,23.754214960737656,25.303627504130215,50.942157535132125,31.0,47.17513684710176,False,surveydata1617.sav
2016-17,borough,Hillingdon,Age9,85+,20.73882245955267,0.0,79.26117754044733,8.0,17.52399329535821,True,surveydata1617.sav
2016-17,borough,Hounslow,Age9,16-24,68.22345606966529,10.495002896785586,21.28154103354912,38.0,123.06909002212373,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,25-34,63.961413399849846,6.588433704309191,29.450152895840997,70.0,182.63341931421292,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,35-44,52.70885618581611,14.82619750475013,32.464946309433756,109.0,215.9233913160563,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,45-54,50.366806579324255,15.006606969286457,34.626586451389265,88.0,147.80815828942758,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,55-64,48.10673975093452,21.53675380566099,30.35650644340449,60.0,76.89070149015967,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,65-74,47.59840178223813,9.116824603218078,43.28477361454383,67.0,66.44080364792313,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,75-84,18.82009468442648,26.890473034113942,54.28943228145957,31.0,56.06088694181639,False,surveydata1617.sav
2016-17,borough,Hounslow,Age9,85+,30.023504505646947,10.993275238830561,58.98322025552248,11.0,19.935412673946374,True,surveydata1617.sav
2016-17,borough,Islington,Age9,16-24,81.11241811807946,3.776075008249541,15.111506873671008,35.0,112.66162208940177,False,surveydata1617.sav
2016-17,borough,Islington,Age9,25-34,68.3932412432527,19.412335883227875,12.194422873519398,119.0,310.1256865302153,False,surveydata1617.sav
2016-17,borough,Islington,Age9,35-44,73.06678031055887,12.142145735715596,14.791073953725526,95.0,140.0067688896035,False,surveydata1617.sav
2016-17,borough,Islington,Age9,45-54,65.01654857095345,18.149565197008428,16.833886232038118,72.0,90.72213314237715,False,surveydata1617.sav
2016-17,borough,Islington,Age9,55-64,65.23215515936364,13.038594951117494,21.72924988951887,83.0,91.41053473213871,False,surveydata1617.sav
2016-17,borough,Islington,Age9,65-74,61.18167591403987,7.767438879799483,31.05088520616066,51.0,60.2295859896642,False,surveydata1617.sav
2016-17,borough,Islington,Age9,75-84,39.27513254340754,23.16394701282908,37.560920443763365,19.0,31.204392899855236,True,surveydata1617.sav
2016-17,borough,Islington,Age9,85+,6.078891497858418,8.732827597506995,85.1882809046346,7.0,12.68299562392124,True,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,16-24,79.44267820994362,4.464712275033473,16.092609515022897,36.0,71.69339828666021,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,25-34,82.6131773775803,4.809643000722116,12.57717962169759,61.0,115.43014593779279,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,35-44,53.91863464710271,16.75285240968736,29.328512943209915,82.0,87.52392357185322,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,45-54,80.8559873276279,9.385479854479069,9.75853281789302,90.0,78.19512828305531,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,55-64,70.36973598292604,8.834322960083101,20.79594105699086,65.0,62.908396948987644,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,65-74,58.98206170813345,5.258372772301746,35.75956551956481,101.0,76.90841902576634,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,75-84,45.97558897886011,14.12546941889921,39.89894160224069,51.0,63.581904680824536,False,surveydata1617.sav
2016-17,borough,Kensington and Chelsea,Age9,85+,27.849166790337044,0.0,72.15083320966295,6.0,5.215450910116179,True,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,16-24,89.34484014385347,5.58707425265757,5.068085603488973,36.0,79.96149016473373,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,25-34,69.71623786786772,16.143705977567542,14.140056154564753,66.0,103.39898287417903,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,35-44,66.34381896076874,17.48213342345151,16.17404761577975,105.0,123.70629639495296,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,45-54,64.92081826445163,11.931995186783332,23.147186548765045,73.0,88.44883294514841,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,55-64,69.8833776501796,6.9685869368860205,23.148035412934366,79.0,88.44321090468976,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,65-74,62.24410659872199,13.065599322132163,24.69029407914583,82.0,81.71624929124776,False,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,75-84,30.178281345423454,20.51425807195709,49.30746058261945,26.0,37.5704443263549,True,surveydata1617.sav
2016-17,borough,Kingston upon Thames,Age9,85+,22.899363560159824,8.013923427264507,69.08671301257566,7.0,8.786907645955859,True,surveydata1617.sav
2016-17,borough,Lambeth,Age9,16-24,69.62437589082046,18.04480945010269,12.330814659076832,78.0,147.52907182233483,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,25-34,71.47820860276701,9.446535823194377,19.075255574038618,251.0,385.74096419213436,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,35-44,73.27052475768812,8.890698720962417,17.83877652134947,252.0,258.1478187127897,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,45-54,66.77512096596897,11.671076239310791,21.553802794720248,159.0,153.7387617475791,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,55-64,69.8353259290696,8.03648163998437,22.128192430946044,130.0,98.68206788664924,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,65-74,59.48109745994695,14.779291147711318,25.739611392341743,86.0,63.707609404626126,False,surveydata1617.sav
2016-17,borough,Lambeth,Age9,75-84,30.208716176713207,12.665025015643122,57.12625880764366,29.0,32.459480159324436,True,surveydata1617.sav
2016-17,borough,Lambeth,Age9,85+,19.730279689027093,0.0,80.26972031097291,7.0,6.63253391773257,True,surveydata1617.sav
2016-17,borough,Lewisham,Age9,16-24,56.13269522158938,14.350537963291337,29.51676681511926,35.0,135.72558332462648,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,25-34,67.77356263249521,16.154742966379924,16.071694401124844,114.0,293.85937482226376,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,35-44,73.60137169123809,12.943497767025352,13.455130541736576,107.0,190.84114215364406,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,45-54,60.738524793641915,13.8055426327452,25.455932573612877,85.0,190.33622428336128,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,55-64,55.07252905221435,15.123555402333865,29.803915545451776,65.0,104.70402424408798,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,65-74,52.42037257183174,17.546383078404695,30.033244349763567,39.0,47.54680703004993,False,surveydata1617.sav
2016-17,borough,Lewisham,Age9,75-84,10.856643885291591,13.951838034225556,75.19151808048285,22.0,43.92915962483261,True,surveydata1617.sav
2016-17,borough,Lewisham,Age9,85+,14.666099781643025,0.0,85.33390021835697,10.0,20.773480583114942,True,surveydata1617.sav
2016-17,borough,Merton,Age9,16-24,80.18639681377459,12.27255922240979,7.541043963815591,39.0,99.07909498285866,False,surveydata1617.sav
2016-17,borough,Merton,Age9,25-34,66.12019421543897,20.401717938816518,13.478087845744499,79.0,139.57232993065497,False,surveydata1617.sav
2016-17,borough,Merton,Age9,35-44,68.52538087898573,15.75500696987675,15.719612151137504,113.0,170.68391089773394,False,surveydata1617.sav
2016-17,borough,Merton,Age9,45-54,66.64645359199626,15.636821580608418,17.716724827395293,90.0,131.42244121746725,False,surveydata1617.sav
2016-17,borough,Merton,Age9,55-64,56.21972944041238,9.186417603370652,34.59385295621695,72.0,69.7041306966911,False,surveydata1617.sav
2016-17,borough,Merton,Age9,65-74,60.71404140542257,15.994900883256365,23.291057711321056,61.0,52.803437116450695,False,surveydata1617.sav
2016-17,borough,Merton,Age9,75-84,56.69791231232272,11.672287160769743,31.62980052690756,22.0,34.35570707121489,True,surveydata1617.sav
2016-17,borough,Merton,Age9,85+,31.48619925671597,20.873964060853467,47.63983668243056,13.0,22.410874958352952,True,surveydata1617.sav
2016-17,borough,Newham,Age9,16-24,80.7588492897547,6.837045806861274,12.404104903384022,70.0,229.42939787101486,False,surveydata1617.sav
2016-17,borough,Newham,Age9,25-34,62.89280086831997,8.503942046175922,28.60325708550409,143.0,395.32822662123976,False,surveydata1617.sav
2016-17,borough,Newham,Age9,35-44,59.02484992758649,15.276815449816633,25.69833462259688,118.0,238.891277142586,False,surveydata1617.sav
2016-17,borough,Newham,Age9,45-54,53.02317011969758,20.67357986959624,26.30325001070617,49.0,78.70004559174109,False,surveydata1617.sav
2016-17,borough,Newham,Age9,55-64,56.31011920684807,19.342366996599512,24.347513796552423,52.0,93.40943169984058,False,surveydata1617.sav
2016-17,borough,Newham,Age9,65-74,48.78889280883098,2.6857364230010248,48.52537076816799,34.0,43.71680927912582,False,surveydata1617.sav
2016-17,borough,Newham,Age9,75-84,35.46240382092614,28.756357981546383,35.78123819752748,21.0,34.651162123706605,True,surveydata1617.sav
2016-17,borough,Newham,Age9,85+,0.0,50.76300132169652,49.236998678303486,6.0,7.687301085258437,True,surveydata1617.sav
