survey_year,borough,pct_active,pct_fairly_active,pct_inactive,respondents,weighted_base
2016-17,E09000001 City of London,68.43219560165367,14.591004360439822,16.976800037906518,249.0,36.58802525999149
2016-17,E09000002 Barking and Dagenham,49.230649219654936,16.065856335577028,34.70349444476804,958.0,664.4182284189633
2016-17,E09000003 Barnet,56.77808677044345,12.280309911112578,30.941603318443967,997.0,1324.6097997891995
2016-17,E09000004 Bexley,56.7150839135566,17.347982331538788,25.936933754904608,498.0,869.8332704516226
2016-17,E09000005 Brent,55.85979235208863,11.182239032562995,32.95796861534839,489.0,1142.779104632606
2016-17,E09000006 Bromley,69.01634819528847,11.295236519855738,19.68841528485578,492.0,1137.3217071084846
2016-17,E09000007 Camden,72.0925764613712,12.393416219197025,15.514007319431784,492.0,890.6687233524303
2016-17,E09000008 Croydon,60.65977875184606,14.522207968749568,24.818013279404365,501.0,1261.5880285431776
2016-17,E09000009 Ealing,53.84024479799595,15.127906406638653,31.031848795365374,492.0,1123.0900037178558
2016-17,E09000010 Enfield,57.51145542174213,11.839905698447582,30.648638879810285,1000.0,1118.4540644807864
2016-17,E09000011 Greenwich,62.275366690451875,13.054547643887213,24.670085665660903,987.0,942.1663769733366
2016-17,E09000012 Hackney,71.30209790631254,10.286429500209927,18.411472593477544,475.0,914.9936165870889
2016-17,E09000013 Hammersmith and Fulham,69.83204006544078,10.581650576286474,19.586309358272747,489.0,644.1409974596531
2016-17,E09000014 Haringey,64.23385075305546,12.569511607646186,23.196637639298352,992.0,963.56991392882
2016-17,E09000015 Harrow,52.76382286943324,16.691097932549727,30.54507919801704,486.0,872.2896629902413
2016-17,E09000016 Havering,57.329509100914855,12.578743481190433,30.091747417894716,494.0,874.1630973760894
2016-17,E09000017 Hillingdon,59.83536330733836,13.713626446405499,26.451010246256146,494.0,1029.258234996952
2016-17,E09000018 Hounslow,53.093027021775264,13.233061981117466,33.673910997107264,484.0,903.6198358069535
2016-17,E09000019 Islington,67.61304602816215,14.335564207455933,18.051389764381934,488.0,859.1694637050091
2016-17,E09000020 Kensington and Chelsea,67.98580033180035,8.592493794387881,23.421705873811767,501.0,574.1910281608227
2016-17,E09000021 Kingston upon Thames,65.69454532623536,13.968768654632676,20.336686019131964,479.0,624.0471379505234
2016-17,E09000022 Lambeth,68.26603519945772,10.99837715193966,20.735587648602614,1003.0,1160.6246386136104
2016-17,E09000023 Lewisham,60.33072738547624,14.19045182217313,25.478820792350636,485.0,1044.608647311477
2016-17,E09000024 Merton,65.8547353599497,15.315299386695544,18.829965253354747,496.0,731.9631479851656
2016-17,E09000025 Newham,61.951867872627545,11.950708580761708,26.09742354661075,505.0,1139.1524276079535
2016-17,E09000026 Redbridge,56.178875279391406,15.033466832538286,28.787657888070306,997.0,1009.453276393162
2016-17,E09000027 Richmond upon Thames,69.34499406617107,12.40185650730492,18.25314942652401,503.0,686.7001750367649
2016-17,E09000028 Southwark,69.09249793525146,10.270815127103775,20.636686937644754,500.0,1094.1860024813514
2016-17,E09000029 Sutton,56.634979002249985,12.44974767624437,30.915273321505648,499.0,697.8329848408729
2016-17,E09000030 Tower Hamlets,64.06448352945702,12.50963811812778,23.4258783524152,479.0,1083.4714806403176
2016-17,E09000031 Waltham Forest,64.53767046374995,13.740464885091273,21.721864651158782,503.0,932.7601118637863
2016-17,E09000032 Wandsworth,70.89148289890203,8.865911880496975,20.242605220600986,488.0,1131.7297918880358
2016-17,E09000033 Westminster,66.53314752177037,15.201143235021467,18.265709243208153,502.0,923.2849068039527
2017-18,E09000001 City of London,72.96816410003619,9.479776249511552,17.55205965045227,233.0,26.64044207934503
2017-18,E09000002 Barking and Dagenham,53.63688110790328,10.156971343717622,36.20614754837909,472.0,621.662376233036
2017-18,E09000003 Barnet,64.49054933582026,12.54014237517264,22.96930828900712,494.0,1210.9967171927196
2017-18,E09000004 Bexley,68.92275047393626,9.451319383537626,21.625930142526116,489.0,789.8823933512244
2017-18,E09000005 Brent,59.64456576582259,10.554170795789933,29.801263438387473,506.0,1032.8438435595006
2017-18,E09000006 Bromley,63.776192096533556,12.818702301652324,23.405105601814107,484.0,1057.9780973817383
2017-18,E09000007 Camden,70.65628123795078,12.47307363709888,16.870645124950347,513.0,849.1683957857102
2017-18,E09000008 Croydon,62.971138511678824,11.762302241627665,25.26655924669351,498.0,1207.699983414614
2017-18,E09000009 Ealing,64.86085715753745,10.939939756597514,24.199203085865047,495.0,1059.6060369666375
2017-18,E09000010 Enfield,59.69726960322627,11.453450285700987,28.849280111072762,499.0,1030.1484729304711
2017-18,E09000011 Greenwich,64.71715450010755,13.58154165056297,21.701303849329452,488.0,868.1142081305102
2017-18,E09000012 Hackney,69.08667597819071,11.427098677751719,19.48622534405757,538.0,886.615989178979
2017-18,E09000013 Hammersmith and Fulham,66.6067241883872,9.97620994272836,23.41706586888444,489.0,612.1943855532177
2017-18,E09000014 Haringey,65.22833656657484,12.374778297399772,22.396885136025382,502.0,834.2033541449156
2017-18,E09000015 Harrow,57.16886148037115,12.068012608099291,30.76312591152957,510.0,806.340730131989
2017-18,E09000016 Havering,60.96139798055054,13.52034294539301,25.518259074056466,509.0,825.2848434383804
2017-18,E09000017 Hillingdon,55.776051042385724,13.192502491456398,31.031446466157874,500.0,938.2577373599638
2017-18,E09000018 Hounslow,59.98129130153783,11.623369544460877,28.3953391540013,489.0,855.3879214824417
2017-18,E09000019 Islington,75.18122249212462,8.391183160983834,16.427594346891542,484.0,772.3709400164514
2017-18,E09000020 Kensington and Chelsea,71.96779336821393,7.473595671065233,20.55861096072084,519.0,525.0644027922524
2017-18,E09000021 Kingston upon Thames,67.6539175296999,12.147332280632513,20.198750189667606,480.0,553.7555336305151
